EntrezGeneID,logFC,logCPM,PValue,FDR
27762,-1.8133134823052843,3.072415338970406,6.7556354443909205e-06,0.000631751849486119
13036,1.4428108490052018,6.040815158052247,6.81943741473459e-06,0.0006339669935439145
27409,2.8650407468688868,0.31444779745083057,6.947503290692804e-06,0.0006420955672871876
327900,1.2767289162624595,5.340842266498686,7.219168611808524e-06,0.0006607313257243111
72119,2.4369122298191366,4.093672993500366,7.285068585998466e-06,0.0006607313257243111
104662,1.440567194359602,5.907281825789588,7.310431493808062e-06,0.0006607313257243111
70333,1.35636678068886,4.529072262350291,7.316374462272491e-06,0.0006607313257243111
14219,2.0069490114818476,9.707569740763194,7.4836447026654574e-06,0.0006715149982701459
329738,-3.5013851209636386,0.03713126080029095,7.520764027702849e-06,0.0006715149982701459
21949,-2.3031891660506036,0.4807181255301137,7.780221569339348e-06,0.0006907787734934779
66422,1.6995585997762686,3.8876214807889133,7.847614800390552e-06,0.0006921284467081855
620695,1.7562814130381323,5.90828861318033,7.88301192150553e-06,0.0006921284467081855
13139,-1.34651849192589,5.7973582950183555,7.955500290272108e-06,0.0006946338485495049
192120,2.4486666164582402,5.211825490110071,8.037739565250044e-06,0.0006979584400506136
13732,-2.175458098538019,2.4627583861609446,8.119432059267454e-06,0.0006993624217801942
328162,1.7345425684279479,3.781701202905028,8.142412402401655e-06,0.0006993624217801942
54156,-1.966568995991344,4.404437885034956,8.330352217778633e-06,0.0007116372240528298
18430,-1.9536904416830396,8.703573318024862,8.498079243173718e-06,0.0007172093185879654
68775,2.141835342585315,5.458498941114001,8.563722004611357e-06,0.0007172093185879654
240505,-1.170753936286408,7.056881352981029,8.564347606435716e-06,0.0007172093185879654
217946,1.4123775643169512,4.388806282707404,8.577104607259267e-06,0.0007172093185879654
65972,1.1636797276596538,7.062301700472914,8.815247339505302e-06,0.0007318426916717427
18440,-2.7244615107714814,0.5709333685533619,8.844719951234045e-06,0.0007318426916717427
26934,2.5784362660585023,4.149781128415793,9.228860700870166e-06,0.0007570348846787198
54392,2.7090294768110383,2.7366361466668736,9.253362228602915e-06,0.0007570348846787198
14748,1.168718476774012,5.7363833811605405,9.292885828123997e-06,0.0007570348846787198
17754,-1.5503179749021618,3.1473281821577626,9.443002724536047e-06,0.0007614275237957152
17931,-1.344167066282822,7.921676138882978,9.466745961074917e-06,0.0007614275237957152
12173,1.876845305581917,4.099577727185318,9.491345367486454e-06,0.0007614275237957152
68743,1.8651258974366625,4.058280445933668,9.865820692983847e-06,0.0007874718698581653
15200,1.9229236761895012,7.524752773491038,9.953576588437609e-06,0.0007904840422294872
235542,-1.1052618072646276,6.66729712888129,1.014969496749536e-05,0.0008020288963314834
195733,2.0734276748949956,5.072189594743878,1.0265384918292606e-05,0.0008027871031616785
12261,1.3065691071660916,6.003102609318746,1.0316570578984438e-05,0.0008027871031616785
381410,-1.162099909633001,4.618087985089211,1.0322449513996745e-05,0.0008027871031616785
16852,-1.6045023672479968,7.187714594485482,1.0362475895025464e-05,0.0008027871031616785
13386,2.7195685674639236,0.7091459287135248,1.077115312281295e-05,0.000826347791194667
77011,2.7329530168479095,2.441531215209998,1.07711747017275e-05,0.000826347791194667
243725,3.7691171981906173,3.971149541782102,1.0982060760305533e-05,0.0008384564650041963
54141,1.9715396895334167,3.939060180091943,1.1238485827322589e-05,0.0008521179169876518
12534,2.283189725519601,3.8298441341557754,1.1270344234388311e-05,0.0008521179169876518
50918,-1.7517705264508414,7.046286122092276,1.1322751364680263e-05,0.0008521179169876518
57266,-2.033344141149757,10.284792014085054,1.145724744397768e-05,0.0008569794705261284
50908,1.560084629829751,5.236448658147006,1.1495801553501596e-05,0.0008569794705261284
231440,1.5433514998951763,4.231697560212051,1.159399670845865e-05,0.0008602418966219742
74107,2.6824823628721854,2.6847517424326597,1.1991284859486945e-05,0.0008855619902772508
231713,1.2696411615111016,5.479118824643497,1.2057129717838942e-05,0.0008862831537708216
237175,-2.138273957108108,3.4126280253939636,1.2507381838951787e-05,0.0009109631227290376
269016,-2.7435560038322886,2.0655504688648554,1.2523352972735172e-05,0.0009109631227290376
72462,1.4727321337640003,5.0018555293407,1.2565803641795128e-05,0.0009109631227290376
73673,-2.4192453460606074,1.8414621070110482,1.2963516393782694e-05,0.0009355041693485922
78749,-1.5176637783194469,5.105199984702967,1.3331370129410517e-05,0.0009576771523872901
78834,1.439825775494769,3.720882715603998,1.3661777806974261e-05,0.0009769716581964761
667766,-1.8066942931386962,3.686106539188536,1.4932829981233257e-05,0.0010630560586640109
234258,3.138520853854136,1.9756939316610445,1.5109466867475964e-05,0.0010708072393434535
14955,-3.0932574156591155,2.228723848657706,1.5229281949572077e-05,0.001074480231834987
23871,1.812300468071685,6.387871392643092,1.5805744201970097e-05,0.0011101954727463796
217011,1.5601451230282355,4.005872319338498,1.610880222009649e-05,0.00112647570923188
21923,-1.7320316411652703,6.8077491658547995,1.633964081935939e-05,0.0011357121108583625
105522,1.3993244471068322,5.80399589707447,1.6384609040477516e-05,0.0011357121108583625
66240,2.6034826739386134,0.4062722232061844,1.6481603275596972e-05,0.001137446542216308
53886,-1.6316616863422393,4.610791310983701,1.6983025516698614e-05,0.0011669553707213257
98682,-1.063719998282624,6.499213959181617,1.7420439892948493e-05,0.001191829576052632
68147,1.374029397092758,4.3587103356761,1.8089763509423134e-05,0.001232287165960876
75590,1.5923528931020783,3.3581090506948015,1.824630592295058e-05,0.0012354283766655375
17858,-1.4819257023370849,2.930029870761518,1.829221970005921e-05,0.0012354283766655375
100504344,1.6595432509459296,3.784627326185155,1.8532460207622476e-05,0.0012463276643458112
239530,-2.5174359397257966,-0.17356412360847664,1.9404477689133047e-05,0.0012994422262671977
70784,-1.6784107175377008,4.782127473138801,1.9807671171939927e-05,0.001320845718149108
74137,1.6750521682055148,4.785234274840596,2.0010392343022515e-05,0.0013287573133996967
19023,-3.685855351551961,-0.9186407212170364,2.0318095473825092e-05,0.001343544689825656
55927,-1.4844838485983392,3.6196236540281217,2.0512607438670134e-05,0.0013507551998364284
18102,1.7028024695404809,5.1375217044667805,2.0608945781908113e-05,0.0013514679632252108
16858,-2.086770212285847,5.961248495630866,2.0890830165999916e-05,0.0013590981855486294
215384,2.7366840029160753,9.54725145089876,2.0897295563674826e-05,0.0013590981855486294
225845,1.2427577018623495,5.35507104484437,2.1051292399529084e-05,0.0013635025618121215
382038,1.1744678095681982,5.244722093590735,2.1311647834735804e-05,0.0013747317648169985
66953,1.749384135688334,3.316608619564503,2.1403604474935728e-05,0.0013750510777312368
16792,2.676523799227123,-0.503724094395046,2.1723899236626034e-05,0.0013899777471078453
100502766,2.5568793337639795,2.812686574014146,2.2747474445763564e-05,0.0014496011537937395
71007,2.5252674108799726,2.472513632244943,2.3923237670780186e-05,0.0015184050126466268
23921,1.452347563484775,3.2530069308224103,2.4605795960950748e-05,0.0015554799974674624
19361,2.3981072002440142,2.9193481068070133,2.4837510542180265e-05,0.0015638725761299478
18008,1.6482215209453306,4.3582236537159735,2.5006786931399368e-05,0.0015652552683827435
80986,1.521798586781067,3.558647069487076,2.512386247488252e-05,0.0015652552683827435
217143,2.2896840732449024,2.0206110131637898,2.515659568268899e-05,0.0015652552683827435
17130,1.4004872291387813,3.302316359802916,2.5508649765367844e-05,0.00157163374652968
20419,3.3848560086496047,2.4059795717350263,2.5532308829964107e-05,0.00157163374652968
14137,-1.392429965494164,5.187023696957202,2.555744576424499e-05,0.00157163374652968
74427,1.2102128122993103,6.475466628726568,2.5692639027580055e-05,0.0015730223996779354
319554,-1.7066313155812696,3.4600382748479888,2.5779093996240524e-05,0.0015730223996779354
226251,-1.0753083370993355,5.298329744147484,2.6792464830468157e-05,0.0016285696699258414
18432,1.1749351828180747,7.540733639055382,2.8076152636659568e-05,0.0017000594493094552
21877,2.138952496231319,2.9661179885765767,2.9780040816574183e-05,0.0017962656824681714
338370,3.793545833599845,1.633289601655534,2.9892297803665467e-05,0.0017962656824681714
12796,3.755852925869826,-1.8719492187964917,3.0533204879849625e-05,0.001824320194604891
68567,2.9886725951620865,3.2976813187749054,3.0590031104169584e-05,0.001824320194604891
226922,-1.3113532838598774,4.797342871068899,3.07718526094686e-05,0.0018281659172027906
18938,1.4202489579725814,4.387391122819914,3.088587065889301e-05,0.0018281659172027906
217578,1.321493712066937,7.131061118964358,3.105638742010964e-05,0.0018313998014455701
56615,1.3389216811104863,8.793130697175988,3.140400651547658e-05,0.0018450145686639103
70737,1.8389045880118535,6.30260450935843,3.1665197829706144e-05,0.001853469579632133
18383,-1.871794477366194,4.020121402177674,3.220495825498174e-05,0.0018781076024418132
12832,-1.506223005639282,6.377360579060066,3.242851895135575e-05,0.0018814011734582168
11472,-3.2200026831817454,-0.30050888698352624,3.249952672450602e-05,0.0018814011734582168
12522,3.1141142180475367,-0.24710234735216724,3.29693311003007e-05,0.0019016325135370522
53412,-2.702093172976131,0.3191344348569978,3.325989551152581e-05,0.0019114159587787414
12839,2.8909217482922016,6.840311517612345,3.368751229054519e-05,0.0019114696084090463
107272,1.346369957830466,6.20044733107091,3.377296584882841e-05,0.0019114696084090463
110935,5.811121031322459,5.783318845917614,3.393154441182921e-05,0.0019114696084090463
13116,1.4128373309815871,2.0081160224192374,3.4085304408032144e-05,0.0019114696084090463
114304,1.65398296561859,8.880509420136265,3.412364263104106e-05,0.0019114696084090463
319710,-1.3552250077634103,7.8138795620004835,3.413904772841131e-05,0.0019114696084090463
72720,-1.3564293766669542,2.623325312236626,3.423236118053858e-05,0.0019114696084090463
243385,-1.7786472741188097,2.3272868663894313,3.4282171809681074e-05,0.0019114696084090463
353211,-1.3591339078747726,3.2211316140257162,3.434936527386542e-05,0.0019114696084090463
71393,1.3105752502341732,3.4918459434184492,3.4479335050290605e-05,0.0019119698636308516
225207,-1.3475683262602478,4.197358886321166,3.5094056564087994e-05,0.0019392533913945686
18491,2.6389660818315774,5.279253821746097,3.5281674530202835e-05,0.0019428278197746538
17105,2.708564209623159,1.2624607889055222,3.544560533973944e-05,0.0019450248859101277
216892,1.3991833314896842,7.078854229135676,3.575304170311376e-05,0.0019450248859101277
208936,1.936039813834986,5.980431998985069,3.576628823601192e-05,0.0019450248859101277
18553,1.81499376618925,4.726872355531099,3.584108143318611e-05,0.0019450248859101277
69656,-2.1670278051178773,1.9104235048025755,3.596011141270887e-05,0.0019450248859101277
17342,-1.6358360263022196,2.02391153452696,3.606000326320345e-05,0.0019450248859101277
23790,-1.1765191121304932,5.137998285139884,3.7243286034601504e-05,0.002001175013111799
20510,2.901787547189752,4.3706223557069075,3.735425391470392e-05,0.002001175013111799
14747,-1.6259518842893794,4.116691288552072,3.840910070655461e-05,0.0020460183908449846
228359,-1.2661303545993736,7.266353613947635,3.85067593891274e-05,0.0020460183908449846
71458,1.3028059156365575,6.698340258758478,3.857969377827166e-05,0.0020460183908449846
232670,3.481756688538717,4.364690666649575,4.079343470781302e-05,0.002156185425158117
320557,1.6069734382316134,1.796537941022778,4.199856022322223e-05,0.002204838741691074
242669,-1.5441621101575653,3.412824788172494,4.209065012843363e-05,0.002204838741691074
20539,1.0840178550282333,8.0254958284186,4.218139226082666e-05,0.002204838741691074
84004,-1.133861283357868,6.784455461594941,4.227196524502629e-05,0.002204838741691074
15357,-1.2017985691775468,6.325049448148858,4.3693348481439726e-05,0.002271479208554847
77996,-2.2753475634977076,3.18606927883938,4.385760198778228e-05,0.002272542760048889
244421,1.2660488518454822,4.289802020534605,4.4770139285165595e-05,0.0023122460171985525
13731,-1.1197330091860602,6.888341232376498,4.558117452181344e-05,0.002346465414145732
27375,2.2929658013947436,5.611023568424357,4.583590552373094e-05,0.0023519176977176747
16571,1.8842554927362813,3.4892596199845967,4.638280304287697e-05,0.002372277732328892
18003,1.1274997943378258,7.677261292404012,4.752631036849944e-05,0.00241754119036943
380714,-1.3553796430794731,3.2005665355261175,4.7587504957837205e-05,0.00241754119036943
22044,4.2231420232218415,1.1336155894792819,4.772670535277538e-05,0.00241754119036943
634731,7.2777869782560005,2.0835316089837406,4.8745776388823005e-05,0.00246127236437367
67384,-1.4381232251240448,3.3748804428442116,4.984511697424769e-05,0.0025087650594299697
230863,1.9077011289941435,3.8852854591954715,5.1381079659951014e-05,0.0025778621680821135
67949,1.2101947231795012,5.530692913406896,5.1934771314206706e-05,0.002593307829686237
21926,2.2012645696637234,4.624987188842039,5.201712110924684e-05,0.002593307829686237
71952,1.1477673987540278,3.819353307585861,5.236353400089466e-05,0.002602368840723708
11504,-1.4727710449413702,9.659097868457184,5.2976034743747676e-05,0.0026245556523203394
11752,-2.642417789771132,3.6369827144450726,5.3874422565356797e-05,0.0026544484961683094
171210,1.469506922030082,5.843039665788116,5.391533581814904e-05,0.0026544484961683094
22704,-1.0477705089896652,6.448522534876825,5.4804229541669024e-05,0.0026845679009437325
216835,1.6672350856543152,4.02004441536727,5.4866833207088434e-05,0.0026845679009437325
56040,1.0692913388561642,8.923558774464926,5.608108145884035e-05,0.002727548191840113
20198,-1.3448846044505893,2.7131546758640974,5.609043041938983e-05,0.002727548191840113
100303738,2.837368967519185,-0.12686242027960332,5.631709606755657e-05,0.002730169896477497
20017,1.3924426106424912,4.199049394188164,5.667470100727685e-05,0.002739103898223252
215387,1.9187960334702545,3.632770595684046,5.722312783494977e-05,0.0027571777814132505
106878,1.4557936559720097,6.673714553035094,5.808756311313261e-05,0.002783665937726255
75141,2.378075564239058,1.6804364515673622,5.822148654901181e-05,0.002783665937726255
