-1.207980012183336171e+01,2.945650353057498450e-01,6.842525020275758152e-02,9.411379986418851873e-01,-7.317249746944785471e+00,-8.189962502671662037e+00
-1.249945367486701819e+01,-4.972854940473859231e-01,-1.369715392150361311e-02,-2.677511240080381327e-01,-1.299308821187162621e+00,-1.245076327103392444e+00
-1.114273157962743888e+01,-9.169809538669859705e-02,-1.548050083029171020e-01,-1.301273236976108194e-01,5.205648776161151403e-01,7.555116523754819013e-01
-1.061413989105010813e+01,5.261206867220025174e-02,4.029548032438317606e-01,4.620003948554778361e-01,-2.265192618863238749e-01,4.058275678128886454e-02
-9.860080639285257575e+00,-6.097675380577349813e-02,1.202636824010063638e-01,-3.360504825172583310e-02,-1.698750441139704748e-01,-2.139068070882323980e-01
-1.268390730588729731e+01,-7.921423029134722071e-02,-2.177943487021719804e+00,-3.472782510248435983e+00,2.647742847348716566e+00,2.893329287869589095e+00
-1.015182283183564316e+01,-3.891094498521496803e-02,2.349309548034561601e-02,9.911674244119872412e-02,7.106007289614151290e-01,8.804768266687864608e-01
-9.916445005173567750e+00,-1.680990928776893156e-02,-1.788311589459254947e-01,3.802713248858129447e-01,3.968028899993036318e-01,-3.313934980708737044e-01
-1.005512471609895009e+01,-8.168680426374308468e-02,3.029855135256269705e-01,7.510505683475852123e-01,-4.193138026537113205e-02,2.689210340569339053e-01
-9.792627336610895128e+00,-1.624745363291655309e-01,2.717295836817825716e-01,-6.121081649330211150e-01,-2.719855690105106305e-01,1.573427905765587553e-01
-1.409371386415888061e+01,5.003508279866650810e-01,-6.183329116691993477e-02,3.690438025880631301e-01,2.004301840457715755e+00,2.352699986209735528e+00
-1.471555876025462339e+01,-1.590270053974993658e-01,-1.051337679929664759e+00,4.889202709616800036e-01,2.757497408009191631e+00,7.076453452423727697e-01
-1.538470371853504126e+01,7.367706541650314023e-01,1.140010432837739174e+00,2.866302579711662801e+00,-1.274380135746538301e+00,-2.891956905880594508e+00
-1.112396866426429654e+01,2.282193740770726009e-01,-3.232300991520382638e-01,-1.642801478102740020e-02,-7.071134090738677713e-01,-1.693746179050844125e+00
-9.854054247887955142e+00,2.232602538987293883e-02,-2.233893016957626543e-01,-8.077369290099944976e-02,4.014464374574924221e-01,-3.636797671057543369e-01
-1.172277606226456292e+01,-5.041852325536133606e-02,-3.545114874294110763e-01,2.188915451054338768e-01,-7.074082076492835824e-01,-1.171368643344861127e+00
-1.253180290456727342e+01,-1.600170255735591240e-01,-4.288034819503127593e-01,-3.403574597342515773e-01,2.951847228508217569e-01,-6.238725216427098985e-03
-1.116264431794583523e+01,-1.306728419886713510e-01,7.409127933307857461e-02,-5.866960298678822738e-01,-3.607335334931196513e-01,2.205533567443573872e-02
-1.484789640429346669e+01,-3.034431047971803963e-01,3.285884145869015782e-01,-3.356546032594636131e-01,-1.091718677309474472e+00,-4.519553057583980404e-01
-1.439230905592945042e+01,8.268272508492008344e-01,5.810305266798412305e-01,2.655941191883037789e-01,-1.029123135599142813e+00,-2.537251233637505266e-01
-1.537782922969048371e+01,2.298464619452413593e-01,5.248254397380058833e-02,-5.665326896038873628e-01,-1.037228970076292001e+00,5.165487701684945421e-02
-9.957904691559452459e+00,2.717305471789721594e-02,-9.860322181110170447e-02,-1.627214779325818483e-01,3.408267374880047385e-01,3.202149743740161369e-01
-1.074592510842579252e+01,2.919904144184926054e-02,-1.768662534061942182e-01,1.421419379575077357e-01,2.000756425550918038e-01,-2.616883957955966622e-01
-8.913108781249459156e+00,-1.182999245049529830e-01,-9.631542605347577501e-02,-3.026810031730065020e-02,2.785112736298902547e-01,3.898144187338417055e-01
-1.298846607300844269e+01,-3.564947558162945285e-01,2.399585937551638182e-01,2.866284152614504421e-01,-5.929057348200063693e+00,-5.975727176994101164e+00
-1.125667959589272371e+01,-3.289914176933272927e-01,-8.170043380173588332e-01,-6.452690551878728087e-01,-1.024158086914107813e+00,-1.975504864527728166e-01
-1.087053708477457548e+01,-1.455678095523218474e-01,-1.042777395970233556e-01,-3.514260768386989753e-02,-3.389404053153556973e+00,-2.473741090913758711e+00
-1.446591100939028784e+01,4.043059345817123784e-01,1.727867865508159184e-01,-4.129211627680096086e-01,-4.209268557653107479e-01,-2.476677824789154769e+00
