EntrezGeneID,logFC,logCPM,PValue,F,FDR
98682,-1.063719998282624,6.499213959181617,6.994426555868177e-08,127.44836423516783,1.9021333109152186e-05
11555,1.5809409831517502,5.812086962073035,7.106061723782007e-08,127.09371962403573,1.9021333109152186e-05
329739,-1.519925449392694,4.649768086116615,7.602834435357894e-08,125.5962631154248,1.9021333109152186e-05
74134,-2.063864491059725,3.3063116165717625,7.629462003018786e-08,126.41106606401642,1.9021333109152186e-05
52530,1.5690801986157508,5.547827580175515,7.674757148350914e-08,125.38260164808422,1.9021333109152186e-05
67971,-2.6003078901926235,6.3663181131545254,7.691190215369287e-08,125.3403685126718,1.9021333109152186e-05
20677,1.5235499290347803,7.699871959161049,7.702893691380283e-08,125.30104767041537,1.9021333109152186e-05
18260,3.5203530950154276,5.30619475262904,7.837201040635564e-08,125.56627738414596,1.905525003787761e-05
19092,-1.9762131540180015,1.8737953303659476,8.070335698754616e-08,88.66700737668408,1.9207069562886522e-05
12833,-2.572514145430114,6.750323598832572,8.142708559310282e-08,124.08781227192814,1.9207069562886522e-05
16835,-1.243599368001145,7.7766432088710475,8.30466856487626e-08,123.64997266040169,1.930102676460359e-05
12266,4.036262137282602,9.433937668217057,8.859786092720842e-08,122.24574757998161,2.003367286417173e-05
22339,1.7822393253941329,8.544377951195488,8.87343141288295e-08,122.21249336654695,2.003367286417173e-05
65972,1.1636797276596538,7.062301700472914,9.353304421577849e-08,121.08054433385367,2.06696024555032e-05
211064,1.4463689771110202,4.0204375241565975,9.546393671445705e-08,120.64591389882709,2.06696024555032e-05
12424,-4.013353302352205,4.101367565243296,9.549403172817635e-08,120.72854838113778,2.06696024555032e-05
240505,-1.170753936286408,7.056881352981029,9.678249694426962e-08,120.35168512780784,2.06696024555032e-05
76123,-2.1636808412959967,5.995742255234635,9.844091234973679e-08,119.99219444030366,2.0743469050336536e-05
14748,1.168718476774012,5.7363833811605405,1.0352567514805617e-07,118.92997608728145,2.1527891711051047e-05
381410,-1.162099909633001,4.618087985089211,1.0794758243670221e-07,118.04953785521447,2.2155890815969374e-05
68828,-3.656586673356564,2.0490999181239493,1.1026289413464095e-07,114.69113725106985,2.2340958703895716e-05
14113,1.583623420414515,5.108102384880972,1.1294330275307057e-07,117.10647909619948,2.2594379198854775e-05
26897,2.107888656373442,6.69430466459014,1.1932357123989368e-07,115.97078057412172,2.3572371498440995e-05
75767,1.336420915986286,6.426355247935112,1.2213673077168672e-07,115.49237680144554,2.383023324834243e-05
52040,-1.8540293188346815,7.395155972522216,1.3112032621611844e-07,114.04502516763937,2.4994754821482812e-05
319530,4.091602090409923,5.2194172088228035,1.312683276501565e-07,113.96102322634579,2.4994754821482812e-05
67451,3.438524062173391,4.994058534727232,1.3827814813264472e-07,113.53605485832976,2.563105607024561e-05
226251,-1.0753083370993355,5.298329744147484,1.3879611462565515e-07,112.90126432896807,2.563105607024561e-05
270150,-3.1737422208783936,2.4232080994795715,1.3947550126810444e-07,193.92431308307195,2.563105607024561e-05
59031,-2.1977854473112903,2.6990794006796133,1.4674726540630439e-07,111.83882294768698,2.6462048602464086e-05
108673,1.4116448235638372,4.8577312133441914,1.4901114114648457e-07,111.48074991101358,2.6462048602464086e-05
625638,2.239787145822683,1.6405732423719253,1.4902064829279318e-07,120.67965050364842,2.6462048602464086e-05
68728,-0.9774665536789529,6.7318812830660555,1.5586654471329533e-07,110.59013536239013,2.7275848078395683e-05
53624,3.24674820608891,7.133070279335604,1.5838819399930667e-07,110.29524707532948,2.7275848078395683e-05
320311,-2.0546822745463342,1.9890857255502168,1.587811961030374e-07,104.36742546161955,2.7275848078395683e-05
327900,1.2767289162624595,5.340842266498686,1.7606161210120188e-07,108.21290642028089,2.965332162095778e-05
211945,2.3581517567357753,3.865504754618412,1.7637384411351753e-07,108.18641230404528,2.965332162095778e-05
13400,-1.7977416273466926,6.657166468304266,1.788327020823946e-07,107.91269084030375,2.975023182852805e-05
53311,2.1141955361129865,4.006840494703724,1.8125577192606354e-07,108.08472206272548,2.983923145332821e-05
320685,2.3377230719945294,3.135813685923125,1.844753532693046e-07,107.32426268424528,3.005616992853701e-05
13511,-0.920099900165392,7.074587973629351,1.9258453265232453e-07,106.49206562544943,3.105720361262589e-05
226025,2.2494241194649653,4.129890896780298,2.0085510669634546e-07,101.65373597600677,3.197829575098049e-05
71819,2.8184857367348477,3.649628115733952,2.023430508161256e-07,105.56432092632822,3.197829575098049e-05
22776,-2.183218028267562,0.8043304065811939,2.1703044158918978e-07,100.02724528519748,3.392222806404404e-05
12373,-1.7963252899914017,5.455345931676672,2.1893617201547027e-07,90.68488993391966,3.392222806404404e-05
235036,1.5805282247666712,5.440593127437518,2.3059368463919314e-07,103.111444141162,3.538157856347387e-05
69237,1.0368822547007917,6.1305557699665405,2.3763339452759387e-07,102.55643686569505,3.583283342793027e-05
67702,1.0165451503340177,6.496499928807357,2.3964957837414447e-07,102.40100154976874,3.583283342793027e-05
14038,2.2308958510429786,10.40013827634456,2.4033664536576873e-07,102.34881915009645,3.583283342793027e-05
16071,6.19309111161385,-0.05054975539488243,2.451278646655541e-07,73.23617324919316,3.6143116845762466e-05
22704,-1.0477705089896652,6.448522534876825,2.46991686873092e-07,101.84766766922837,3.6143116845762466e-05
74035,1.4585669977895557,5.344899665760103,2.5503220343861883e-07,101.26321538670999,3.697732975361406e-05
11535,1.3749271936555,4.635074273257767,2.6422503273312153e-07,100.62469563013234,3.779559953652097e-05
16906,1.8348878064790766,5.524365868329532,2.67129098120424e-07,100.42300866807776,3.779559953652097e-05
78748,2.0737818425071763,3.5156109521195074,2.678503637111079e-07,100.39628047137747,3.779559953652097e-05
23961,-1.8107396220297907,2.5079484523189186,2.7186670815289673e-07,100.60975188580916,3.802284474025115e-05
70333,1.35636678068886,4.529072262350291,2.7580921813891637e-07,99.8478314025167,3.809181501239512e-05
20539,1.0840178550282333,8.0254958284186,2.7718038005729177e-07,99.75766959180449,3.809181501239512e-05
382038,1.1744678095681982,5.244722093590735,2.8937129016636127e-07,98.9879856895517,3.932891419306275e-05
17279,3.3107271279099266,2.914139501765921,2.9115938753406366e-07,99.05214045238743,3.932891419306275e-05
12834,-2.4045719258480545,6.201191531429808,3.0171918986344485e-07,98.25161990709208,3.9634194664814284e-05
20448,1.7150364859301066,3.589633900808106,3.020118655973837e-07,98.3121185336534,3.9634194664814284e-05
18826,2.264153797111131,6.095877841795495,3.029005644859108e-07,98.18347835761313,3.9634194664814284e-05
13139,-1.34651849192589,5.7973582950183555,3.0345087031400455e-07,98.14366457785785,3.9634194664814284e-05
231713,1.2696411615111016,5.479118824643497,3.0790021312724534e-07,97.88643842604804,3.9885696461172013e-05
118449,-1.790281143999366,7.510186232368793,3.1502835010604157e-07,97.51038718489524,4.047730117947871e-05
74754,-1.500568477363597,5.726549892522353,3.19445905884295e-07,97.23852075839228,4.071389594028548e-05
100340,3.188973306204971,3.4526331537917225,3.229555256732763e-07,97.06359216282092,4.079854645757682e-05
12261,1.3065691071660916,6.003102609318746,3.252731494339838e-07,96.92172021172938,4.079854645757682e-05
56040,1.0692913388561642,8.923558774464926,3.356786624615261e-07,96.37210378051772,4.1772169933401246e-05
209737,2.681674289975072,2.9290266060084695,3.4090189565004075e-07,96.13443392833466,4.2090730928540965e-05
208715,-1.4593297298693069,6.892372939453388,3.462977110083716e-07,95.83130985628381,4.225560571595596e-05
68026,4.18991069027763,3.2593585417681643,3.4758470912897207e-07,96.12298063618404,4.225560571595596e-05
67223,1.5178204591805682,4.667846762649768,3.5047361763328406e-07,95.62478310193116,4.22815652906597e-05
13036,1.4428108490052018,6.040815158052247,3.553430373491775e-07,95.3885360592245,4.254425274444243e-05
17931,-1.344167066282822,7.921676138882978,3.745951689706224e-07,94.47943003184062,4.4512045491817416e-05
229595,-1.9554651004606631,4.555600531334375,3.983469184355088e-07,93.43448921328707,4.69811544698118e-05
75991,-0.9467737666141984,6.192294625520746,4.0948410337346074e-07,92.96731593789208,4.7840856927462145e-05
228543,3.6294704001745903,5.44078899905036,4.1169049241551835e-07,92.83089683020025,4.7840856927462145e-05
104662,1.440567194359602,5.907281825789588,4.1721397564229464e-07,92.65254890517171,4.8010453894568255e-05
18432,1.1749351828180747,7.540733639055382,4.204128783333463e-07,92.52420878342794,4.8010453894568255e-05
20271,2.0747282784272696,4.601289552981659,4.254097718806088e-07,79.41481346953026,4.8010453894568255e-05
24088,1.6566833079529737,6.888453761156039,4.286624783382758e-07,92.19852977675214,4.8010453894568255e-05
217946,1.4123775643169512,4.388806282707404,4.319820737389878e-07,92.07078333527791,4.8010453894568255e-05
14181,-2.312177132636131,0.35506046154955606,4.3495707282609937e-07,78.5481175878416,4.8010453894568255e-05
235505,-1.991159715948247,4.583072115187347,4.3676988362763205e-07,92.09294312240185,4.8010453894568255e-05
223473,-1.5196713235885089,5.74045242805753,4.3745288286622556e-07,91.85943379985815,4.8010453894568255e-05
13731,-1.1197330091860602,6.888341232376498,4.541046192626236e-07,91.24034670940453,4.949427174363106e-05
83554,1.6760532206287173,4.402253103733795,4.652700514697571e-07,90.86164697288828,5.012496694591335e-05
56419,2.377625529853244,3.171725643992645,4.665943372033076e-07,90.79762149233028,5.012496694591335e-05
225845,1.2427577018623495,5.35507104484437,4.6940616983011743e-07,90.69081225898232,5.012496694591335e-05
84004,-1.133861283357868,6.784455461594941,4.759617894922314e-07,90.4625136376909,5.0483893430437756e-05
74427,1.2102128122993103,6.475466628726568,5.007918720746574e-07,89.62852144014386,5.2652671840452374e-05
22354,-2.3012793929878974,5.677810790263461,5.030722252536262e-07,89.55543659713193,5.2652671840452374e-05
218518,2.660649133556067,4.5926667534751475,5.07668889434688e-07,89.6621648405838,5.278420479359085e-05
76964,-4.27716328136422,-0.6502607345635791,5.12957882653345e-07,65.24500303635674,5.281164382361978e-05
18003,1.1274997943378258,7.677261292404012,5.182876065736049e-07,89.06970304088544,5.281164382361978e-05
110196,-1.7945611151592447,4.9089030477907,5.199470019676504e-07,89.01855813888956,5.281164382361978e-05
69288,-1.836408235956705,2.7826317993325347,5.224276993091889e-07,88.95651534216299,5.281164382361978e-05
216877,1.070038227628038,5.71646780621595,5.246411085996144e-07,88.87222662861056,5.281164382361978e-05
74376,-2.428028083721166,-0.3387396138962831,5.288467786242062e-07,75.42755933224485,5.289806638846173e-05
19281,1.953852421228874,2.1536723388388865,5.350229547943237e-07,84.30177074964689,5.317926275200938e-05
170459,-1.5961981911675145,4.106168141604096,5.516531074208066e-07,88.06420952058615,5.448953568549017e-05
16819,1.7886763742219256,10.929080361395222,5.579442828101986e-07,87.88031763299112,5.4527945673334076e-05
16785,1.1012279617608463,8.918850770381585,5.589424955125361e-07,87.85165872364905,5.4527945673334076e-05
66977,2.700638845283377,2.561383598061385,5.635834380843879e-07,87.75435558213859,5.464339052445195e-05
54189,-0.9379156877703878,5.327367507894492,5.693481918812077e-07,87.55750403463283,5.4865724539576865e-05
331474,2.095493002358794,3.8646459270369005,5.746693947069357e-07,87.41143535117307,5.504287947847522e-05
20135,1.8058841193665738,5.19708589401023,5.84594165716571e-07,87.13535620601613,5.550514872258116e-05
21771,0.9759918887006882,5.599497069994617,5.865198580530912e-07,87.08268751097425,5.550514872258116e-05
23790,-1.1765191121304932,5.137998285139884,5.965497284865229e-07,86.81686228418761,5.5867387097500734e-05
11910,-1.875155143671719,10.335209793437397,5.974176423359671e-07,86.79019006362331,5.5867387097500734e-05
52033,3.225738446008762,3.622252263792453,6.307942439760115e-07,85.9635363446589,5.8641601363511095e-05
71952,1.1477673987540278,3.819353307585861,6.599305529579971e-07,85.22610147583892,6.09134889271442e-05
68184,1.101616996901456,5.380838439329585,6.629410336287524e-07,85.15358816249699,6.09134889271442e-05
17476,3.925417144636219,0.46249474349252195,6.680319368377823e-07,83.19194546217925,6.1026455085458455e-05
68671,-1.0676026670762775,5.3739601567719095,6.775095427012018e-07,84.81518072780804,6.130520190004357e-05
27966,1.124931678305998,4.993150798796969,6.789326752525482e-07,84.7829350705954,6.130520190004357e-05
13824,-1.0873734658969123,4.925150837090375,6.861285753760214e-07,84.6195157692786,6.130520190004357e-05
109731,2.770907953059799,3.1932060218685203,6.865996416291896e-07,96.22837805386193,6.130520190004357e-05
320297,-4.183750612852853,-0.10815993056982623,7.138424768905107e-07,89.32682759828921,6.337958710549232e-05
80914,1.1233271348882083,5.607759757987163,7.253904658972413e-07,83.75979106931439,6.404508895553073e-05
12428,2.160680892084125,3.757560491569077,7.418769578413724e-07,83.41970722313862,6.51367968984725e-05
224139,-0.9010422092846171,6.422970743755351,7.461371996980431e-07,83.32733013402178,6.514890775706008e-05
70466,2.3612170935354255,3.327685768592605,7.64764072680334e-07,82.96074913190829,6.640841431120877e-05
17754,-1.5503179749021618,3.1473281821577626,7.701653077894675e-07,83.24700994674942,6.651198100712975e-05
14623,2.8439436680347185,4.851864376145446,7.767057288055221e-07,83.27432258150738,6.671226814153517e-05
13650,0.9619337678212093,6.858411850363229,7.848335506246486e-07,82.55689993627466,6.680965735217248e-05
66422,1.6995585997762686,3.8876214807889133,7.862943727856291e-07,82.53145167439857,6.680965735217248e-05
19283,-3.1591108408138227,4.344037253944167,8.086608804781661e-07,82.4750431210888,6.760212292386161e-05
16551,2.2556499279201128,3.7094680168864933,8.088376003405436e-07,82.10673856624082,6.760212292386161e-05
78834,1.439825775494769,3.720882715603998,8.1209605801489e-07,82.04222443613327,6.760212292386161e-05
22224,0.9682999069328633,6.388729921101786,8.127311665106115e-07,82.02835052868517,6.760212292386161e-05
16665,-1.9560367515429526,8.645889236846905,8.336042010259217e-07,81.64848436267604,6.89752921100192e-05
56095,1.1254536477334605,6.376938206056752,8.509879139247911e-07,81.33683232002726,6.946806576802429e-05
27762,-1.8133134823052843,3.072415338970406,8.539714153721588e-07,80.89029032190955,6.946806576802429e-05
72462,1.4727321337640003,5.0018555293407,8.573415185948167e-07,81.22612413947694,6.946806576802429e-05
328162,1.7345425684279479,3.781701202905028,8.576050216460515e-07,81.22246954280494,6.946806576802429e-05
68147,1.374029397092758,4.3587103356761,8.642371768118924e-07,81.10657059593208,6.946806576802429e-05
17762,-1.1441794517080084,4.051874023255101,8.659332419830921e-07,81.4710274429105,6.946806576802429e-05
105522,1.3993244471068322,5.80399589707447,8.989006909927655e-07,80.52006467915837,7.174861879014984e-05
15357,-1.2017985691775468,6.325049448148858,9.059359550271702e-07,80.40438074014394,7.194679313190652e-05
238330,0.8864883294009954,7.231005773761066,9.139776857116352e-07,80.27342610975259,7.222251672493342e-05
620695,1.7562814130381323,5.90828861318033,9.22863597473875e-07,80.13089353688738,7.256187211182647e-05
231440,1.5433514998951763,4.231697560212051,9.319062351079311e-07,79.98856481711391,7.29009786571248e-05
16598,-1.9116857052430654,6.3889165034581055,9.391135021897199e-07,79.87263835649546,7.29009786571248e-05
269261,1.0543943212811848,6.664989844448794,9.410149105323627e-07,79.84281071576923,7.29009786571248e-05
226922,-1.3113532838598774,4.797342871068899,9.535518202532782e-07,71.3211499447085,7.351186813308687e-05
16852,-1.6045023672479968,7.187714594485482,9.699853469293157e-07,79.4000097147329,7.441576904306264e-05
13447,2.0276819247934994,5.0299935776387565,9.86791658938709e-07,79.16715046928117,7.533939796071187e-05
50908,1.560084629829751,5.236448658147006,9.970972181866268e-07,79.00133934601443,7.576021363568005e-05
208628,2.3613621737834722,3.8379283197027654,1.0089577854947099e-06,78.82645570266203,7.613612032272013e-05
20444,-1.0479040421135082,4.218673513502701,1.011679655009569e-06,78.93811800681438,7.613612032272013e-05
