"","(Intercept)","CellTypeluminal","Statuspregnant","Statuslactate","CellTypeluminal:Statuspregnant","CellTypeluminal:Statuslactate"
"170829",-12.3886777373724,0.00752853829654221,-0.408745466710712,-0.00688072742079271,-0.0179826789241275,-0.0411822546777785
"75712",-13.0047787016824,-0.249116703393574,0.488714976179605,0.642222784309675,-2.00380003847184,-2.50656019540268
"14859",-15.6983787723634,0.325145855988698,-0.0684988830535129,0.6795417278535,2.69310913214474,1.90181651210065
"226922",-10.7674490186488,-0.111699901394163,0.528982276945325,1.43787384697208,-5.7746077550139,-6.22226609990194
"70155",-9.65073308934594,-0.124943625620359,-1.18986892657137,-1.26259935620675,2.87119478618234,2.6014382256885
"280645",-13.0240180149429,-0.102305755351258,0.416110553492304,0.230121114894027,0.180812446791338,0.243868771205801
"98366",-10.6470260728616,-0.0620338534972369,0.311430286286686,0.365999461409451,-0.136589199335122,0.0523340126766918
"68002",-12.2779651711019,-0.0962685006978248,-0.0302824072835026,0.0367709300437191,0.153208966187735,0.633724528228653
"68187",-10.5688632958576,0.0135832599501189,-0.107273805444626,0.431553249687644,0.028337158672068,-0.473031523695361
"12839",-10.465106856496,0.0941542175944612,0.802961770838083,-1.20061693716942,0.84827821494445,3.74322704781768
"68421",-10.0235304393044,0.0201327867995929,0.171643363714137,0.43361121322082,0.0788805259638767,-0.511148635306995
"665903",-11.8062048204536,-0.102972981357002,-0.205600422931612,-0.410224412236039,0.368881579282355,0.285450430504154
"213109",-9.27015081138763,0.00758190292700434,-0.283468649952345,0.0643901461899343,0.149483067558469,-0.522165465987856
"19243",-9.36786440734422,-0.105413236468209,-0.155515269170481,-0.19141131401604,-0.147984132619433,-0.26472747510766
"19076",-10.9837476672511,-0.0737388459141997,-0.353002216900956,-0.749885617229541,0.247354375118752,0.612557630474875
"19335",-11.6647424123637,0.0607914878687836,0.105916733777665,0.609906765796563,-1.52269283342236,-1.60026454363499
"213539",-10.4196308383447,-0.229354371691111,0.99666465427433,0.563569238583311,-0.740416149236568,-0.880685555254443
"98403",-10.9207983583408,0.0507119491582291,0.227536103482581,0.073528843591566,-0.457110159552959,-0.577426935188923
"433287",-11.8229271694524,0.00572909394078636,-0.0854439803660494,-0.296574689158749,-0.0527937627064272,0.104830661178596
"13518",-7.09701672425567,-0.230629404638012,0.0591598524146244,1.01614105887247,-1.11909687948609,-1.90809902576432
"69668",-11.6793168571743,0.0864101628801777,-0.15404067409766,-0.694038327470638,0.149602993061039,0.789741559890064
"27993",-10.4005578336144,-0.0535405399958986,-0.351083188822807,-0.684517520791559,0.684727406329216,0.851011686888498
"52318",-11.3947639821633,-0.0427381429068525,-0.476709344255573,-0.936545647974905,0.162335503128382,0.402330301567181
"19253",-10.7844776371709,0.127340056992704,-2.26264322364151,-3.44109014832663,3.21344854623241,4.69549742037606
"226970",-12.0982007460983,-0.270939472311436,0.377141061928667,0.168727442899614,-1.12785006322205,-2.23407394704863
"214469",-8.6100021533684,0.0150572352022706,0.278037418426203,0.205968191727424,-0.319802752094162,-0.540267751570806
"226971",-10.2443699290179,-0.0868493882626886,-0.877487406801981,-0.990452357624727,0.20652355370615,0.470103787083613
"50785",-8.89532793526852,0.00867118252248567,0.0508790496993541,-0.412939946561895,0.478965643307829,0.557579216836858
"320011",-9.27341801281231,0.0267325491597941,-0.105399278500483,-0.0344204591025807,0.394479890935601,0.761439037466554
"214854",-11.9039434701855,-0.325593080653949,-1.34011469321119,-1.44744552047618,-1.41588001447483,-0.0353423502043668
"214855",-7.98922761211445,0.172424559826907,-0.219739082759841,0.366486461867741,-1.55425174985393,-1.4968356797593
"226976",-9.38705971121583,-0.0385865285979712,-0.018467989073903,0.0296353433614733,0.0301622722875727,-0.261851797912019
"214895",-10.9297577953251,0.0857895478509842,-0.529257191636507,-0.40376698962999,0.293661117204037,0.833124602492479
"94220",-10.1779880866852,0.0510086861064956,-0.147056752122383,-0.27225922665351,-0.977669997374868,-0.278332038167886
"94218",-11.1494283314867,0.0118765116098203,-1.12804549805159,-0.834239877328882,1.01857421776693,1.39168238797673
"78321",-12.3147407780912,0.23246893803204,-0.149161938075837,0.149211421509564,-0.0463335388190949,0.28698745792193
"109346",-12.3276567473973,-3.51697467024792e-05,0.0739197413423867,0.09023796492645,-0.0575061494707718,0.551349183285087
"20353",-8.43938261243486,0.0338590334601587,-0.141628584996255,-0.649454380868713,-0.643088709705882,-0.550170889168649
"381337",-14.1019280615968,0.279900477134479,-0.146888421886883,-0.0584470951442846,1.28003499715656,-1.38841945381813
"12859",-10.5420659497557,-0.0426173245214176,0.147351867668396,-0.212695759438498,0.259900054071098,0.815494681006284
"226977",-9.39382327735453,0.0176301671394281,0.176360589414113,0.251897904596314,-0.0870215278690267,-0.0929671906239165
"22637",-14.787516017039,-1.42584409854954,0.178253914426811,-0.981630280728549,-2.99896288269071,0.243828066099343
"56030",-9.38164956834057,0.0385359675018027,0.206308684374804,0.397689428188841,-0.198537087005075,-0.58876880521009
"269180",-10.9943730876787,0.104198980657202,0.299364169269053,0.826521763334503,-0.483939703850966,-1.46343764361911
"76178",-10.102667221266,0.0242993826062214,-0.243373493739059,-0.13998517046635,0.926531106666717,0.867364113882246
"67387",-10.8360012022783,0.0383258152232546,-0.128738191120071,-0.0316704756913246,0.343991459291912,0.323169411269213
"269181",-9.92859036457811,-0.039836295361118,-0.501304112808514,-0.273066478884589,0.970693865690878,0.81161347889525
"77633",-12.1924258450772,-0.246505038755803,0.0455233984325396,-0.308374767186107,0.345140038011397,0.972093693407409
"72097",-11.0666385797767,0.114867090480113,-2.33312166410156,-3.19452040268887,3.19334308945071,4.13604793882479
"211484",-13.3902229324843,-0.0616787450785825,-0.081448492136845,0.223352121230496,0.346298522599927,-0.296390562598198
"623661",-13.5080223608219,-0.138339031402511,-0.123400255124952,0.264449544671718,1.04757070771352,0.0385393097424735
"69028",-11.9543763915029,-0.145312680227565,0.269342392087621,0.6660301222093,-0.456696893817712,-0.207710432980322
"107734",-10.9389753672701,0.0254704839427991,0.125129200510608,0.0685118488580176,-0.135133760833487,-0.132152287275327
"98258",-10.2338938656947,0.108107393423179,-0.1448353478697,-0.0126858678684201,0.571951531449121,-0.212172026455528
"226982",-8.7807569123071,-0.0200598325887391,0.131182589603874,-0.109069275561835,0.471068078359988,0.352794365689723
"56210",-10.8460451013675,-0.0879563937867563,0.233991721677109,-0.0404720276562767,0.178008668678682,0.448471831946669
"16764",-11.9791564230632,0.0194791029797745,0.625746149022525,0.503488405383779,-6.02361894170553,-7.57788016915273
"98388",-14.7081626846354,0.595618291004545,1.29260672675452,1.57874557276407,-1.11070911313863,-3.78874515088699
"68833",-10.157991681202,0.0940468941058175,0.581226187642025,0.816389594126644,-0.878443518897999,-1.53465055901547
"18143",-12.5087853859404,0.426681937814729,-1.46301248508362,-1.90407729455849,2.33237971046607,3.6381269878619
"114641",-9.46693658164305,-0.063513923730202,-0.164790734630392,-0.597426599177949,0.276635549288835,0.245467375683502
"54610",-10.5655595670723,0.167870020313833,-0.873986898033094,-0.753384081933453,2.1414176497543,3.13036671753676
"52846",-10.6365998127478,0.0431680051800019,-0.0864420413972322,-0.184115911417363,-0.298979947709162,-0.519665061242153
"100217461",-14.4992109458059,-0.185901272059295,0.0513011629374649,-1.12175688723486,-0.422934348761068,-3.22719997875239
"67702",-9.31663925612118,-0.0861739962017474,-0.229661670209339,-0.934011143463191,0.567396081172308,1.51835488259079
"263764",-15.0072325925047,0.44027129807804,0.926267951380215,-2.37911667970037,-1.60385693599943,-2.08799110972536
"26921",-8.58264479259513,-0.0148195133851736,0.225621412272734,0.383397618771957,-0.047131257998478,-1.3163261590535
"16178",-14.9545213279881,-0.132350544180019,2.10476434714215,2.64706750510809,-4.37544258774048,-2.23317105635727
"16177",-10.8087346186832,-0.0796242027510452,-0.283030002842368,-0.536054112674234,-0.598084435395272,-0.212517863425631
"107527",-12.1075506253245,-0.416305706807627,-0.780576861923661,-1.22759946881846,0.446576975491416,2.45128605524897
"17082",-14.4923503634913,-0.656419938159221,1.48603975297928,-0.453999036428892,-1.68976501901442,-0.33651299673344
"16182",-11.2950919574449,-0.15739633502783,-2.24105644006945,-4.081935557429,3.15709085542742,5.43600271344528
"16174",-14.4806951717695,0.638413459998111,-1.17108417457712,-1.67595055102962,1.95790824538319,3.89776741914715
"110895",-14.8591090191779,-0.440000350332573,0.550379448187693,1.06969504083922,4.19258510859288,5.95545789013681
"226999",-14.0290733348216,0.351328921917736,-1.31037540446528,-1.06716990430595,2.30080790157275,4.38681689059294
"211798",-13.1479919745813,-0.325390395715381,-1.07219464809875,-1.49365723789906,1.96929271832056,2.94581869046085
"381339",-15.5760703943395,-0.842706664278275,1.76171972620562,1.98812698647971,-1.46374137797281,-1.01645329330993
"69527",-10.8794126229962,0.0611719631010779,-0.0999918169705065,-0.207438925281211,-0.0233140186656566,-0.280328443853934
"73122",-10.7176783162937,0.0588947986263051,-0.0788475213701361,0.293078510291204,0.434249004708375,0.232047388648398
"98404",-11.4846210099745,0.117453594351051,0.311630443877728,0.780307153954732,-0.537612553959827,-0.796654155111
"14200",-10.5450852316871,-0.105981191733113,0.953382684278276,0.70281703708976,-1.91758640325227,-3.57732706816232
"666642",-10.2607595203817,-0.105889731423442,-0.153585126703964,-0.522804229888035,0.371871066951714,0.385687267084485
"17974",-9.2801439414919,0.0398965707390246,-0.179944837013732,-0.155128016430075,-1.0376880950389,-1.11369249950716
"100861934",-16.1446347536356,0.847303714733636,0.385883788044696,-0.0120109691635086,0.793278160211283,-0.354199164907417
"78896",-9.44184125591774,-0.280087251426579,1.64743688421719,-0.296931147212431,-5.93924045063175,-6.30408108760476
"67883",-11.4304505233517,-0.215032296981402,-1.00557686991837,-1.21883797168043,0.632091099828006,1.68285489125245
"100503192",-10.6914699502747,-0.0732435052111917,-0.121221450379808,-0.175816817250251,0.58841541987606,0.692518453507564
"22019",-9.19882179111575,-0.124538869980045,0.147671976271949,-0.239856773960511,0.324925696695484,0.421089214338485
"75623",-10.8694850961306,-0.0172340228945149,-0.180288973394946,-0.517042637681794,0.121134428565652,1.08841251050806
"72050",-10.3590740632783,0.0208181646187704,0.418292905504417,0.198280772873959,-1.18190704316345,-0.974979033356029
"246229",-12.0422374793548,0.0976494468624267,-0.226320123177114,0.173441377828116,0.236116174144295,-0.141579830156184
"22592",-10.9631364267408,0.0273028082821085,0.269507221415545,0.570105085739959,-0.544172526294641,-0.910407103798013
"70676",-10.8669765142845,-0.247986015440365,0.538163639555219,0.740354145617435,-0.709161716106349,0.328750013664834
"12825",-10.0590149359318,-0.154307602307799,1.08577775569035,0.698823534338015,-1.38484923890473,-0.284514569711295
"12832",-9.2576457904476,0.00148519126036462,-0.206161270039262,0.837635145581235,-3.25097439775085,-3.99211767080962
"73674",-10.2820591730057,-0.070807400682094,-0.0811344926439883,-0.498832696120163,-0.204242882988892,0.0771799909365036
"433297",-8.97514600588017,-0.00526811111905445,1.13551751352444,1.23594327842566,-1.75217708336052,-2.1705851399915
"53945",-12.2403878192186,-0.214768426900378,-1.90055907285246,-1.32880281791913,1.48841277796953,2.20919137739302
"227058",-12.5728994555778,-0.476659480425974,0.186845378644378,0.975595872618998,-3.05171339864248,-2.60042194132905
"227059",-9.90076462002592,-0.164177466000789,0.429318575587654,0.528278582357284,-1.29091480301782,-0.753091483356631
"56363",-14.0975011703235,0.101689548973789,-0.377075890939205,-0.357203224731151,-2.98919401127444,-2.5985631439619
"20324",-9.1996137827526,-0.156144953301256,0.0319782903782677,0.801408560841724,-1.8046674707404,-3.60885675193447
"109019",-9.1814982705986,0.161927266077049,-0.170207248509087,0.572155916804139,0.089820551009895,-0.684374015212803
"100045066",-16.3507052329868,0.308091663359573,0.0456217873379998,1.07769492648661,2.10773347701946,1.89058720101561
"17912",-9.63442442753846,-0.130685155023334,0.118806066692031,0.217815552703238,-0.858941045088754,-1.75612159842681
"20849",-14.2888569371152,-0.188792973659258,0.442670003278362,0.563864342171989,-3.32710161606724,-1.74939177495368
"20846",-10.5249911287658,-0.108495893186159,0.34462055841159,0.361615955126705,0.154708063183985,0.506911927694524
"14660",-8.19772217194507,0.00205224329728004,0.267716423633247,0.145243695232725,-1.37596968755896,-1.7933682054741
"17936",-9.25955171926015,0.0711002908653935,0.0586715454744837,0.28531147131385,0.445761125040581,-0.403130295691263
"227094",-12.2594211039461,0.0492204469637532,-0.41632785614177,-0.0752186577352525,-0.804620435839491,-1.15707829964694
"98682",-9.6726045908774,0.00661624842287623,-0.628611037529364,0.108693182748331,1.58286889807964,0.750062315944106
"16329",-11.5760895027119,0.00336610575985752,-0.0791199791630657,0.270488035274647,0.0436295482924933,-0.518079766621035
"227095",-11.2101827777403,-0.103671865393283,0.463636086459703,0.595409044767514,0.173404901497909,0.449841073769822
"67080",-12.9429474987215,-0.89939059325734,1.71362724022963,1.68236513023267,-3.01781139215521,0.0399013703943361
"227099",-12.2060768956026,-0.171383399991724,-0.459082578753062,-0.502290743846107,-0.153986704702987,0.515297003597425
"227102",-11.6073158261443,-0.0850622595491721,-1.48853646565464,-1.05685457002234,1.82140249734124,1.82648005541471
"72085",-12.3067657952443,-0.144331681244797,0.183653124761626,0.472814281914342,-0.23278350813656,-0.301013157713701
"70396",-11.1404426493021,-0.00270618162093506,-0.735218883963858,-0.863703750830753,1.63021700196835,1.70667324155166
"627872",-13.9593208612265,-0.323307135873925,-0.0882731821989164,0.935833721053513,-2.39841401819038,-5.68727480780551
"98267",-10.8539878633987,0.0901859701900491,0.708478505217212,0.14451613608818,-1.27157533817109,0.0960319566214665
"329152",-13.2288659876264,-0.0158604242974079,1.33625344291491,1.81640696707115,-3.43745257237193,-1.15431526131105
"98488",-11.6654789145431,0.0921068616500307,-0.149728327124388,0.320517258355634,-0.236291454002297,-0.189327818362264
"241062",-11.5040572902244,-0.0752594939318119,-0.0771804442164719,0.0351134702954958,-0.697503082720933,-0.555848005302211
"329154",-10.3881394312473,-0.137696054043879,-0.419561809167941,-0.107175131746883,-2.26415245728217,-3.0132768446336
"81898",-7.41813204971774,-0.0133522202079757,-0.0200580727250399,-0.219903783146851,0.00943625870903642,0.0130210038827991
"67876",-8.53987232837463,-0.0485331467251182,-0.0177722110249441,-0.174729619135359,0.0958039919384515,-0.0419755916019486
"15510",-8.4705368289122,-0.0760473181674932,-0.229224109022239,-0.884875099272431,0.320343848840052,1.05169214811102
"15528",-10.1228783164968,-0.00714239679493467,-0.206333519550778,-0.886818408391413,0.221132271174362,0.754874913278902
"19070",-10.0175106966711,0.0201930885735209,0.0435512410242165,0.273922411091794,-0.191836937112223,-0.508467911111472
"74013",-11.3042232577559,-0.281654806767833,-1.19624308896813,-0.692711427407303,-1.20086701240826,0.560884625577152
"212679",-11.6082612557134,0.00720887038293405,0.0927493447351573,-0.528332294144214,-0.0102457135085423,0.746117366544878
"227120",-10.7655021345186,-0.660817489060195,0.653746708944723,0.73027325221094,-0.902255460514796,1.05898205753269
"626009",-12.2905907498736,0.21732307924913,0.0878313677528837,-0.173622488854379,-0.647872725442372,-0.0739821575419306
"212712",-14.1886364031078,-0.0462138856817802,-0.774762106007627,-0.990021337331164,0.706152099171224,1.365288411511
"73467",-13.2529695694049,0.233130550329111,0.595470346049561,0.41706507806982,-0.312556629889079,0.417026392570083
"68736",-11.830574800969,-0.0674749295773882,0.114301628282131,0.196160639328719,-0.560780621222381,-0.663361080269492
"68115",-11.182629724234,-0.0940484218598314,-0.246263487982192,-0.588396790113313,0.57913341595952,0.658754488845855
"67198",-10.6029269711073,0.0616978170889269,0.510450817422248,1.0752307246906,-3.39019786443307,-4.24668305159928
"51960",-12.0344694152007,-0.00942612592442238,0.17403946186446,0.380460621723063,-0.790521504652055,-1.2461140022936
"68549",-12.569565556395,0.0183557474652751,-0.235472286875195,-1.41586399200535,-0.116429330813752,2.1821196864235
"11761",-10.9863145613539,-0.29964967384719,-0.179769443631786,-0.188754379087184,-2.38496596367855,-1.94257660598229
"71724",-15.8260251022363,1.08708106343861,0.0632069866945884,0.0559160425339602,1.22124017824719,3.16328354721019
"71872",-16.9823192367926,1.43077709095166,1.06132629648025,0.186133104639033,0.574425595771597,-0.57425293288845
"213043",-15.7021999949188,0.823982625148847,-0.0687295663299299,-3.33186908893357,0.967382026651151,3.9680348273716
"66882",-8.23393276411115,-0.0532993968490718,-0.0230135161502485,-0.321636434301247,-0.0066830426279747,-0.154265386285802
"12747",-8.3597773533157,0.0655042854932546,-0.414434918273454,0.106348290683414,-0.226010009963948,-0.524740665847336
"70225",-11.7383871981663,0.137655061432497,0.104504342750563,0.235578790185839,0.00903071635637076,-0.514262348223449
"65102",-11.5455831674932,-0.0468469344221454,-0.520361620045902,-0.347298102965288,0.689063760476209,0.514957844966549
"18393",-10.8200385829756,0.065821994955023,-0.317724854125292,-0.150155373196775,0.19390891899646,0.272266027201182
"213056",-11.611054790074,0.0670195517901693,-0.307117376089307,-0.0835137428090622,0.784874912430707,0.997172469201121
"66495",-10.733813062665,-0.080125949806348,0.143589272383634,-0.0311922009784009,0.152473817149218,0.636135317784648
"100504501",-13.1941230093677,-0.112265525702519,0.231964439305457,0.247679294540781,-0.0057256717390608,0.119729714007784
"12633",-9.77954246998276,-0.0805970236918565,0.550635185701536,0.638144459024659,-0.238839675993487,-0.798811854171687
"12370",-10.6419927757548,-0.0485510456765983,-0.633824700477872,-0.637025535252961,0.695197772297309,0.87292099864527
"70827",-9.21264095548621,0.0269278526880967,0.303936828157541,0.327249167348793,-0.293528741581516,-0.692166857777288
"227154",-12.4829188868875,0.0300030689004274,0.230015603608431,0.846214965376685,0.432525893997241,-0.0439568562797774
"381259",-11.3164184841193,0.0437944201603102,0.192626835718055,0.080818904770279,-1.32552256146696,-1.88264297453304
"227157",-14.6074578488641,-0.47778058928855,0.241600438825182,0.235861535986332,-0.0619215517461029,-2.10220108787641
"74018",-10.17409694177,-0.104699556800698,0.484528829508699,0.477917215948215,-0.732582315076305,-0.602565874334811
"271697",-14.4165879059891,-0.447659509118065,1.79814853446489,1.29307048667144,-3.32219925699219,-5.46289215541674
"14369",-9.05866737446283,0.442218131140038,1.00890780170574,0.892056470675092,-3.50780052287684,-3.94320561262809
"381260",-15.0848276165417,0.385669273449233,-0.559159988504806,0.139952467882797,1.14014924095135,-1.10469904034597
"22218",-9.60687879369509,-0.0243738294428386,-0.0812409589165846,-0.10262419151069,0.349479353529052,0.200471755185479
"55989",-7.75010778850884,-0.185983414839172,0.418869685177706,0.132354450441554,-1.17759706113513,-0.700117882519713
"12168",-9.94320815397472,-0.178245071562415,0.445317370282051,0.0736090597730676,-1.11326340531951,-1.06039273359902
"100504533",-12.6392033482197,-0.0162463721303059,0.521049227481328,0.389752675241336,-1.14108193935264,-1.44662737641134
"72750",-10.0084937975034,0.0428549722439655,0.243090423613976,-0.208970885164849,-0.301309207163117,0.0253660965739879
"70375",-14.3246335816376,0.241563218015635,0.100373700737538,0.197000612237384,-3.3793848606789,-0.549188317708721
"57750",-11.5459906497311,-0.0269136865767639,-0.0118213407236318,-0.607591090464137,0.11677083372069,0.476128865380055
"241066",-12.7551613407263,-0.249918067375431,0.0954410437870514,0.525999421746198,-0.373104787949893,-0.222677166659011
"100504573",-10.2245899962648,-0.0840248883115411,-0.268561588685612,-0.610192343178285,0.357613789757416,0.39314381339142
"269198",-10.2490684805067,-0.0932826608656256,0.2369865329192,0.731046271804628,-0.673834146244143,-1.065803973274
"77951",-11.1672789433822,-0.0424147515073567,-0.425919529300243,-0.183821985787139,0.66028295181794,0.81656089839332
"329165",-10.6044144714716,0.085705427123143,0.444347355935786,0.477282978959403,-1.51475610218362,-2.57557650124883
"77300",-10.0734885418603,0.000130043857259565,0.246394918842684,0.123588509522861,-0.104336123337239,0.190267984583146
"100043027",-11.2164691090945,-0.0141284405490705,-0.0217119863984241,-0.326110949794177,0.769834963150574,1.80879443870645
"100042533",-15.2202565177513,0.484050464799045,-0.0253545964549069,0.722468044459511,0.420180372348106,-0.494986963663774
"72823",-11.0235816849984,-0.104298528810894,-0.212404263876911,-0.614923718253978,0.834310984710363,-0.252565323870908
"18187",-10.5762919391627,-0.281775744901807,0.724276300520739,0.235568756485145,-0.912539831377618,-1.99417635517092
"227195",-9.61972753281911,0.0155431872128542,0.0852724705730701,-0.00449061185213218,-0.163605659650861,-0.442656383592228
"100380944",-13.4245653492091,-0.279284380246468,-0.136373538900992,-0.0951144895904204,-0.363433036200373,-0.710555279670707
"100504668",-14.5763416189504,-0.200623009272581,-0.276857954891247,0.0779557980461814,-0.0896169905036253,-0.418253008526811
"227197",-9.94351077042667,0.0234111604582878,0.305313529827622,0.17665796723265,-0.104501017012838,0.694658656221881
"55949",-7.38288530923047,-0.0753728293796705,-0.488589317362067,-1.02624557162181,0.933066118736891,0.812922659320968
"100217464",-13.5444050805957,0.13379855319385,0.433825367721926,-0.137798050515835,-1.05972439401778,-0.584458600028958
"241070",-15.0161932551293,0.447355005096689,-0.407344663119133,-0.929124000970145,-4.05788617070067,-1.45320007921496
"73884",-11.6603042236444,-0.340813690187831,-0.826844692095126,-1.84152937755859,-1.39980977104535,-1.8205300521654
"23792",-14.4889229879519,-0.11612483801472,0.0827854928541321,-0.0569892278271205,-2.83528777965399,-2.28912527642399
"75619",-10.991390152397,0.0835962422831429,-0.387799500811191,-0.276143546528319,0.439637897322472,0.481323750490073
"93691",-11.2076429975991,-0.0540675781347861,0.164846042584898,0.453353523094336,0.149314950703015,-1.33367946827363
"12912",-10.2367982193172,-0.0215293367333125,-0.195196349682464,0.0530650565282755,0.16467834231489,-0.335230306427427
