"","logFC.CellTypeluminal.Statuspregnant","logFC.CellTypeluminal.Statuslactate","logCPM","F","PValue","FDR"
"64436",-1.61169112818902,-2.77405195018107,4.4144873599493,71.6821906605332,7.77689462892253e-06,0.00135983958509436
"26357",3.40633890596882,5.52318497055664,7.28670326957996,71.4196996652228,7.87613990893033e-06,0.00135983958509436
"17112",-1.41382525085046,-4.74063660628428,8.90512375626649,71.0226774496591,8.04370951511129e-06,0.00135983958509436
"21923",3.68136848232225,3.35067638065638,6.81954364066098,70.5848384086055,8.23499781380445e-06,0.00135983958509436
"80281",0.690482984968505,-2.72918541809529,6.37531253705704,70.5786178856143,8.23776792597243e-06,0.00135983958509436
"105722",-1.82201241341912,-2.9328802953811,7.45713140753843,70.5204204885311,8.26288957944768e-06,0.00135983958509436
"75985",1.57615275059526,2.80640856589514,4.33802210468166,70.2082398760027,8.40690299531243e-06,0.00135983958509436
"406223",-10.4264988049418,-8.26032727393179,2.02548569908108,64.8017214284808,8.4181197363445e-06,0.00135983958509436
"232016",-2.59401896659707,-5.58441175284754,6.38992640921192,70.2135266048766,8.43008910618956e-06,0.00135983958509436
"218215",2.71635506061338,2.81168466412076,5.68453214401189,70.0831968697569,8.46043472639266e-06,0.00135983958509436
"226245",-3.52610706537921,-5.83472759137935,5.46417387939126,70.456109103821,8.47422591071196e-06,0.00135983958509436
"69638",-6.95942194688513,-7.15439135698456,3.55023812320495,61.151298220597,8.51549618068983e-06,0.00135983958509436
"13032",0.315204733189803,3.82529232080624,5.9639887178402,69.518382697831,8.72299820165094e-06,0.00136888306776031
"15366",0.36249576056235,4.84529792210526,3.47342916827871,69.4334962189916,8.81405882869884e-06,0.00136888306776031
"74841",1.83212395320775,3.31990888132247,7.69926456638531,69.2960198087783,8.82929150099017e-06,0.00136888306776031
"80883",-3.6073492460192,-6.945730535675,4.53529808107326,65.4783294934626,9.17706491439284e-06,0.00139796911300619
"13835",-1.47744344161395,-2.35414944954025,5.56516305921128,68.5504547315525,9.19877756285543e-06,0.00139796911300619
"19224",1.55468623564661,5.85551619910138,5.23053747169251,68.3934624984452,9.28528517017721e-06,0.00139796911300619
"56175",-1.80464003381499,-5.13952327116911,3.43495441557202,68.2360104114013,9.36706713580451e-06,0.00139796911300619
"17155",-3.44745496384592,-3.33062145141762,7.1210430309656,67.4107296096404,9.80123435446306e-06,0.00142564342536193
"57752",1.06527958211521,-1.25506499341362,6.13860109595049,67.2769742124967,9.87367053159761e-06,0.00142564342536193
"14319",2.77155848643215,2.65074576668773,10.8825382813257,67.0988401314656,9.97300493417193e-06,0.00142564342536193
"57776",2.35277380134698,5.31071434266139,2.41944828237506,66.2627000291496,9.99250772559235e-06,0.00142564342536193
"242481",-3.0269968300005,-6.28198024649298,3.76932552223366,62.5232754261531,9.99887680133606e-06,0.00142564342536193
"74315",1.04415691221448,2.76725762456523,6.88311967417481,66.6757772892526,1.02141032581886e-05,0.00144344261000012
"67398",1.25107337669077,2.30943691430531,7.29774618057182,66.4864778296678,1.03243209561794e-05,0.00144622001183534
"52710",3.13448916966412,4.25963754268267,5.3191002954284,66.2667441901321,1.04583090455186e-05,0.00145224988824249
"74127",2.2975428819436,-2.15338751175668,4.27044193286635,66.1427367100045,1.05806924796208e-05,0.00145466406440177
"64138",0.110341142213966,1.80716382162513,6.81986815841004,65.9286926728889,1.06578806146288e-05,0.00145466406440177
"11416",-0.0981084865816012,2.0333970668849,4.7167985188748,65.3672820012064,1.10096838492795e-05,0.00147797374261469
"14544",3.21869040754331,4.70717396637037,4.85944428066145,65.287650870671,1.10673318346942e-05,0.00147797374261469
"56738",2.7195815796538,4.16312439248162,6.32446410527086,65.2153117661959,1.11063215676475e-05,0.00147797374261469
"67711",0.939338114772062,2.979413561434,5.43319106620185,64.968040321413,1.12647128515247e-05,0.00148016747986734
"66427",0.9432302569233,2.35181712552848,7.10394175745904,64.901466062237,1.13081866456143e-05,0.00148016747986734
"60525",1.30303640267954,3.19614797912403,5.14682335251339,64.3344929263528,1.16923250664945e-05,0.00151800600802317
"209588",3.11012576826378,6.60339138999358,5.67248359826056,63.3271088657926,1.24205478980274e-05,0.00159954620470644
"228413",0.867879280550933,3.4515632326448,4.46551533126897,62.7355025929387,1.28851397014429e-05,0.0016445564373875
"67963",2.26312014229459,2.83427874386268,7.27338269378329,62.5732079367011,1.29760229889677e-05,0.0016445564373875
"224090",3.23513920845016,3.69151751547752,4.00575158265554,62.2473838039799,1.32508311052206e-05,0.00165326339853754
"55951",1.38895011766306,2.86077811556726,5.9152417320535,62.0821199775616,1.3366433783908e-05,0.00165326339853754
"76267",1.96464397317956,3.49939724157238,9.34533786286137,62.0229609189182,1.34142690609772e-05,0.00165326339853754
"56332",-1.07002762576873,-3.73416967326943,6.33273449495235,61.860790879736,1.35491911797607e-05,0.00165326339853754
"67180",0.931241126340901,1.82894142681031,5.5645266221526,61.6492348081653,1.3722606719898e-05,0.00165326339853754
"50918",-2.32927191637588,-4.68040860044229,7.04347290130023,61.6046466116593,1.37608847661329e-05,0.00165326339853754
"67647",-1.66966198748392,-3.69606370939095,7.10302233290422,61.5945146467164,1.37694302714943e-05,0.00165326339853754
"18569",2.23831855420773,3.00533805247238,7.11855430537432,61.3138269079022,1.40067662418122e-05,0.00166920932922014
"74147",3.55548522909799,4.09226370163839,4.95175330060344,61.0195652893154,1.42695211156347e-05,0.00168792579774497
"18453",0.976543828032253,2.36368948568367,9.0068863516057,60.8051717802972,1.44519361841968e-05,0.00169693359503999
"100041649",1.41303011962025,2.87362945842715,5.21521380905245,59.9792248585129,1.52167039123799e-05,0.00175620599073352
"229731",-0.83943769615163,-4.01088254984546,4.53973346883741,59.609218530052,1.56157794300452e-05,0.00175620599073352
"30935",-1.13693925632449,2.37763016703738,5.15973045134401,59.5384005222292,1.56413923901933e-05,0.00175620599073352
"226442",-1.75313773927062,-2.91547448652873,5.99295146009334,59.4820159293527,1.56969460178077e-05,0.00175620599073352
"20807",-1.16332473040132,-2.46885774509497,7.51376530139007,59.4180826334381,1.57591759984388e-05,0.00175620599073352
"27999",2.39464523979306,2.05380747797927,7.0347805190743,59.3559578162871,1.58211207135373e-05,0.00175620599073352
"14977",1.29308809218817,2.20327761359282,7.34914937128285,59.3005086909138,1.58766384426256e-05,0.00175620599073352
"80904",-1.47957017442832,-2.67278227078886,6.89625677254357,59.2910315900169,1.58862327468657e-05,0.00175620599073352
"17345",0.62684400016698,4.14314641711615,6.59625377258048,59.199903617268,1.59781256069642e-05,0.00175620599073352
"233489",-1.86960859298878,-2.92484732679578,6.81891833411613,59.1236303899354,1.60564891131e-05,0.00175620599073352
"16551",0.463376383921131,3.99097843260752,3.74211744369584,58.9179279089944,1.63102593002916e-05,0.00177182673990719
"66286",2.0652906570757,3.88596882137556,5.97663160125908,58.5532283795194,1.66506633838998e-05,0.00179658407822632
"17470",-3.46127546458629,-1.77757845236831,5.99172358786206,58.2096151422782,1.70229573612311e-05,0.0018041328373774
"77963",2.42135357566384,4.47360489337507,5.79060314460906,58.0953440142687,1.71495611951834e-05,0.0018041328373774
"14283",-0.511861228386499,-3.40389787002724,5.50207835939168,58.0982981327494,1.71566534261683e-05,0.0018041328373774
"22169",1.88707952294177,4.67958863714981,4.08871049620194,58.1383411880531,1.7172533739205e-05,0.0018041328373774
"66357",0.944678186675197,2.26207174804332,5.46324648094149,57.7039051967205,1.75859052176044e-05,0.00180758845372492
"94353",-2.10759980535631,-2.3615345866633,4.51773140640745,57.6396330395676,1.76717985388363e-05,0.00180758845372492
"71876",1.29904903557173,4.82134757876304,1.86480460168721,58.1620227917118,1.7749599383209e-05,0.00180758845372492
"110829",-0.883931940727749,-1.79477190389865,6.57341836987784,57.4866841503107,1.78357607669126e-05,0.00180758845372492
"68525",-3.08402989444432,-4.74765553887553,4.75005424633856,57.5985995835286,1.78560175686769e-05,0.00180758845372492
"56460",-0.623765172896456,-2.94431848290243,7.38492453060663,57.415747111081,1.79183507392482e-05,0.00180758845372492
"14009",-6.06846578609462,-7.34335126973192,2.66648711225239,39.7671248198462,1.80032093986332e-05,0.00180758845372492
"218335",0.574094453999104,1.91002985323267,6.95136949532088,57.0829056007766,1.83122866979499e-05,0.00180758845372492
"216705",1.27026784564419,2.48969469964201,7.81326998721656,57.0143779380504,1.83947297214959e-05,0.00180758845372492
"71406",-5.48438714203899,-5.25518354700867,2.25658535075998,56.1769214226315,1.84857471383927e-05,0.00180758845372492
"107242",0.0564865941216007,-2.21065281142981,4.78454102326595,56.9209384445104,1.85192049721318e-05,0.00180758845372492
"14538",-1.86729690931947,-3.29681234734634,7.12274619933034,56.8761060355977,1.85637489142017e-05,0.00180758845372492
"68801",0.429759485439406,2.86293450172658,7.21849073409237,56.4727297474932,1.90630761438953e-05,0.00184495916934463
"208628",0.324098876379678,4.18547440283817,3.87143667164151,56.1282841314189,1.9550803661818e-05,0.00187850765240402
"619973",1.76932559603439,2.87249309939411,3.75024630108692,56.0405699108135,1.96449857819195e-05,0.00187850765240402
"16909",3.0599377475489,4.56844477162146,3.57120330967359,55.5074935317435,2.04984577084472e-05,0.00193892130773553
"23917",1.04294475446408,3.07673749283975,6.22293970628593,55.3704277812075,2.05196130632667e-05,0.00193892130773553
"80752",2.49301975043373,3.15618004021067,6.59306674527132,55.2425276404498,2.069756533259e-05,0.00194423188703605
"21982",1.45603896655302,3.37472035774351,7.000231451894,54.9154216241397,2.11612115475944e-05,0.001976160159085
"20200",-4.14233581822562,-6.87375364779301,8.6241042508356,54.6129735222809,2.16047112922899e-05,0.00200584671294521
"106795",-0.0643948367544117,3.35535224676262,3.89312596175023,54.3398636961227,2.20262918204972e-05,0.00203316678659838
"13135",0.832093187432547,2.25974339803365,6.56683610166551,54.1023537325731,2.23714535260487e-05,0.00205315943308891
"74016",-0.206278010508861,3.78893818186846,2.93399620757756,54.0511049088647,2.25308468408667e-05,0.00205597196115314
"67620",-3.52269799032009,-5.69350345789944,-0.584624400710696,36.9477588880135,2.27284523034482e-05,0.0020622196297373
"18163",-5.56013945571419,-9.11018438776416,4.99476094444175,39.3508494029892,2.29403839934116e-05,0.00206968922028695
"110006",2.35643933279952,2.53381631540946,5.74167259730274,53.5738048105495,2.32049940596177e-05,0.00207700543940124
"14081",4.06642159223894,5.70836429768353,9.31381746132674,53.5263083500574,2.32816064658289e-05,0.00207700543940124
"53625",-1.75754083316172,-2.54428723399593,5.59573427952482,53.3587232216769,2.35583553531763e-05,0.00209001875908263
"52033",0.644283327235259,5.31802154129871,3.66484896584328,53.0734786934647,2.43612283107561e-05,0.0021493063806324
"20618",-2.4488485476554,-4.73552348657221,2.30688594603962,48.2015123430526,2.45978702322073e-05,0.00215826038317648
"67980",-1.34880261870297,-2.59126211698336,4.01296967193573,52.4839330695282,2.50748971129305e-05,0.00218809307101851
"67474",1.70905742890397,2.75244627890757,5.49840042931327,51.9454730039553,2.60292361488767e-05,0.00225108547001998
"66442",0.0688314083865127,3.60725650617506,2.85827176769748,51.9601511355024,2.60787032346231e-05,0.00225108547001998
"18391",1.44083608007217,2.56442226681314,4.45484844832175,51.7649411981063,2.63732551814791e-05,0.00225915305914459
"12068",1.15192512629412,2.13501159059983,4.64857241320733,51.5663028858287,2.67528257746925e-05,0.00225915305914459
"319880",0.96903597387507,4.47082580975251,7.37311901448614,51.5259165148727,2.68243449088352e-05,0.00225915305914459
"66977",-0.317587414777954,4.13500037967228,2.61967545098821,51.7058725483242,2.68582945743673e-05,0.00225915305914459
"93897",-4.7707444914983,-3.81378532922471,2.81352821535889,46.4487692336118,2.69354620525498e-05,0.00225915305914459
"170721",-1.55698423589569,-3.61188829063252,6.01678753881804,51.4509480874825,2.70295823768134e-05,0.00225915305914459
"93692",1.67869639090609,3.68324241294162,6.16034307452572,51.3525451316391,2.71624639837035e-05,0.00225915305914459
"77914",-2.64901261257906,-10.5214606074156,1.21878500913134,67.640666924783,2.74653945657296e-05,0.00227251236176236
"68133",1.2002795159828,2.69073651095699,4.28799886882361,51.1232190808178,2.76260416887332e-05,0.00227402195735763
"19361",0.932706764729598,4.57957067559819,2.9862944146727,51.0426022644732,2.81475846645789e-05,0.00229525952325113
"110784",-1.15083670521951,-3.06222572382552,4.4581721800192,50.8590346902907,2.81715114632865e-05,0.00229525952325113
"19411",-0.862463154875996,-3.05739293453234,5.69283940776197,50.7823961597141,2.83153524322801e-05,0.00229526834005625
"13824",1.73204054653972,-0.947815640066228,4.91688964902573,50.4344082533807,2.90465884297539e-05,0.0023309791590687
"12632",-1.24493566226442,-2.61073678366889,6.29723535361941,50.2659065244751,2.94061988448166e-05,0.0023309791590687
"630499",1.1833115537801,2.76281841937961,4.86301618801597,50.2364777580053,2.94721463674396e-05,0.0023309791590687
"53381",1.2175599084264,3.63931792657095,6.75149395463223,50.173366550666,2.96068742412458e-05,0.0023309791590687
"243864",-4.50959283289637,-4.28800875562493,2.13895039670394,50.159676298349,2.98119086883529e-05,0.0023309791590687
"219134",-0.0724528426723109,-3.80044305972713,4.37941811978026,50.0966764731896,2.99372465199051e-05,0.0023309791590687
"432530",-1.82517757671536,3.58288315849277,0.869703733939014,50.778915571381,3.00449566272817e-05,0.0023309791590687
"20818",0.815277743631738,2.00302632621521,6.2108734344505,49.9083792401115,3.01936127018578e-05,0.0023309791590687
"20333",0.765091463474219,1.6605847539532,5.47422637621127,49.9059317189759,3.01992012448458e-05,0.0023309791590687
"432572",0.107421181887573,-1.53470606478615,5.33454954153412,49.8994987690489,3.02155855674883e-05,0.0023309791590687
"93734",1.50318858886748,3.64517055977906,2.38623258534486,49.9180105291861,3.0531117432483e-05,0.00233552790793737
"54392",-0.00299629685311816,4.01614063599772,2.78722446706793,49.7877158807246,3.08449246792117e-05,0.00233552790793737
"13667",1.46446410568676,1.4588299712275,5.47070910099242,49.4425253337231,3.12609629336214e-05,0.00233552790793737
"233328",-2.71329103027816,-2.36326793083077,3.6357955194352,49.5303739375827,3.13012218982579e-05,0.00233552790793737
"114128",-2.61008686779052,-3.16268580768203,4.34677481407947,49.4252697632628,3.13448479432331e-05,0.00233552790793737
"12014",-0.271519027758972,-4.80840600802689,3.83679728233385,49.755923549617,3.1345810729383e-05,0.00233552790793737
"68294",-0.0640992823468049,1.51172503142828,5.8073849726911,49.3669394653688,3.14384284013758e-05,0.00233552790793737
"78339",0.79843991220019,2.641872925366,6.9209450638036,49.3360898818442,3.1511199007955e-05,0.00233552790793737
"103889",-4.32192714624973,-3.19142555650357,2.79015145952103,49.6509504322836,3.15908339980257e-05,0.00233552790793737
"225870",-1.13326239745031,-4.23145560263673,3.83960675607449,49.3262416717148,3.18630577549676e-05,0.00233941195849796
"70361",1.13367360165058,2.59022374573737,6.93402654709315,49.1577750357545,3.19363646410266e-05,0.00233941195849796
"225115",-2.35527756389599,-4.10569826184186,7.92430248593028,49.0014349473838,3.2316905200888e-05,0.00234582411163593
"13849",-0.752595660360662,-3.25549715886306,6.49531008928382,49.0021334613144,3.23176970730731e-05,0.00234582411163593
"108097",-0.699403426641413,-2.94048352947711,5.14594890916655,48.8605752565174,3.26706301007579e-05,0.00235307603006302
"19283",-3.15100364209748,-7.17390463087223,4.31923317058947,48.8388286771658,3.27637222424058e-05,0.00235307603006302
"67187",1.17440599797975,3.11340510694196,3.90593381095061,48.7893752935573,3.28596627656117e-05,0.00235307603006302
"53975",2.31513236483821,2.7723186882075,4.0537633651315,48.4897714636899,3.36093943833307e-05,0.00238628949015368
"15903",-2.33305121649817,-2.98670984632063,5.06675922867006,48.563350470198,3.36223392375589e-05,0.00238628949015368
"331026",2.38561403851259,3.91672146143485,4.23635699461633,48.3386003068747,3.40090777032941e-05,0.00240305735329161
"11886",-0.051404824801039,1.78658546191181,6.34773060493119,48.1534472664997,3.44698271825838e-05,0.00242488401003824
"328365",-0.862456528283893,-2.14838737727706,7.35322489572061,48.0785497342501,3.46686156896164e-05,0.00242817159626089
"20319",-2.84697175170301,1.82509038083104,3.2433429993816,47.9826347712564,3.50279816961644e-05,0.00244262812098712
"15006",0.714188201618866,2.65036411699669,6.03786990171312,47.7929057526361,3.5440296308801e-05,0.00245693512509968
"16179",0.645435654415403,1.61976948252669,6.80694323446325,47.7562040701438,3.5540861287371e-05,0.00245693512509968
"381410",-0.228058501805881,-2.05459462433618,4.60983847749674,47.6789976969218,3.57600140574704e-05,0.00246142958829201
"22323",-0.367189325086574,-1.89701630093738,7.1452190042037,47.5370666458243,3.6149570704226e-05,0.00247756435440251
"15015",1.01602655878235,2.73652350390323,8.79712105073926,47.3963305857898,3.6547302106164e-05,0.00249180223406513
"320844",1.86513695893309,3.13261150872685,2.61900319850518,47.4148413646487,3.6669392260336e-05,0.00249180223406513
"70420",-1.46018252901376,-2.27370826265427,4.05951454164688,47.1464689814388,3.72941396853035e-05,0.00250248858680376
"18481",-2.15306809340438,-7.07344719531933,4.43127153387274,46.9285756093467,3.74113562143308e-05,0.00250248858680376
"67860",-1.56454608406126,-1.87801605429594,6.22232611422537,47.0817539426443,3.74566794589754e-05,0.00250248858680376
"72080",2.45397312739771,5.89116749489293,3.34541190202582,47.3169481464754,3.77035183776185e-05,0.00250248858680376
"207278",1.29378390094889,2.76739804868948,5.4861119590744,46.9248849646312,3.79207395928926e-05,0.00250248858680376
"214944",1.85798728673922,-0.0899518655485489,4.74134409039565,46.9078742708723,3.79793657982806e-05,0.00250248858680376
"17387",-2.82984596912591,-2.9513093324038,6.83642707355142,46.8794538082568,3.80593989977536e-05,0.00250248858680376
"243328",2.99619885915872,3.61427101849135,1.95106320155573,47.2805613531268,3.8080326043792e-05,0.00250248858680376
