"GeneID","df.prior"
"497097",6.37263090150475
"20671",6.37263090150475
"27395",6.37263090150475
"18777",6.37263090150475
"21399",6.37263090150475
"58175",6.37263090150475
"108664",6.37263090150475
"12421",6.37263090150475
"319263",6.37263090150475
"59014",6.37263090150475
"76187",6.37263090150475
"72481",6.37263090150475
"76982",6.37263090150475
"17864",6.37263090150475
"70675",6.37263090150475
"170755",6.37263090150475
"620986",6.37263090150475
"73824",6.37263090150475
"266793",6.37263090150475
"100038398",6.37263090150475
"26754",6.37263090150475
"211660",6.37263090150475
"211673",6.37263090150475
"329093",6.37263090150475
"109294",6.37263090150475
"240725",6.37263090150475
"240726",6.37263090150475
"383491",6.37263090150475
"17978",6.37263090150475
"72265",6.37263090150475
"212442",6.37263090150475
"14048",6.37263090150475
"17681",6.37263090150475
"21749",6.37263090150475
"226866",6.37263090150475
"19989",6.37263090150475
"98711",6.37263090150475
"29819",6.37263090150475
"66799",6.37263090150475
"67923",6.37263090150475
"70397",6.37263090150475
"17087",6.37263090150475
"57339",6.37263090150475
"14545",6.37263090150475
"94227",6.37263090150475
"83691",6.37263090150475
"21419",6.37263090150475
"241035",6.37263090150475
"17215",6.37263090150475
"74229",6.37263090150475
"71877",6.37263090150475
"170829",6.37263090150475
"75712",6.37263090150475
"14859",6.37263090150475
"226922",6.37263090150475
"70155",6.37263090150475
"280645",6.37263090150475
"98366",6.37263090150475
"68002",6.37263090150475
"68187",6.37263090150475
"12839",6.37263090150475
"68421",6.37263090150475
"665903",6.37263090150475
"213109",6.37263090150475
"19243",6.37263090150475
"19076",6.37263090150475
"19335",6.37263090150475
"213539",6.37263090150475
"98403",6.37263090150475
"433287",6.37263090150475
"13518",6.37263090150475
"69668",6.37263090150475
"27993",6.37263090150475
"52318",6.37263090150475
"19253",6.37263090150475
"226970",6.37263090150475
"214469",6.37263090150475
"226971",6.37263090150475
"50785",6.37263090150475
"320011",6.37263090150475
"214854",6.37263090150475
"214855",6.37263090150475
"226976",6.37263090150475
"214895",6.37263090150475
"94220",6.37263090150475
"94218",6.37263090150475
"78321",6.37263090150475
"109346",6.37263090150475
"20353",6.37263090150475
"381337",6.37263090150475
"12859",6.37263090150475
"226977",6.37263090150475
"22637",6.37263090150475
"56030",6.37263090150475
"269180",6.37263090150475
"76178",6.37263090150475
"67387",6.37263090150475
"269181",6.37263090150475
"77633",6.37263090150475
"72097",6.37263090150475
"211484",6.37263090150475
"623661",6.37263090150475
"69028",6.37263090150475
"107734",6.37263090150475
"98258",6.37263090150475
"226982",6.37263090150475
"56210",6.37263090150475
"16764",6.37263090150475
"98388",6.37263090150475
"68833",6.37263090150475
"18143",6.37263090150475
"114641",6.37263090150475
"54610",6.37263090150475
"52846",6.37263090150475
"100217461",6.37263090150475
"67702",6.37263090150475
"263764",6.37263090150475
"26921",6.37263090150475
"16178",6.37263090150475
"16177",6.37263090150475
"107527",6.37263090150475
"17082",6.37263090150475
"16182",6.37263090150475
"16174",6.37263090150475
"110895",6.37263090150475
"226999",6.37263090150475
"211798",6.37263090150475
"381339",6.37263090150475
"69527",6.37263090150475
"73122",6.37263090150475
"98404",6.37263090150475
"14200",6.37263090150475
