"logFC","logCPM","F","PValue","FDR","GeneID"
3.49085903550842,8.24243423230466,140.758142666562,4.01336409494412e-08,1.42781894890991e-05,"26365"
-1.32852911084525,6.0582814605527,140.606328068168,4.06554370418539e-08,1.42781894890991e-05,"20564"
1.71522215697908,6.41716173788211,139.106234234205,4.29266040946165e-08,1.47480880676374e-05,"107094"
-1.97983655752954,4.54042822227372,138.04512051401,4.4858084602307e-08,1.50042343310593e-05,"12023"
1.42089025360995,5.21072294566911,137.658554910031,4.55709470950928e-08,1.50042343310593e-05,"14287"
1.90803591741179,4.65206011687559,137.071245442249,4.66996593337943e-08,1.50620697165568e-05,"59028"
-1.99435888133746,7.23356197473955,135.787470911304,4.92880440318496e-08,1.5578964957587e-05,"18019"
2.26242569003242,6.4377925880124,133.2855380886,5.4799220249892e-08,1.69813113103783e-05,"14115"
-2.57637467723309,6.39856429355521,131.931815067933,5.80973940661999e-08,1.7657138765812e-05,"232016"
1.54547702394768,4.73252040369705,131.004891287561,6.04452902659106e-08,1.79703531191081e-05,"68108"
1.92314013671772,6.59650889648495,130.157192702136,6.27146337396623e-08,1.79703531191081e-05,"72515"
-1.56457351959357,5.9177490971398,130.98029251537,6.29600623231487e-08,1.79703531191081e-05,"545370"
-1.10525907966622,6.6671540003454,129.809281654499,6.36762702271611e-08,1.79703531191081e-05,"235542"
1.25494687860987,5.03322151441396,127.873793037207,6.935227355941e-08,1.89858732891955e-05,"67619"
1.5809409759029,5.81190649372596,126.282043864586,7.44595506723615e-08,1.89858732891955e-05,"11555"
-1.06371715182379,6.49909521651576,126.136021803904,7.49495731838721e-08,1.89858732891955e-05,"98682"
1.52355114234165,7.69991803952294,125.770388788261,7.6193610562921e-08,1.89858732891955e-05,"20677"
-2.06385356943026,3.30669331019966,126.484289123039,7.68424179049214e-08,1.89858732891955e-05,"74134"
-1.51992750302126,4.65000536703826,125.491696061842,7.71795526301809e-08,1.89858732891955e-05,"329739"
-2.60029989207424,6.36641012608393,124.951571772768,7.90882708775417e-08,1.89858732891955e-05,"67971"
1.56907837779018,5.54771104883367,124.791728957892,7.96459885011805e-08,1.89858732891955e-05,"52530"
-1.97620862019823,1.87425285443117,88.8943030706296,7.98117097243641e-08,1.89858732891955e-05,"19092"
3.52034162536699,5.306124078306,125.339669907467,7.99977578208316e-08,1.89858732891955e-05,"18260"
-1.24359795556902,7.77661827156974,124.559237452079,8.04893387987914e-08,1.89858732891955e-05,"16835"
-2.5725089483949,6.75040789211728,123.780293075579,8.34293847781002e-08,1.9218763780357e-05,"12833"
1.78224065302985,8.54439059358233,123.647632819683,8.39088016226672e-08,1.9218763780357e-05,"22339"
4.03626393850204,9.43393631386793,122.815799786968,8.71772253048704e-08,1.96821266959739e-05,"12266"
1.44636853447144,4.0205390104865,120.819932521962,9.56494947278736e-08,2.08595766855558e-05,"211064"
1.16368052796012,7.0622673263236,120.734790980722,9.60224943695284e-08,2.08595766855558e-05,"65972"
-4.01334102826199,4.09979010437146,120.752713176519,9.6352132247885e-08,2.08595766855558e-05,"12424"
-1.17075191330563,7.05686410643102,119.945442380768,9.96474116394989e-08,2.12814553182519e-05,"240505"
-2.16367646808547,5.99579321126002,119.461604764313,1.01955675977928e-07,2.1484100042069e-05,"76123"
-1.16209925883609,4.61824512359879,118.080507631878,1.0886786968184e-07,2.24726159034579e-05,"381410"
1.16871966687423,5.73663270729029,117.885501586219,1.09902120918259e-07,2.24726159034579e-05,"14748"
-3.65658447483707,2.04923195445387,114.77690707157,1.10912682894819e-07,2.24726159034579e-05,"68828"
1.58362478998341,5.10827864940846,116.828005126718,1.15610570390399e-07,2.31279677778464e-05,"14113"
2.10788383571793,6.69431205324858,115.637429762253,1.22476407186995e-07,2.41952142397909e-05,"26897"
1.33641852012063,6.4263480047361,114.619988119238,1.2872222050884e-07,2.51151354681692e-05,"75767"
-1.8540282887362,7.39518475024897,113.978590396285,1.32843759323122e-07,2.53843055593231e-05,"52040"
4.09159200633441,5.21919597614708,113.848681210463,1.33314183841042e-07,2.53843055593231e-05,"319530"
-3.17372173545921,2.42324073422822,194.558434621015,1.3946110262265e-07,2.60418794729249e-05,"270150"
3.43851062942906,4.99370945119146,113.47419731718,1.40063259630386e-07,2.60418794729249e-05,"67451"
2.23979200436961,1.64143233794184,121.609766562652,1.44591323555458e-07,2.62604521674964e-05,"625638"
-1.07530539506989,5.29855739119359,112.270862862566,1.44630017863868e-07,2.62604521674964e-05,"226251"
-2.19777640692192,2.69931732259863,112.103197747657,1.46223727584136e-07,2.62604521674964e-05,"59031"
1.41164435120148,4.85782666124845,111.329169419456,1.51610516091553e-07,2.69219392843922e-05,"108673"
-2.05467605949839,1.98938152107043,104.784147768188,1.5671951932748e-07,2.75199475939055e-05,"320311"
3.24673112322384,7.132985238918,110.271592216537,1.60108666353571e-07,2.78061248687015e-05,"53624"
-0.97746577376953,6.73184702812174,109.732695365799,1.64389872116141e-07,2.82393210752554e-05,"68728"
2.35814601165782,3.86604384408634,108.303189365865,1.76985795557409e-07,3.00761668063364e-05,"211945"
1.27672866645333,5.34093162163429,107.754351041539,1.82015234515191e-07,3.01157138979493e-05,"327900"
2.33772215670492,3.13613440653835,107.694174516057,1.82679721393816e-07,3.01157138979493e-05,"320685"
2.11420204171796,4.00748858186338,108.055776239377,1.83290307120538e-07,3.01157138979493e-05,"53311"
-1.79773992088978,6.65722646546177,107.459077994194,1.84840815496145e-07,3.01157138979493e-05,"13400"
-0.920098561502297,7.07459893809162,106.098580900049,1.98467995166169e-07,3.2006001995981e-05,"13511"
2.81847322557228,3.65004978076763,105.671843883223,2.03090439190317e-07,3.22379031211182e-05,"71819"
2.24942532095051,4.13045473081544,101.551022281511,2.03985719571743e-07,3.22379031211182e-05,"226025"
-2.18321733950284,0.804135436088125,100.81563037581,2.09563427161231e-07,3.2791489137189e-05,"22776"
2.23089623744779,10.4001257915139,104.359415429607,2.17648361390001e-07,3.37226931706625e-05,"14038"
-1.79631806888976,5.45545768079037,90.3707225267409,2.25627633973517e-07,3.46196031778394e-05,"12373"
1.58053064103386,5.44070358264772,102.752450585462,2.3729920290607e-07,3.60603519493031e-05,"235036"
6.19306982534381,-0.0500274994429535,73.2648314963302,2.45859983933641e-07,3.70054398674978e-05,"16071"
1.03688316263451,6.1306226813601,101.5411838816,2.53482245593976e-07,3.76099860674098e-05,"69237"
1.01654580114584,6.49641795990171,101.458260206844,2.54636073728983e-07,3.76099860674098e-05,"67702"
1.08401919066103,8.02546329558833,101.155129996608,2.58906909935617e-07,3.76786275852877e-05,"20539"
-1.04776890214764,6.4485897720546,100.948537777013,2.61866542693685e-07,3.76786275852877e-05,"22704"
1.45856675669638,5.34497582605919,100.921801361016,2.62253165931514e-07,3.76786275852877e-05,"74035"
1.37492909443717,4.63544200649257,100.561101896828,2.67582898219515e-07,3.76852254068963e-05,"11535"
2.07377842529486,3.51628510031209,100.481823785121,2.6902451240554e-07,3.76852254068963e-05,"78748"
-1.81074636893935,2.50820173892479,100.938357188399,2.69452700011344e-07,3.76852254068963e-05,"23961"
1.83488524655982,5.52448549830256,100.10363001983,2.7438376583444e-07,3.7864417075991e-05,"16906"
1.35636177904486,4.52909791937212,99.9443056694177,2.76835611682951e-07,3.7864417075991e-05,"70333"
1.0692922513242,8.92355378085501,99.8727579871493,2.77921562947036e-07,3.7864417075991e-05,"56040"
3.31072197588571,2.91342463738642,99.4302045987016,2.8766013809957e-07,3.88562463463726e-05,"17279"
1.17446683498538,5.24486364084844,98.6291505032106,2.97936034875485e-07,3.99032296201031e-05,"382038"
1.71503696374119,3.59035674623911,98.4439032763921,3.02486087507151e-07,4.01721859408657e-05,"20448"
-2.40456536065913,6.20129152355133,97.875611088433,3.10981307663057e-07,4.06437512077756e-05,"12834"
2.26413749366066,6.09566170420772,97.8250580757456,3.1189111664218e-07,4.06437512077756e-05,"18826"
-1.34651398140093,5.79733383533382,97.5123501348593,3.17333441818973e-07,4.06437512077756e-05,"13139"
-1.79027881575076,7.51023665149783,97.4596537712842,3.18778203133932e-07,4.06437512077756e-05,"118449"
1.26964199551774,5.47915109159143,97.4259489718032,3.18895542252859e-07,4.06437512077756e-05,"231713"
3.18896222563067,3.45303121785594,97.1974099211336,3.23376397220168e-07,4.08851246533403e-05,"100340"
-1.50057588773008,5.72626208782714,96.7148181850197,3.32092174148872e-07,4.16538469861013e-05,"74754"
2.68167248663212,2.92870241531351,96.5601821497135,3.35639125249937e-07,4.17672498854331e-05,"209737"
1.30656966766875,6.0031097442607,96.321837995868,3.3965588858151e-07,4.19368879932984e-05,"12261"
4.18991348328035,3.25899830215699,96.2899101708171,3.4733884741631e-07,4.25530476323052e-05,"68026"
1.51781702265549,4.66788198536556,95.6521451154634,3.53030520831434e-07,4.27518288196573e-05,"67223"
-1.45932966032671,6.89234331559844,95.585644468295,3.54371651187997e-07,4.27518288196573e-05,"208715"
-1.3441655532769,7.92171746083468,95.0707429862452,3.65105821325271e-07,4.37131242441256e-05,"17931"
1.44280784998942,6.0406970358839,94.7339839589744,3.72392302241242e-07,4.42502852978992e-05,"13036"
-1.95545557926558,4.55570205720296,93.3379555138726,4.04135971315828e-07,4.76639170945921e-05,"229595"
1.17493604961359,7.54076789979798,92.7650771222851,4.18048622715917e-07,4.8786935904401e-05,"18432"
3.62945742618331,5.44098111943858,92.6256548770644,4.20434253824104e-07,4.8786935904401e-05,"228543"
-2.31216910865967,0.354914420349487,78.7857682340332,4.30009588790565e-07,4.8786935904401e-05,"14181"
2.07472569419532,4.60191421780621,79.3057073117183,4.3236032054407e-07,4.8786935904401e-05,"20271"
1.44056795295257,5.9073223448094,92.1836637440336,4.32776198537452e-07,4.8786935904401e-05,"104662"
1.41237793413149,4.38910137024062,92.1334709922298,4.34107509403395e-07,4.8786935904401e-05,"217946"
-0.946771780280777,6.19230933534794,92.0047536751835,4.37427868772275e-07,4.8786935904401e-05,"75991"
1.65668466287773,6.88839974615095,91.9693934266157,4.38353891320232e-07,4.8786935904401e-05,"24088"
-1.99114869655807,4.58322727724043,91.9223193514113,4.45166948052453e-07,4.91987303987481e-05,"235505"
-1.51966410277869,5.74036352711231,91.4335415529383,4.52675239122133e-07,4.96811074936541e-05,"223473"
2.37762421701943,3.17175209542282,91.0158955578265,4.64446964617963e-07,5.06215160608434e-05,"56419"
-1.11973141037809,6.88843855234844,90.8808987837451,4.68077442526853e-07,5.06594864487979e-05,"13731"
1.67605582951754,4.4027401396988,90.793987189586,4.71206309033997e-07,5.06594864487979e-05,"83554"
1.10122887365214,8.9188475627084,90.5560047712997,4.7731709809503e-07,5.09697257992828e-05,"16785"
1.24276500978666,5.35472258233063,90.332819538228,4.83848752867766e-07,5.10482736854983e-05,"225845"
1.78867746448729,10.9290748970615,90.3096590913333,4.84512848191897e-07,5.10482736854983e-05,"16819"
-1.13385904688574,6.78456153155375,90.0612486825678,4.91919373966178e-07,5.14853893123276e-05,"84004"
2.66064392940348,4.59270619783214,89.8864738285582,5.05043134490438e-07,5.25111953782032e-05,"218518"
1.12750101777589,7.67731406573046,89.4970214115466,5.09160172749917e-07,5.25873757290735e-05,"18003"
-2.30129097967813,5.67748906066331,89.3370550361515,5.14214230623223e-07,5.25873757290735e-05,"22354"
-1.83639473760102,2.78268656929566,89.2022939619767,5.18964985721186e-07,5.25873757290735e-05,"69288"
-4.27715282752915,-0.650462986631564,65.1505237348592,5.20408197143354e-07,5.25873757290735e-05,"76964"
1.21021386572298,6.47546289650044,89.0742107806399,5.2255858496521e-07,5.25873757290735e-05,"74427"
-1.79457648950892,4.90809811808269,88.8902533706326,5.28538770520321e-07,5.25873757290735e-05,"110196"
1.95386612653348,2.15418338208371,84.5665190811742,5.30260708036955e-07,5.25873757290735e-05,"19281"
-2.4280234816173,-0.338941072231663,75.4263167704171,5.32395603432787e-07,5.25873757290735e-05,"74376"
-1.8751540116144,10.3352085164875,88.5168662031414,5.4085037064048e-07,5.30906786186468e-05,"11910"
1.07003678006653,5.71654940176075,88.1800377420843,5.52268072642495e-07,5.37402780373437e-05,"216877"
2.7006345284031,2.56060556747742,88.1391690997224,5.54889521869792e-07,5.37402780373437e-05,"66977"
-1.59619647046204,4.10537591630466,88.0252950730265,5.57669298792988e-07,5.37402780373437e-05,"170459"
2.09548035073993,3.86500916105754,87.4525440526667,5.78021303326399e-07,5.53639313804268e-05,"331474"
-0.937914487189006,5.32753153745594,87.0888329834376,5.91258471314502e-07,5.62906559075566e-05,"54189"
1.8058854673595,5.19673740251766,86.9556139391402,5.96204368724322e-07,5.64216397803544e-05,"20135"
-1.17651548347006,5.13820481329518,86.5026626544333,6.13595013859868e-07,5.77217595181033e-05,"23790"
0.975992463281551,5.59961611408766,86.3374930079111,6.19899700240211e-07,5.79697920863686e-05,"21771"
3.22572755636884,3.62150599814324,86.0944403189172,6.30789710783615e-07,5.86411799366133e-05,"52033"
1.14777102816716,3.81933238125662,85.4435688264632,6.56215362833815e-07,6.06481145861147e-05,"71952"
3.9254206955211,0.462946082204472,83.499797635585,6.60124822031983e-07,6.06547249267061e-05,"17476"
1.10161855758426,5.38079941110526,84.7482622138411,6.86058541361413e-07,6.25981430770671e-05,"68184"
2.77089891170124,3.19409608709366,96.3287907124506,6.89430685139686e-07,6.25981430770671e-05,"109731"
1.12493079819027,4.9933319165812,84.5887151013541,6.9315838006117e-07,6.25981430770671e-05,"27966"
-1.08736826596409,4.92531196980613,84.4423361308908,6.99743112709131e-07,6.27192559000845e-05,"13824"
-1.06760717603222,5.37357752309428,84.3822427133681,7.02436616952351e-07,6.27192559000845e-05,"68671"
-4.18373689032451,-0.108306094423712,89.3717593422623,7.17542022761315e-07,6.37080568973024e-05,"320297"
2.16067717172864,3.75685613839638,83.5254612378161,7.42810039386379e-07,6.55830718573315e-05,"12428"
1.12332662364895,5.60765291312733,83.2402789383543,7.5653198444341e-07,6.63814207097524e-05,"80914"
2.36122272950673,3.32694556819685,83.1751875218254,7.60252920049683e-07,6.63814207097524e-05,"70466"
-1.55030206004783,3.14760085753163,83.407721949511,7.68525689870608e-07,6.6735054959973e-05,"17754"
2.8439293561229,4.85135267620909,83.2526586979638,7.84174088022705e-07,6.74572975017251e-05,"14623"
1.69954896072444,3.8875591409387,82.6722014478969,7.8537982411525e-07,6.74572975017251e-05,"66422"
-0.901039875914961,6.42292154066119,82.5512246503294,7.91511563883692e-07,6.76164797600966e-05,"224139"
2.2556529434656,3.70889236786642,82.2287306718248,8.08843758560911e-07,6.80748634895183e-05,"16551"
1.43982019765586,3.72118428886008,82.1823336383375,8.11122367158735e-07,6.80748634895183e-05,"78834"
0.961933387534015,6.85846129608936,82.160184854556,8.12198461192006e-07,6.80748634895183e-05,"13650"
-1.95603493524641,8.64592809385153,82.1267188012014,8.14107137403123e-07,6.80748634895183e-05,"16665"
-3.15907081363873,4.34449124412673,82.3884099282986,8.19913103167214e-07,6.81995088550245e-05,"19283"
-1.81329292698565,3.07268222148777,80.9587535156279,8.57106133053673e-07,7.04102236039375e-05,"27762"
0.968300171915547,6.3887895825239,81.3301480001909,8.5822717205508e-07,7.04102236039375e-05,"22224"
1.73454074315563,3.78174329468609,81.3033016263418,8.59856565145529e-07,7.04102236039375e-05,"328162"
1.3740295916745,4.35888377619306,81.1496854042881,8.68680697341031e-07,7.0531971655015e-05,"68147"
1.47273120516961,5.00202924285483,81.0685212538214,8.73395631352242e-07,7.0531971655015e-05,"72462"
-1.14417473756313,4.052161502419,81.4397335304635,8.7473212125936e-07,7.0531971655015e-05,"17762"
1.12545280068534,6.37696831869111,80.8207379053289,8.87975658173066e-07,7.12363822424728e-05,"56095"
0.886489489007349,7.23105326660332,80.1188660123939,9.30948138029375e-07,7.38830308343938e-05,"238330"
1.39932542272713,5.8040059231456,80.1146253883983,9.31216910507524e-07,7.38830308343938e-05,"105522"
1.54334499841733,4.23219872681269,80.0570877798157,9.34991531693164e-07,7.38830308343938e-05,"231440"
-1.20179828297614,6.32498980515657,79.9467092529512,9.4185547614891e-07,7.40551440052606e-05,"15357"
1.75628458269417,5.90842304066976,79.8048235876197,9.50994253856585e-07,7.44035306334132e-05,"620695"
-1.91168404289294,6.38891673161778,79.6206797252444,9.62920329445697e-07,7.4965482199802e-05,"16598"
-1.31134959034953,4.79760345532735,71.1869293110877,9.71827747786797e-07,7.52880672844242e-05,"226922"
1.0543959639543,6.66503121352631,79.4120685295293,9.76684454460618e-07,7.52952249672956e-05,"269261"
-1.60449983939816,7.18779881521526,79.2581537300093,9.87185139115312e-07,7.57353103814485e-05,"16852"
2.02767869828187,5.02911302518943,79.1545766163796,9.95461955110355e-07,7.60013562249471e-05,"13447"
2.36136183756328,3.83732126421018,78.9115383396028,1.01101663970799e-06,7.68178219901207e-05,"208628"
-1.04789950610432,4.21897925024664,78.9601785164721,1.01812874236918e-06,7.69054191158461e-05,"20444"
1.5600882837202,5.23678522352467,78.7577141795233,1.02190192447024e-06,7.69054191158461e-05,"50908"
2.08457488268487,4.49445202855409,78.4332477314274,1.04452138318384e-06,7.82351466343005e-05,"18973"
2.24427114642494,8.02163148961278,78.2589657944687,1.05702664831435e-06,7.85875958719596e-05,"65112"
5.99425851446898,2.10479355850481,59.9715039332043,1.06666167416897e-06,7.85875958719596e-05,"71874"
-1.14159644655034,5.92036492777098,78.0477592247331,1.07256297377194e-06,7.85875958719596e-05,"226255"
3.362990002459,6.5406644591502,78.0099965297828,1.07690724922056e-06,7.85875958719596e-05,"14619"
1.16723517307305,5.33583178947171,77.9684431330012,1.07846742040477e-06,7.85875958719596e-05,"68048"
1.16283349415435,6.19707368027764,77.9036942374118,1.0833120744144e-06,7.85875958719596e-05,"333654"
0.903249654160617,6.47183731812812,77.8940291610645,1.08403542774533e-06,7.85875958719596e-05,"665649"
-1.51765219875573,5.10548170901682,77.8312655059775,1.0895872336533e-06,7.8629391053227e-05,"78749"
2.65488123801589,3.47183802785716,77.6504935138167,1.10477453460501e-06,7.90230795924237e-05,"14087"
2.60077520012843,0.675787453294947,77.9126210935967,1.10504306440937e-06,7.90230795924237e-05,"100217456"
-1.04692406201501,4.91155891675932,77.1931607656178,1.13833274365894e-06,8.10369850485853e-05,"66970"
2.21555164300993,4.27095920369911,77.0073282434528,1.15500343744141e-06,8.18550418175968e-05,"72027"
3.76057686138543,6.41344997799338,76.856773794163,1.17052873025529e-06,8.25849823792615e-05,"16590"
-1.15276954239296,5.09268511850958,76.6948830702778,1.1813079551905e-06,8.27834694581922e-05,"24004"
-1.06269901910015,4.6361034919948,76.6322809839507,1.1838182800273e-06,8.27834694581922e-05,"98999"
1.02450137844853,5.1542124378519,76.4199712496124,1.2016437780579e-06,8.35080268163243e-05,"16658"
2.76022368128109,10.2070102905116,76.3580147967107,1.20687183966639e-06,8.35080268163243e-05,"76509"
1.07731401119525,6.26162610602334,76.2652816107682,1.21479070705177e-06,8.35080268163243e-05,"57741"
1.21019450721941,5.530757262817,76.259197272921,1.21531550036412e-06,8.35080268163243e-05,"67949"
-1.26612858465913,7.26640631838634,75.6704787566775,1.26704775698202e-06,8.6270084518796e-05,"228359"
1.12838749305259,5.47694737912858,75.6866220719407,1.26965345360212e-06,8.6270084518796e-05,"226245"
-2.16030851713747,1.79958446148361,76.209269622274,1.27188874290556e-06,8.6270084518796e-05,"107769"
1.31057927635467,3.49159976666148,75.2704946469738,1.30382821023999e-06,8.80585514300548e-05,"71393"
-1.14507010525221,8.16745945251523,75.0116958490765,1.32813344868955e-06,8.93183873322961e-05,"19285"
-1.48193293600832,2.93025455821236,74.9460510640488,1.33840236006183e-06,8.96275885526153e-05,"17858"
-2.58392463893321,1.19523623866106,84.4637858380524,1.35014913039531e-06,8.96368345021174e-05,"240754"
1.32149514396896,7.13109932179042,74.7290087053495,1.35519360280149e-06,8.96368345021174e-05,"217578"
1.87685194484839,4.10025569773256,71.7479399219629,1.355555773602e-06,8.96368345021174e-05,"12173"
1.3389235284115,8.79307717355834,74.6427057791002,1.36362428493286e-06,8.97946591628287e-05,"56615"
-3.82697565633727,6.59819632953198,74.9852988244693,1.37200512118137e-06,8.98323607806507e-05,"11941"
-1.13247033911631,4.52153056772057,74.5221487534029,1.3755651296455e-06,8.98323607806507e-05,"19889"
3.0727678867089,3.94357214681921,74.4150158782463,1.38755356654128e-06,9.02423726980183e-05,"404710"
1.86512565144524,4.05826700122615,74.189447916705,1.40905622646261e-06,9.1265264766455e-05,"68743"
1.26605251266558,4.28983009986129,74.1301146622226,1.41504411033478e-06,9.1279008651963e-05,"244421"
1.56013632886148,4.00607776293771,73.9801049170713,1.43054732079219e-06,9.15606224461769e-05,"217011"
2.00694989983919,9.70760197709317,73.9608754486428,1.43271573364851e-06,9.15606224461769e-05,"14219"
1.40048845682707,3.30311791332816,74.1903941306603,1.43808090182144e-06,9.15606224461769e-05,"17130"
-1.7517675155118,7.04635089526405,73.8636747773417,1.44258383884447e-06,9.15606224461769e-05,"50918"
0.81934800083856,6.36273581336367,73.496545321842,1.48158229378543e-06,9.36597062839395e-05,"269951"
0.967772395220872,4.94249926134374,73.4163921080003,1.49027408249536e-06,9.38338310747279e-05,"68981"
-1.96656909652599,4.40466646736888,71.5843770381911,1.50198179325336e-06,9.40068385576646e-05,"54156"
-1.3924214946872,5.18691989345361,73.2826779072104,1.5049183849082e-06,9.40068385576646e-05,"14137"
-1.48448804335838,3.61939065977185,73.1867362047977,1.51565908933132e-06,9.43050245976071e-05,"55927"
-2.30317237265001,0.480859181398983,61.6458397437335,1.53722941625329e-06,9.49893680793354e-05,"21949"
-1.95368880602833,8.70360622792988,72.9795394407381,1.53867870338584e-06,9.49893680793354e-05,"18430"
-2.44113918444627,0.833624565044663,72.7342270260759,1.57778111751941e-06,9.70243298882364e-05,"73075"
-2.49636447505612,0.0372757254473786,73.386657676593,1.59406811099295e-06,9.76103196694741e-05,"76982"
1.30280706123577,6.69839471009553,72.4507676000829,1.59966292042482e-06,9.76103196694741e-05,"71458"
-0.879588577086481,5.62036893547725,72.2659981761588,1.62164639027394e-06,9.85711521226515e-05,"74081"
1.4523457973375,3.25374336367576,72.0759390239401,1.6463805960722e-06,9.94401935361925e-05,"23921"
-1.35643130772374,2.62359940716073,72.0692710589324,1.64852763265518e-06,9.94401935361925e-05,"72720"
1.3463695827225,6.20042244831522,71.398978006925,1.72959759950282e-06,0.000102668498939925,"107272"
1.92292474936403,7.52478144176213,71.3369267767454,1.73763795042303e-06,0.000102668498939925,"15200"
-1.34755886820236,4.19767432750375,71.2867724891498,1.74557253672943e-06,0.000102668498939925,"225207"
-1.02127907672381,7.67686052917245,71.239279589226,1.75037801955851e-06,0.000102668498939925,"286940"
1.02394915145562,7.78209700714524,71.2153162498237,1.75352163361397e-06,0.000102668498939925,"56200"
-1.10813428359481,5.84005879425392,71.1183358414049,1.76636382571596e-06,0.000102668498939925,"18795"
1.04936893914565,4.16461663674962,71.0939628214731,1.76964724514039e-06,0.000102668498939925,"13448"
-1.3591349024112,3.22144351873921,71.4050293447828,1.76984961646401e-06,0.000102668498939925,"353211"
-1.35522361749514,7.8139312698801,71.0809954424907,1.77130189166194e-06,0.000102668498939925,"319710"
-1.20000046641206,5.69085806708124,71.0780675245906,1.77165758087727e-06,0.000102668498939925,"223989"
1.59235478845427,3.35875378264117,71.0944414503557,1.77350672048845e-06,0.000102668498939925,"75590"
