"GeneID","common.dispersion","trended.dispersion","tagwise.dispersion","prior.n"
"497097",0.0134365162769515,0.0207610815198118,0.120991444327033,1.02189161125043
"20671",0.0134365162769515,0.0298450185010904,0.0829920501653088,1.02189161125043
"27395",0.0134365162769515,0.013002031185525,0.0138827457289788,1.02189161125043
"18777",0.0134365162769515,0.010058283748718,0.00661010929625199,1.02189161125043
"21399",0.0134365162769515,0.00957165316743867,0.00615849635653302,1.02189161125043
"58175",0.0134365162769515,0.0314222885239835,0.0724043433300112,1.02189161125043
"108664",0.0134365162769515,0.00954204068886151,0.00466215160976467,1.02189161125043
"12421",0.0134365162769515,0.00955124270520013,0.00552295190816745,1.02189161125043
"319263",0.0134365162769515,0.00953857261963633,0.0101019916316734,1.02189161125043
"59014",0.0134365162769515,0.00958084918308595,0.0125878389965553,1.02189161125043
"76187",0.0134365162769515,0.0232502556864932,0.0249268647612284,1.02189161125043
"72481",0.0134365162769515,0.045632436660127,0.0641484194576978,1.02189161125043
"76982",0.0134365162769515,0.0412349463611918,0.0253654146553209,1.02189161125043
"17864",0.0134365162769515,0.0147539874172976,0.0136783658002382,1.02189161125043
"70675",0.0134365162769515,0.00957202672473821,0.00604650013626898,1.02189161125043
"170755",0.0134365162769515,0.0198454365706638,0.0129952616660339,1.02189161125043
"620986",0.0134365162769515,0.0280151601613009,0.0155698015342653,1.02189161125043
"73824",0.0134365162769515,0.0150174293902192,0.00891294338120688,1.02189161125043
"266793",0.0134365162769515,0.0491582264271122,0.0360550326163094,1.02189161125043
"100038398",0.0134365162769515,0.0414634376446102,0.149121229044503,1.02189161125043
"26754",0.0134365162769515,0.00957062418837388,0.00514269549318323,1.02189161125043
"211660",0.0134365162769515,0.0115536558859784,0.00584242633436368,1.02189161125043
"211673",0.0134365162769515,0.0101637878106028,0.00664853225037781,1.02189161125043
"329093",0.0134365162769515,0.0349122727633888,0.0298870356277739,1.02189161125043
"109294",0.0134365162769515,0.0190048483576437,0.0280210830091749,1.02189161125043
"240725",0.0134365162769515,0.0143643340712191,0.030295274964286,1.02189161125043
