"GeneID","s2.raw","s2.post","s2.prior","AveLogCPM"
"497097",10.6828533559813,7.68103878329477,1.2624683834809,2.57225461956173
"20671",5.46651610286856,3.32400088082421,1.35921535719263,1.31005315712379
"27395",1.59254929060394,1.29070404056017,1.00890517670323,3.99809224920521
"18777",0.515934730290046,0.67293045339856,0.82140834780201,5.05578380897574
"21399",0.423392689415348,0.595948049949271,0.758897113921241,5.62901051555271
"58175",3.72570423960016,2.37963855959059,1.35783467290647,1.15608582214845
"108664",0.116433746034492,0.441569391649195,0.747838217469962,5.80671318180742
"12421",0.322930240950453,0.543186008383124,0.750967064080242,5.75052260990961
"319263",1.30427028737829,1.0127499589026,0.739769677886929,6.02790471547224
"59014",1.81783235416206,1.27330835373274,0.762855562010365,5.57561895409253
"76187",1.73959653423047,1.51066847652341,1.30543441900564,2.21026885506231
"72481",1.93970458721144,1.59670153199401,1.30781864533616,-0.358025952066142
"76982",0.941690081731531,1.13011345408659,1.32087717254925,0.0372757254473786
"17864",1.28883551036668,1.1887588963607,1.09694253013752,3.55539998909028
"70675",0.425527776759609,0.59704581337283,0.759058702688146,5.62682555902519
"170755",0.829748708062654,1.04355571818644,1.24692752280841,2.68550232868782
"620986",0.809011149559874,1.08848822082814,1.3557207009852,1.52320944948637
"73824",0.569230183790003,0.846480640432887,1.10857087888058,3.49570850668617
"266793",1.35291774926968,1.36557817947532,1.26466275640566,-1.44657771582809
"100038398",5.38862459465983,3.26833362821825,1.32021205341855,0.0164376090720739
"26754",0.229279654827945,0.501691162438391,0.75845166277808,5.63503618680969
"211660",0.264036661742776,0.60415704911184,0.92476956260469,4.43199880418963
"211673",0.454160299235384,0.61871313478875,0.774119807010343,7.09745255030687
"329093",0.908854863625409,1.49709683386567,1.34896103459182,0.879692193526953
"109294",2.89678234048163,2.03351926447786,1.23060347080961,2.7979438562929
"240725",3.58364775578493,2.29277188121117,1.07860765960977,3.64853390696407
"240726",3.18211602928633,2.12377295499884,1.29503270633181,-0.710247003264872
"383491",0.349067892530017,0.892464151741353,1.27635318667604,-1.17557013832769
"17978",0.247909667829224,0.502740729430459,0.742939998598761,6.52836421076448
"72265",0.410446983674553,0.592351103928742,0.764060655000452,6.96240901271156
"212442",0.12370651433518,0.641640182062393,1.12950683043415,3.38662150029486
"14048",2.03440183131727,1.37919072698903,1.16628850133771,3.18720230182158
"17681",1.38180922536095,1.18249686705151,1.30142091731592,-0.538291004564454
"21749",0.969116357431849,1.08314276798201,1.19261592809638,3.03591139435916
"226866",3.55813514988033,2.20305847703443,1.14107786513164,3.32490995175227
"19989",0.904032832109611,0.948286523077982,0.990850248447718,8.89112677370053
"98711",1.66504236840559,1.20621448794404,0.776221425775379,5.42486446641445
"29819",0.827584716478714,0.908675261945108,0.986326203137248,4.11237601319787
"66799",0.300937499856568,0.615100221457163,0.911318147469962,4.50447064409795
"67923",0.33387374617937,0.541836063515629,0.738022754654202,6.15128673174568
"70397",0.434029025612991,0.687429728231891,0.926653840975622,4.42193609921099
"17087",1.25179813331528,1.29372530950123,1.34062383333704,1.81912498310109
"57339",1.54005326402759,1.41361977465019,1.30025351140634,2.25666233861489
"14545",0.329940567192313,0.770699444161117,1.26291945293864,-1.48597792031633
"94227",6.27972263643514,3.5527485388363,1.33742034826058,1.86189386520097
"83691",4.86907582978885,2.94061565042236,1.1954857986539,3.01863524392644
"21419",7.24657287466861,3.89417816948437,0.754322985414478,5.69600032361013
"241035",1.07131950137799,1.62788112986857,1.23370762756876,-2.12402634707158
"17215",10.3201283750385,5.41587430605209,0.811633348983865,5.12616053535808
"74229",0.396139002018318,0.79168886664815,1.3583380073614,1.39152240318381
"71877",1.72468838228671,1.51551661142618,1.35079166096026,0.928523277338466
"170829",0.868296062694756,1.10677859744854,1.33411001948752,1.90491612475002
"75712",2.64779810325804,1.95353778873013,1.35839528333108,1.19257784146702
"14859",4.10792403987755,2.63601599972849,1.31855290679305,-0.0355063660323744
