"logFC","unshrunk.logFC","logCPM","PValue","FDR","GeneID"
-2.19117183143824,-2.19187657253946,3.39875891854726,8.17277985586774e-09,8.1748489140591e-07,"52665"
-2.36812371887458,-2.36861630651851,5.12579697592538,8.30563309181337e-09,8.25548587314582e-07,"237988"
-1.75542371858329,-1.75548019954218,6.30083533347618,8.4827397250082e-09,8.37162716252953e-07,"56738"
-3.1086585143737,-3.11034965127127,2.62767443113754,8.52842301421953e-09,8.37162716252953e-07,"72315"
1.75199733426993,1.7522221599509,5.55739798699191,8.92902822360938e-09,8.66399296312819e-07,"54352"
-4.42421328286125,-4.42422422983005,11.3247109300392,8.93590770051819e-09,8.66399296312819e-07,"100470"
-2.38810315056651,-2.38822878336856,6.44052032762014,9.10592131110264e-09,8.77499880491866e-07,"78894"
-2.35417529413442,-2.35525539714942,2.43985789858619,9.19976265709393e-09,8.81169994137651e-07,"225908"
-2.39933475848123,-2.39934583652517,9.26194039567478,9.28226853549788e-09,8.83716698403666e-07,"12613"
3.5919960434619,3.59523928525006,8.13088893280426,9.38880035666071e-09,8.8487265782683e-07,"53318"
-4.67883251835707,-4.72385312047321,-0.367248129152253,9.45900771993732e-09,8.8487265782683e-07,"269633"
2.07608105370032,2.07626791221418,5.70012251758933,9.52727946087253e-09,8.8487265782683e-07,"54648"
-1.93622925985709,-1.93627556745859,6.98725570961788,9.59692421144615e-09,8.8487265782683e-07,"21982"
-2.36510595124834,-2.36552753069954,4.38194568314263,9.63643403850032e-09,8.8487265782683e-07,"73246"
-1.93566492766089,-1.93576950747627,5.96415837816291,9.65171354689213e-09,8.8487265782683e-07,"19729"
2.5433338336171,2.54389319981063,6.80385714439143,9.68634331840304e-09,8.8487265782683e-07,"12409"
2.36410055246118,2.36512139517197,4.79869860144986,9.78210285251968e-09,8.86624731590748e-07,"107242"
2.77684729224507,2.77808157746768,5.51303304776317,9.81772513467355e-09,8.86624731590748e-07,"14283"
-3.03415574275516,-3.03484110420279,3.97436178918754,9.98221410547967e-09,8.96357452971595e-07,"22169"
2.84516730923714,2.8484365198518,4.99883726022085,1.04294508514926e-08,9.31226221790897e-07,"215798"
2.59859538900555,2.59913960634078,5.76551187560647,1.04969980081114e-08,9.3199189056288e-07,"225875"
-2.60777763118,-2.60921915071733,2.26850222616957,1.11316862988286e-08,9.77986089060924e-07,"30049"
-3.77016215665985,-3.77161104918309,4.07198010113361,1.11891156959916e-08,9.77986089060924e-07,"20361"
-6.32494467390407,-6.40492748528782,-0.0576794015853058,1.12220639956613e-08,9.77986089060924e-07,"67280"
-3.21470288185442,-3.21590925268281,5.75571934427018,1.1277413197088e-08,9.77986089060924e-07,"192734"
-2.06014234864308,-2.06015189303584,9.34245432628185,1.13244402871519e-08,9.77986089060924e-07,"76267"
3.43494238974078,3.44135311937653,5.47694737912858,1.1532395262031e-08,9.90532471310531e-07,"226245"
-5.85210708378592,-5.87913185726791,1.05678408340623,1.19231761012543e-08,1.01729600208178e-06,"381925"
-2.59778736735119,-2.59814050845608,4.80200118064172,1.19727319910916e-08,1.01729600208178e-06,"57444"
3.45010878674376,3.45289043764412,4.52116666354902,1.21289693741933e-08,1.02506006411631e-06,"110596"
3.56630714038065,3.56669306249008,6.41344997799338,1.24245519338561e-08,1.04445541895032e-06,"16590"
5.70853444564655,5.7741513558267,4.45752499851548,1.25633124402869e-08,1.05053222119732e-06,"21414"
-2.22708171440512,-2.22723520695929,6.69215958322988,1.26561888791198e-08,1.0527284686611e-06,"20775"
-1.77991964174318,-1.78007650939584,5.36933823289939,1.3104566347311e-08,1.08431710237122e-06,"116873"
3.43889049572783,3.44105618307639,4.48720102153638,1.3589430546532e-08,1.11858000186142e-06,"239463"
-2.65118501069703,-2.65159970255299,4.90809811808269,1.44075335736339e-08,1.17940240732393e-06,"110196"
3.09428926648721,3.09544342919151,6.18375295132283,1.4477604848193e-08,1.17940240732393e-06,"13641"
-2.45219702208868,-2.45220056227529,11.0527764052007,1.46800129759098e-08,1.18975859010912e-06,"14104"
-1.7301665530364,-1.73020885417427,6.92099900907493,1.51559971006133e-08,1.22127001128043e-06,"235339"
-1.87104833963429,-1.87134050097649,4.5598208090964,1.52233733372718e-08,1.22127001128043e-06,"30057"
2.25796991622804,2.25884271850101,7.57342515120069,1.58148599355311e-08,1.2623133657633e-06,"67399"
-2.45394740089996,-2.454243596215,5.08168217999348,1.60285876058954e-08,1.26916998836291e-06,"16987"
-2.92858277670969,-2.93052521264482,3.78407349938331,1.61383959086878e-08,1.26916998836291e-06,"26912"
3.50025745731802,3.50127980842552,5.24929654801689,1.61416836029451e-08,1.26916998836291e-06,"74012"
-3.89478370097409,-3.89801817471618,2.32403483583584,1.6509698669366e-08,1.29167959292406e-06,"21906"
-2.98450093380913,-2.98526347185353,5.29864695192985,1.69976211306075e-08,1.3233024844735e-06,"16367"
1.97441695479641,1.97448114072571,8.08725939545123,1.74996683807107e-08,1.35381308059166e-06,"21847"
-3.29869717133614,-3.30005431973858,3.1706001287921,1.7616485523491e-08,1.35381308059166e-06,"72080"
-1.912415046835,-1.91271274579017,5.05927867509112,1.76465131993091e-08,1.35381308059166e-06,"67168"
3.1174032904705,3.11843511818008,4.40352501394732,1.86776366906922e-08,1.42599695777633e-06,"217410"
-3.72230828739398,-3.72760490381887,2.5630564088496,1.90868602258776e-08,1.44667892048463e-06,"22029"
-2.33541080900157,-2.33543778473393,8.08566286020571,1.91592791772137e-08,1.44667892048463e-06,"104009"
-4.8742401173325,-4.87738994429966,4.4642684469576,1.92231443496439e-08,1.44667892048463e-06,"100042856"
2.25483340176784,2.25499414616223,8.4032151592065,1.93638992378965e-08,1.45036523012187e-06,"67603"
-2.10887408117591,-2.10891775325146,7.13351259178114,1.96289625921956e-08,1.46328360758047e-06,"17436"
4.19206536522941,4.19262125391424,11.1488678398577,1.98331514857759e-08,1.47156397221222e-06,"16664"
-4.00445653910133,-4.01244218627463,1.56611791706288,2.00458451381204e-08,1.48039503066755e-06,"66859"
3.03969202303294,3.04212682699599,4.86540757180702,2.01488234549265e-08,1.48107909712399e-06,"231991"
2.56004152692619,2.5616643532065,3.91713826451532,2.08441115594002e-08,1.52509416242944e-06,"269831"
-4.44581602048478,-4.46244820829595,1.24466511993377,2.11675240594142e-08,1.54162004716582e-06,"14745"
1.8856702712902,1.88576834626372,7.67731406573046,2.16450873848284e-08,1.56173938224409e-06,"18003"
-3.12886144665655,-3.13048294960747,2.8445480060151,2.17113478135298e-08,1.56173938224409e-06,"66277"
4.10574610802984,4.10582751582428,11.5897240210953,2.17402343769741e-08,1.56173938224409e-06,"21825"
-3.60755222716337,-3.60801757226579,7.01487255677324,2.28253228422654e-08,1.62792603822999e-06,"102693"
-2.19145731917018,-2.19148510331918,8.33070014300097,2.28676019037621e-08,1.62792603822999e-06,"19330"
-1.72984108761637,-1.72985610544974,8.404297482176,2.36506765891948e-08,1.67612238930778e-06,"67213"
1.94166160286289,1.9418495594822,6.88262728832625,2.43301192810128e-08,1.71385555504911e-06,"225358"
-3.02498827178399,-3.0256569750719,3.97264558333715,2.43999936652777e-08,1.71385555504911e-06,"14696"
-1.64544190637639,-1.64546452913445,7.90687429365746,2.45910633435841e-08,1.71963347381417e-06,"17449"
3.64249466344714,3.64456860651384,5.50819561503445,2.47742135424191e-08,1.72179400174667e-06,"56753"
-3.01086696597681,-3.01425520132117,1.40123081812764,2.48398527207189e-08,1.72179400174667e-06,"100038464"
-1.61938159018318,-1.61942489502778,7.26749346451635,2.52020858678171e-08,1.73306958446255e-06,"211347"
-3.89764286046645,-3.90796429563026,0.680157274566377,2.5221842851581e-08,1.73306958446255e-06,"230766"
-3.3447367569562,-3.34848840345759,1.84512027768896,2.59501316022124e-08,1.77539341922669e-06,"56838"
-6.79928453108927,-6.95556967036802,-0.482803629689899,2.61630673590776e-08,1.78224619199509e-06,"67719"
3.15843519685951,3.15845467834091,9.86675508583578,2.65950455685042e-08,1.80054465727941e-06,"12740"
-3.3197808990738,-3.32280590848809,3.94543007288894,2.67334516087847e-08,1.80054465727941e-06,"68262"
4.0747175313571,4.07485815796905,8.73997401921662,2.67734747191004e-08,1.80054465727941e-06,"27273"
-3.46624260115628,-3.46647290022922,8.9444075435991,2.73449846373091e-08,1.83118702206794e-06,"78892"
-2.41283725209921,-2.41505342017557,1.91062743615159,2.74612807405874e-08,1.83121553090398e-06,"73598"
3.54340939553518,3.54364363627127,7.11413846465979,2.79020413755366e-08,1.85278933571e-06,"66540"
-1.68258381663039,-1.68298863214052,5.2075607581133,2.8039267445803e-08,1.85411122474256e-06,"215280"
2.09552152830709,2.09556037187532,8.41122595820533,2.8617333498331e-08,1.87979447708783e-06,"12550"
2.48681293356594,2.48716506572243,7.8139312698801,2.86655573891525e-08,1.87979447708783e-06,"319710"
-1.64880615038526,-1.64893637510362,5.17740089489509,3.12239142578299e-08,2.03425589586584e-06,"100041649"
1.70580228911127,1.70606545097894,5.45157547506294,3.1380509679944e-08,2.03425589586584e-06,"68732"
-1.65544394369757,-1.65569950679496,5.01771945695941,3.14071398754281e-08,2.03425589586584e-06,"229725"
-1.4880226901618,-1.48808497671821,5.95194486641831,3.26999488514285e-08,2.10934690468561e-06,"66286"
-1.55246940370613,-1.55270409722339,5.04162281933485,3.28494530492346e-08,2.11037705687034e-06,"109672"
1.99338820246757,1.99409000712342,5.1546256570788,3.39693945699349e-08,2.1670273582176e-06,"108097"
-2.78977467077257,-2.79092330177541,2.85248217698153,3.40054913210557e-08,2.1670273582176e-06,"103161"
-2.44414968968204,-2.4447168990685,6.25205144106455,3.43418669159116e-08,2.17967415557858e-06,"320165"
-2.13475286222334,-2.13496546689465,5.72626208782714,3.46463677832417e-08,2.19020478578541e-06,"74754"
2.74682463335822,2.74706660811158,5.45841668445325,3.49682799052956e-08,2.20174779132785e-06,"68775"
1.51130329434389,1.51144285143854,6.43046982717235,3.51394611536581e-08,2.20374620663656e-06,"228790"
1.67852612967889,1.67871951360751,6.04562824790837,3.5702032003736e-08,2.23017752484997e-06,"20166"
-2.54976685235698,-2.55009782814426,5.44071507771288,3.87483216285621e-08,2.40531202359366e-06,"21990"
-1.87173060698817,-1.87175488625809,7.78739986297514,3.88100839038461e-08,2.40531202359366e-06,"56473"
1.8997198582569,1.90018077094733,8.02645013683738,3.9113830165418e-08,2.41466785911822e-06,"12406"
1.74590802460863,1.74597605966796,7.54893736241936,3.94222948542454e-08,2.42424104232099e-06,"223697"
-5.53249274141049,-5.5618205376007,0.99264849117612,4.07523428517898e-08,2.49631793189801e-06,"105404"
-2.78798974612809,-2.78995150793591,2.53702877289103,4.14339739498898e-08,2.52827229461026e-06,"110095"
-2.93979107831234,-2.9439826941518,2.46915779940774,4.2045577742639e-08,2.55572427171026e-06,"19713"
2.73636978368623,2.7367146261978,6.74480186595658,4.24834064894801e-08,2.57244351019059e-06,"235611"
-2.56686079238165,-2.56825276093127,3.73017534295812,4.28579518368881e-08,2.58521782759611e-06,"67111"
-2.34160506255505,-2.3420562157462,4.94732936333997,4.30528330617349e-08,2.58709875934471e-06,"66234"
-2.18514428428093,-2.1856653369101,3.84903175174709,4.55808771287116e-08,2.72863705356878e-06,"269582"
-2.76435759001635,-2.76435797192074,14.4806487702017,4.577451269224e-08,2.7298882965591e-06,"14663"
