theoretical,observed
-1.1143165422722339,-1.3554064799699743
-1.1138632190354085,-1.355060564813387
-1.1134101245841488,-1.3495081493922927
-1.112957258594717,-1.3494922734973336
-1.1125046207440528,-1.3484155279220535
-1.1120522107097714,-1.3474223589898686
-1.1116000281701606,-1.3471886175549086
-1.1111480728041783,-1.3466517634069592
-1.110696344291454,-1.3459295372902254
-1.1102448423122822,-1.3452691841844195
-1.1097935665476233,-1.3450549588234881
-1.109342516679102,-1.3444985992539706
-1.108891692389005,-1.3441642735497228
-1.1084410933602762,-1.3428898003011989
-1.107990719276521,-1.3427642401896016
-1.1075405698219982,-1.340805426237481
-1.1070906446816222,-1.3389832772957466
-1.106640943540959,-1.3364411542232002
-1.1061914660862258,-1.3363884095759375
-1.1057422120042877,-1.3360258806200243
-1.1052931809826578,-1.335069849868461
-1.1048443727094939,-1.3339685871092906
-1.1043957868735952,-1.3337002024372562
-1.103947423164406,-1.3335663548616146
-1.1034992812720081,-1.3328702446904668
-1.1030513608871204,-1.332527726136908
-1.1026036617011,-1.3316919138055248
-1.1021561834059361,-1.3311555029586708
-1.1017089256942527,-1.3307851053265645
-1.1012618882593035,-1.3292430305870986
-1.1008150707949707,-1.3285826671178964
-1.1003684729957643,-1.328462909174353
-1.0999220945568207,-1.3275594022351214
-1.0994759351738987,-1.3275132174040023
-1.09902999454338,-1.3271972670823542
-1.0985842723622663,-1.3262417708643393
-1.0981387683281778,-1.326174023198719
-1.0976934821393523,-1.3253835217103893
-1.0972484134946423,-1.3253133759108944
-1.0968035620935128,-1.325257894366713
-1.0963589276360428,-1.3245902787109252
-1.0959145098229204,-1.32409235851349
-1.0954703083554402,-1.3234090147981552
-1.0950263229355075,-1.3218915137059264
-1.0945825532656286,-1.321857357640265
-1.0941389990489159,-1.3216593344177958
-1.093695659989082,-1.3211472188059898
-1.0932525357904406,-1.319141687779596
-1.092809626157904,-1.318336481788935
-1.0923669307969794,-1.317902895895879
-1.0919244494137708,-1.3172326698274806
-1.091482181714976,-1.3168102295043345
-1.091040127407884,-1.3163009809638098
-1.0905982862003725,-1.3162913006843109
-1.0901566578009116,-1.314810502435257
-1.089715241918554,-1.3146076279286254
-1.0892740382629416,-1.3144888562893686
-1.0888330465442975,-1.313785611332189
-1.0883922664734285,-1.3133721186165832
-1.0879516977617216,-1.3132261013555095
-1.0875113401211427,-1.3122011524825135
-1.087071193264235,-1.3118704175221083
-1.0866312569041179,-1.3118296139390289
-1.086191530754485,-1.3116609390484768
-1.0857520145296031,-1.3115943818844933
-1.0853127079443101,-1.311220899103719
-1.0848736107140118,-1.3101897704083791
-1.0844347225546853,-1.3095784859303585
-1.0839960431828712,-1.3087185496564797
-1.0835575723156778,-1.3065869041471667
-1.0831193096707743,-1.3057612590323486
-1.082681254966393,-1.304997887495479
-1.0822434079213281,-1.3043690432155155
-1.0818057682549302,-1.3039829019356124
-1.0813683356871098,-1.3020948410865156
-1.0809311099383303,-1.3002088845523558
-1.0804940907296121,-1.3001104893051547
-1.0800572777825284,-1.2986182754858397
-1.079620670819202,-1.29857166967183
-1.0791842695623066,-1.2981834303047433
-1.0787480737350663,-1.2979898417596427
-1.0783120830612483,-1.2979038591583847
-1.077876297265169,-1.2978714740466724
-1.0774407160716863,-1.2975396083060702
-1.0770053392062016,-1.2973176518028298
-1.076570166394659,-1.2969872711662698
-1.076135197363539,-1.2967381139708476
-1.075700431839863,-1.2964028042272235
-1.0752658695511887,-1.2963574471835966
-1.074831510225608,-1.296306284302188
-1.0743973535917486,-1.2960333300253013
-1.0739633993787692,-1.295063925531271
-1.0735296473163598,-1.2944750119802473
-1.0730960971347412,-1.2938209091997461
-1.0726627485646612,-1.2936491680693656
-1.0722296013373946,-1.2934260355739002
-1.0717966551847422,-1.2934092648099809
-1.0713639098390288,-1.2933333274525554
-1.070931365033102,-1.2933280534299567
-1.0704990205003293,-1.2932614697723366
-1.0700668759746002,-1.2932281613645071
-1.0696349311903213,-1.2932105280805708
-1.0692031858824167,-1.292697527066053
-1.0687716397863263,-1.2923410749826416
-1.0683402926380048,-1.2922058478746539
-1.067909144173919,-1.2921206845045856
-1.0674781941310487,-1.2921030779309652
-1.067047442246882,-1.2920932920065227
-1.0666168882594187,-1.2909181256279083
-1.066186531907164,-1.2907267750925342
-1.0657563729291304,-1.2884233530332105
-1.0653264110648357,-1.2883041414375516
-1.0648966460543001,-1.2882833747143692
-1.0644670776380472,-1.2881730693292777
-1.064037705557102,-1.2878988831754437
-1.063608529552987,-1.2877106415535193
-1.0631795493677259,-1.2876660550575236
-1.0627507647438377,-1.2859161488335573
-1.0623221754243373,-1.2843823505582745
-1.0618937811527351,-1.2843807980071147
-1.0614655816730332,-1.284104194669076
-1.0610375767297264,-1.2840885756275082
-1.0606097660678007,-1.2839332495332194
-1.0601821494327295,-1.2838727558758032
-1.059754726570477,-1.2838078542547786
-1.059327497227491,-1.2834544680058195
-1.0589004611507076,-1.283378141450401
-1.0584736180875454,-1.2833100880239376
-1.0580469677859068,-1.2829063273277177
-1.0576205099941753,-1.2825802010592418
-1.0571942444612155,-1.282497166438106
-1.0567681709363703,-1.2820602907001222
-1.056342289169462,-1.2813308372318217
-1.055916598910788,-1.2812106024173044
-1.0554910999111222,-1.28072814844982
-1.0550657919217128,-1.2806353970244955
-1.0546406746942805,-1.280498563691954
-1.054215747981018,-1.2785827221055996
-1.0537910115345885,-1.2777017758893696
-1.0533664651081247,-1.2770822813772145
-1.0529421084552277,-1.2769372374900092
-1.0525179413299646,-1.2759293536901097
-1.0520939634868698,-1.2758212525703034
-1.0516701746809407,-1.2752281679938169
-1.0512465746676387,-1.2749681983301473
-1.050823163202888,-1.2748119869651304
-1.0503999400430721,-1.2746056117329674
-1.049976904945036,-1.2736571067414229
-1.0495540576660825,-1.2728561284269881
-1.049131397963971,-1.272459250420061
-1.048708925596919,-1.2722425677751288
-1.0482866403235975,-1.2718315716607587
-1.0478645419031325,-1.2715366287510668
-1.0474426300951019,-1.2709745038759872
-1.0470209046595347,-1.2704901298339386
-1.0465993653569126,-1.2679850683883571
-1.0461780119481643,-1.266227732928289
-1.0457568441946674,-1.2658964521018314
-1.0453358618582462,-1.264634632292293
-1.0449150647011716,-1.2646131533596536
-1.044494452486159,-1.264554652485666
-1.044074024976367,-1.2628595724476335
-1.043653781935396,-1.2628313217039207
-1.043233723127289,-1.2622767647551352
-1.0428138483165288,-1.26115936673334
-1.0423941572680373,-1.2597573263958655
-1.041974649747174,-1.2596302451023278
-1.041555325519735,-1.2575660345707464
-1.041136184351953,-1.257272688831828
-1.0407172260104955,-1.2571543309104785
-1.0402984502624621,-1.2571361635683698
-1.0398798568753864,-1.25686737865512
-1.039461445617232,-1.2566106728063573
-1.039043216256394,-1.256184827809452
-1.038625168561696,-1.2560161678831048
-1.0382073023023892,-1.2558507951090832
-1.0377896172481533,-1.2541633076787406
-1.0373721131690923,-1.253297727486629
-1.0369547898357356,-1.2526230924001645
-1.0365376470190375,-1.2511348342587285
-1.036120684490373,-1.249773864777301
-1.0357039020215406,-1.2483710199282403
-1.0352872993847584,-1.248063324291001
-1.0348708763526637,-1.2479286144917088
-1.0344546326983137,-1.2465401170825723
-1.0340385681951816,-1.2462578146428909
-1.033622682617158,-1.2450112253686756
-1.033206975738548,-1.2445812054258332
-1.0327914473340711,-1.2439792406096297
-1.0323760971788616,-1.2438967653815889
-1.0319609250484636,-1.2434364682413441
-1.0315459307188342,-1.243295003089104
-1.0311311139663402,-1.2430415737702667
-1.0307164745677568,-1.2430035020220973
-1.030302012300269,-1.2410115633205727
-1.0298877269414668,-1.240861197513401
-1.0294736182693482,-1.2400795197773937
-1.0290596860623156,-1.2396502260762046
-1.0286459300991746,-1.2389778212939044
-1.0282323501591355,-1.2377010548881506
-1.0278189460218097,-1.2376980394133092
-1.0274057174672093,-1.237549914618646
-1.0269926642757476,-1.2374623745449937
-1.0265797862282362,-1.2369137452219605
-1.0261670831058851,-1.2361467096936045
-1.0257545546903013,-1.2355468833079457
-1.025342200763488,-1.235228420470497
-1.0249300211078436,-1.2337542521693308
-1.0245180155061602,-1.233728945292029
-1.0241061837416243,-1.2332081280307081
-1.0236945255978132,-1.2331549648245268
-1.0232830408586961,-1.2328385352917657
-1.0228717293086333,-1.2323462485827104
-1.022460590732373,-1.2303663126226607
-1.0220496249150521,-1.2281512904417955
-1.0216388316421967,-1.2257464551087822
-1.021228210699716,-1.2257379610339167
-1.0208177618739085,-1.2253162099642994
-1.0204074849514542,-1.2250054691111747
-1.0199973797194184,-1.2247859899417752
-1.0195874459652492,-1.224349680177871
-1.019177683476775,-1.2231076371161713
-1.0187680920422064,-1.2228779139530164
-1.0183586714501336,-1.222865569700598
-1.0179494214895253,-1.2228393127833488
-1.0175403419497286,-1.222422259008705
-1.0171314326204681,-1.2217854167256763
-1.0167226932918432,-1.2216879145195474
-1.0163141237543305,-1.2215079161703848
-1.0159057237987785,-1.221261362077528
-1.0154974932164123,-1.2202092583437174
-1.0150894317988266,-1.2192355320123023
-1.0146815393379893,-1.2189028873754075
-1.0142738156262388,-1.2181613557300734
-1.0138662604562825,-1.2181277291288815
-1.013458873621198,-1.2180524761592555
-1.0130516549144302,-1.2175464437833623
-1.012644604129791,-1.2167382014448291
-1.0122377210614588,-1.2160475021587769
-1.0118310055039776,-1.212548598692903
-1.0114244572522555,-1.2116554895626404
-1.011018076101564,-1.2107344397604864
-1.0106118618475375,-1.2106310958686852
-1.0102058142861725,-1.2101813506618313
-1.0097999332138259,-1.2092135426821382
-1.0093942184272153,-1.2082575351053957
-1.0089886697234178,-1.2078525522561816
-1.008583286899867,-1.2077991479677566
-1.008178069754356,-1.2014213071604456
-1.0077730180850342,-1.2012139143954115
-1.0073681316904048,-1.2002732707213737
-1.0069634103693292,-1.1976416331590993
-1.0065588539210197,-1.1975460312185215
-1.006154462145044,-1.1973933685649558
-1.0057502348413216,-1.195704264095862
-1.0053461718101218,-1.1955330345702326
-1.0049422728520676,-1.1950134060015796
-1.004538537768129,-1.194953833520406
-1.0041349663596266,-1.1946912506145357
-1.0037315584282296,-1.1940973104807937
-1.0033283137759523,-1.1936454213858305
-1.0029252322051574,-1.1929620185256935
-1.002522313518553,-1.192434110646031
-1.0021195575191912,-1.192379845911397
-1.001716964010469,-1.1914365104155502
-1.0013145327961266,-1.1907947324978714
-1.0009122636802454,-1.1905343466105618
-1.0005101564672496,-1.1905186776271133
-1.0001082109619033,-1.19014739437638
-0.9997064269693113,-1.1882432961248244
-0.9993048042949172,-1.1880971606651543
-0.9989033427445024,-1.1880352419780127
-0.998502042124187,-1.1873924878665947
-0.9981009022404261,-1.186843537315611
-0.9976999229000127,-1.1859580631702058
-0.9972991039100733,-1.1855140429560875
-0.996898445078069,-1.1847122224988327
-0.9964979462117954,-1.1845764136771775
-0.99609760711938,-1.1816979107218788
-0.9956974276092823,-1.181087417170029
-0.9952974074902933,-1.1802654932530376
-0.9948975465715337,-1.180103932681318
-0.9944978446624548,-1.1796569835462372
-0.9940983015728363,-1.1783223783522252
-0.9936989171127851,-1.177894692525133
-0.9932996910927375,-1.1766386638539932
-0.9929006233234534,-1.1761001245296274
-0.992501713616021,-1.1760187387834065
-0.9921029617818523,-1.175201708096238
-0.9917043676326834,-1.1746568283284269
-0.9913059309805743,-1.173460366247069
-0.9909076516379076,-1.1725339650247915
-0.9905095294173876,-1.172300307094223
-0.99011156413204,-1.1715420695626702
-0.9897137555952106,-1.1711251238181926
-0.9893161036205655,-1.1709356567823035
-0.988918608022089,-1.1682914624761782
-0.988521268614084,-1.166274015607055
-0.988124085211171,-1.1659145532002295
-0.9877270576282865,-1.1655171058559506
-0.9873301856806836,-1.1647634409682392
-0.9869334691839303,-1.1644072061660888
-0.9865369079539095,-1.164353275988798
-0.9861405018068174,-1.163551150464514
-0.9857442505591627,-1.162432923669208
-0.9853481540277679,-1.1623604896014887
-0.9849522120297657,-1.161680465729183
-0.9845564243826003,-1.1604328231332957
-0.9841607909040258,-1.1595393149321187
-0.9837653114121055,-1.1592090294283164
-0.9833699857252117,-1.1589822951963253
-0.982974813662025,-1.1589375440694025
-0.9825797950415318,-1.1580496390998076
-0.9821849296830271,-1.1580245399549909
-0.9817902174061099,-1.1576396854746753
-0.9813956580306852,-1.1566140015803454
-0.9810012513769626,-1.155072248441791
-0.9806069972654546,-1.1546117258811823
-0.9802128955169775,-1.1543320414196288
-0.9798189459526493,-1.1516387376041188
-0.97942514839389,-1.151354563936463
-0.9790315026624204,-1.150345257241088
-0.9786380085802615,-1.1502234932651445
-0.9782446659697336,-1.1501462340163169
-0.9778514746534566,-1.1482650306150999
-0.977458434454347,-1.147107164725847
-0.9770655451956207,-1.147100552485215
-0.9766728067007889,-1.1461263922730311
-0.9762802187936594,-1.1458105840903248
-0.9758877812983361,-1.1445021913998883
-0.975495494039216,-1.1434815075447293
-0.9751033568409918,-1.1430049948105754
-0.9747113695286488,-1.1428739204846932
-0.9743195319274647,-1.1426949077668438
-0.9739278438630101,-1.1409839689477856
-0.9735363051611464,-1.1409536649037846
-0.9731449156480259,-1.1403253226263788
-0.9727536751500911,-1.1397275964308886
-0.9723625834940733,-1.1394731587740823
-0.9719716405069935,-1.1389630656557563
-0.9715808460161596,-1.1385648775419517
-0.9711901998491673,-1.1383023147736369
-0.9707997018339002,-1.1380220323761523
-0.9704093517985259,-1.1378190567306525
-0.9700191495714993,-1.1373503411391581
-0.9696290949815594,-1.137157942461821
-0.9692391878577289,-1.1365210361472586
-0.9688494280293148,-1.1364862397685376
-0.9684598153259066,-1.1363519122551824
-0.9680703495773758,-1.1353470494268256
-0.967681030613876,-1.1352346790559187
-0.9672918582658412,-1.1352195368811988
-0.966902832363986,-1.134709535543401
-0.9665139527393047,-1.1338055853968714
-0.9661252192230706,-1.1336122266213817
-0.9657366316468355,-1.1330521556067614
-0.9653481898424284,-1.1327472944853294
-0.9649598936419563,-1.1326707040306139
-0.9645717428778025,-1.1317698655170025
-0.9641837373826253,-1.1316662262536932
-0.9637958769893598,-1.129131000668544
-0.9634081615312147,-1.1288688442727257
-0.9630205908416727,-1.1285382042646952
-0.962633164754491,-1.1273225065129897
-0.962245883103698,-1.1272975989760063
-0.9618587457235959,-1.1267651036177633
-0.9614717524487569,-1.1266692483679706
-0.9610849031140257,-1.1264695054953515
-0.9606981975545168,-1.1262528791321953
-0.9603116356056134,-1.125746516267975
-0.9599252171029697,-1.1246895942955406
-0.9595389418825073,-1.1236425668385794
-0.9591528097804154,-1.123481006204161
-0.958766820633152,-1.1229194526126052
-0.9583809742774407,-1.1227458122160958
-0.9579952705502716,-1.121157617895658
-0.9576097092888999,-1.1208460570352088
-0.9572242903308466,-1.1183959512795147
-0.9568390135138966,-1.1178747035758394
-0.9564538786760983,-1.1174996366173613
-0.956068885655764,-1.1171445007715142
-0.9556840342914686,-1.1163737099321827
-0.9552993244220479,-1.1159665441848694
-0.9549147558866006,-1.115380061150776
-0.9545303285244853,-1.1125583061620865
-0.9541460421753208,-1.1113838152788478
-0.9537618966789867,-1.1108291854932164
-0.9533778918756207,-1.110429802505989
-0.9529940276056194,-1.1102476025168004
-0.9526103037096374,-1.1100097874344619
-0.9522267200285863,-1.1099697190738718
-0.9518432764036354,-1.109562892897035
-0.9514599726762099,-1.1091709758422084
-0.9510768086879895,-1.1075444730666877
-0.9506937842809118,-1.1073437324579414
-0.9503108992971658,-1.1065032083519377
-0.9499281535791967,-1.1063513320490492
-0.9495455469697025,-1.105856834794063
-0.9491630793116336,-1.1048318341761885
-0.9487807504481938,-1.1017082657171826
-0.9483985602228374,-1.1009697215228957
-0.9480165084792711,-1.1009632568162535
-0.9476345950614516,-1.0994229365987402
-0.9472528198135856,-1.09639818995171
-0.94687118258013,-1.095769108793615
-0.9464896832057904,-1.095444066484524
-0.9461083215355203,-1.095390603668527
-0.9457270974145224,-1.0931624530512003
-0.9453460106882454,-1.0925379274822584
-0.944965061202386,-1.0922026548046224
-0.9445842488028863,-1.0916039770883472
-0.9442035733359345,-1.0904270058159973
-0.9438230346479647,-1.0892570905594878
-0.9434426325856542,-1.0892386641189382
-0.9430623669959259,-1.0891690357633181
-0.9426822377259455,-1.088594257154118
-0.9423022446231218,-1.0869903105000533
-0.941922387535107,-1.0868292916186064
-0.9415426663097943,-1.0865579076237994
-0.9411630807953185,-1.0861033268267948
-0.9407836308400565,-1.0860003785378811
-0.9404043162926237,-1.0853771744944958
-0.9400251370018773,-1.0851390921313708
-0.9396460928169129,-1.084571400364917
-0.9392671835870652,-1.084518086799613
-0.9388884091619076,-1.0841201762945787
-0.9385097693912503,-1.0829721978913405
-0.9381312641251421,-1.08021938825472
-0.9377528932138681,-1.080090805091203
-0.937374656507949,-1.0796980590917122
-0.9369965538581428,-1.0784365327956682
-0.9366185851154414,-1.0771875471139862
-0.9362407501310721,-1.0770370381904901
-0.9358630487564966,-1.0757903131401307
-0.9354854808434094,-1.075473058430311
-0.9351080462437396,-1.0754541686615666
-0.9347307448096481,-1.0745760357024368
-0.934353576393528,-1.0737106050468652
-0.9339765408480053,-1.0703979056818114
-0.9335996380259356,-1.0702849152523677
-0.9332228677804065,-1.0702551220041008
-0.9328462299647353,-1.070182205952466
-0.9324697244324687,-1.0691611194742545
-0.9320933510373834,-1.0684534962312116
-0.9317171096334849,-1.0671302174868984
-0.9313410000750059,-1.0664389266628482
-0.9309650222164085,-1.065702939708666
-0.9305891759123801,-1.0655650481011198
-0.9302134610178368,-1.065544149954121
-0.9298378773879198,-1.0653644698366724
-0.9294624248779965,-1.0650541567153047
-0.9290871033436601,-1.0648654686827954
-0.9287119126407275,-1.0648181449676133
-0.9283368526252412,-1.064785527891887
-0.9279619231534671,-1.0646949008797315
-0.9275871240818944,-1.0641865110085842
-0.9272124552672354,-1.0637774622558815
-0.9268379165664251,-1.0635920030871606
-0.9264635078366197,-1.0634530366795105
-0.9260892289351982,-1.063072350259167
-0.9257150797197591,-1.062392540082726
-0.9253410600481228,-1.062033737387382
-0.9249671697783292,-1.0620030142060244
-0.9245934087686378,-1.0605032385269768
-0.9242197768775278,-1.059977680346338
-0.9238462739636962,-1.059718116592003
-0.9234728998860592,-1.059560002348068
-0.9230996545037501,-1.0594958007450093
-0.9227265376761196,-1.0584358130702205
-0.9223535492627356,-1.0575569449933109
-0.9219806891233825,-1.0567808523888258
-0.9216079571180594,-1.056739518446408
-0.9212353531069831,-1.056339177487777
-0.9208628769505831,-1.0561789433510667
-0.920490528509505,-1.055767018100896
-0.9201183076446078,-1.0555164206507532
-0.9197462142169641,-1.0555098504301739
-0.9193742480878612,-1.0552644314193609
-0.9190024091187963,-1.0549037394861212
-0.9186306971714816,-1.0546330394712982
-0.9182591121078398,-1.0543164966736114
-0.917887653790005,-1.0529530738961976
-0.9175163220803233,-1.0528648477575917
-0.9171451168413504,-1.0526734859877538
-0.9167740379358521,-1.0522385502528662
-0.916403085226804,-1.0510867791763492
-0.9160322585773911,-1.0506742173243053
-0.9156615578510071,-1.050593964362678
-0.9152909829112538,-1.050436464452346
-0.9149205336219408,-1.0504284901914416
-0.9145502098470859,-1.050336598164559
-0.9141800114509129,-1.0502437991552933
-0.913809938297853,-1.0501788829986456
-0.913439990252543,-1.0501217418807127
-0.9130701671798254,-1.0500703704073027
-0.9127004689447485,-1.0500486064170407
-0.9123308954125653,-1.0499053233101505
-0.9119614464487328,-1.0494965104820604
-0.9115921219189125,-1.0489374544578933
-0.9112229216889689,-1.04880232392973
-0.9108538456249704,-1.0485723417915862
-0.9104848935931874,-1.048432363697591
-0.9101160654600933,-1.0479537459015897
-0.9097473610923629,-1.047529973155568
-0.9093787803568723,-1.0472706028332692
-0.9090103231206992,-1.047257852033476
-0.9086419892511215,-1.0472507574349754
-0.9082737786156175,-1.0472489924953297
-0.9079056910818655,-1.0472016697613207
-0.9075377265177426,-1.047166922817282
-0.9071698847913252,-1.0470888856795506
-0.9068021657708885,-1.0469473899109474
-0.9064345693249047,-1.0465083303792064
-0.9060670953220459,-1.0464002126408174
-0.9056997436311796,-1.0458924459395127
-0.9053325141213703,-1.0452605939810877
-0.9049654066618805,-1.044155355042728
-0.9045984211221667,-1.0441232379096064
-0.9042315573718831,-1.0429080588672919
-0.903864815280878,-1.042552316495963
-0.9034981947191947,-1.0423463698138644
-0.9031316955570715,-1.0422042789331174
-0.9027653176649401,-1.0407009634673556
-0.9023990609134261,-1.0404491995598468
-0.902032925173349,-1.038602949788851
-0.90166691031572,-1.0383699942194362
-0.9013010162117439,-1.037721604235217
-0.900935242732817,-1.037630424228314
-0.9005695897505273,-1.036519108374498
-0.9002040571366547,-1.0360028273963966
-0.8998386447631689,-1.0358243933361988
-0.899473352502231,-1.0336389519446367
-0.899108180226192,-1.0324702144377682
-0.8987431278075925,-1.0322073614545304
-0.8983781951191628,-1.0318870907837752
-0.8980133820338213,-1.0310456387390994
-0.8976486884246762,-1.030122531663563
-0.897284114165023,-1.0293633099962114
-0.8969196591283449,-1.0289916269075083
-0.8965553231883134,-1.0284996241699098
-0.8961911062187863,-1.0281869052317998
-0.8958270080938081,-1.0277547437362988
-0.8954630286876099,-1.0271017279195358
-0.8950991678746082,-1.026849513285305
-0.8947354255294057,-1.02668716005728
-0.8943718015267895,-1.0265002189116803
-0.8940082957417316,-1.0258736465415783
-0.8936449080493892,-1.0258295803643307
-0.8932816383251022,-1.0251423964966093
-0.8929184864443953,-1.024558868756301
-0.8925554522829756,-1.0234654495175528
-0.8921925357167334,-1.0230130154680275
-0.891829736621742,-1.0229560932137325
-0.8914670548742557,-1.0212196406411866
-0.8911044903507116,-1.0205446882753555
-0.8907420429277282,-1.0204883793511792
-0.8903797124821038,-1.0203312636809498
-0.890017498890819,-1.0198603796134103
-0.8896554020310337,-1.0177083263936177
-0.8892934217800875,-1.017050003087574
-0.8889315580155012,-1.01698987553878
-0.8885698106149723,-1.0164553187146408
-0.8882081794563795,-1.0157208709465853
-0.8878466644177787,-1.0154412011587661
-0.887485265377404,-1.0150612416435105
-0.887123982213668,-1.0142892435098059
-0.8867628148051595,-1.0138897941074336
-0.8864017630306454,-1.0129623351811814
-0.8860408267690693,-1.0124204582807421
-0.8856800058995501,-1.0124042981801775
-0.8853193003013837,-1.0122862997937643
-0.8849587098540413,-1.011236168260307
-0.8845982344371692,-1.010982267449488
-0.8842378739305893,-1.009445311876199
-0.8838776282142968,-1.0084884828371552
-0.8835174971684624,-1.007779332125812
-0.8831574806734299,-1.0073550590844211
-0.8827975786097171,-1.0067946647544803
-0.8824377908580145,-1.006695206969765
-0.882078117299186,-1.0053362529042613
-0.8817185578142672,-1.0051081450221768
-0.8813591122844668,-1.0049830535160502
-0.8809997805911643,-1.0023787401826287
-0.8806405626159117,-1.00226530114093
-0.8802814582404314,-1.0016913127763414
-0.879922467346616,-1.0009605323275772
-0.8795635898165305,-1.0008159293736887
-0.8792048255324075,-1.0007600688446827
-0.8788461743766515,-0.999995430486096
-0.8784876362318351,-0.9994172107716839
-0.8781292109807002,-0.9992874901815532
-0.8777708985061576,-0.9983719382612757
-0.8774126986912869,-0.9978598162679908
-0.8770546114193352,-0.9973272106549016
-0.876696636573717,-0.9971134525855775
-0.8763387740380151,-0.9966611905767855
-0.8759810236959789,-0.9943318696119428
-0.8756233854315244,-0.9926835874855933
-0.8752658591287342,-0.9925675141265364
-0.8749084446718574,-0.9924388041210254
-0.8745511419453075,-0.9915599949801487
-0.8741939508336648,-0.9912520269391896
-0.8738368712216743,-0.9908512801875847
-0.8734799029942452,-0.9904337206934486
-0.8731230460364519,-0.9900222545042167
-0.8727663002335323,-0.9890559769971919
-0.8724096654708886,-0.9889263220510205
-0.8720531416340861,-0.9880493994978198
-0.871696728608853,-0.9872989413164307
-0.8713404262810814,-0.9871577244779178
-0.8709842345368245,-0.9869600920476899
-0.8706281532622986,-0.9852016456641064
-0.8702721823438817,-0.9850337286749238
-0.8699163216681128,-0.9846518290758502
-0.8695605711216928,-0.9838513044189546
-0.8692049305914833,-0.9838475269835332
-0.868849399964506,-0.9832900180161007
-0.8684939791279439,-0.9821588189074986
-0.868138667969139,-0.9818482217871229
-0.8677834663755932,-0.9816377381211844
-0.8674283742349678,-0.9814202660865207
-0.8670733914350831,-0.9809378478684239
-0.8667185178639183,-0.9804376176213683
-0.8663637534096104,-0.9804251765576469
-0.8660090979604554,-0.9802573773693636
-0.8656545514049064,-0.9802340726520808
-0.8653001136315736,-0.9800851573232313
-0.8649457845292254,-0.9797755247708185
-0.8645915639867865,-0.9792630579049519
-0.8642374518933377,-0.9792434612132589
-0.8638834481381171,-0.9790724813712609
-0.8635295526105176,-0.9785695170293912
-0.8631757652000884,-0.9779114435746459
-0.862822085796534,-0.9778148690142875
-0.8624685142897134,-0.9777804237924678
-0.8621150505696411,-0.9760747855870139
-0.8617616945264855,-0.9754380793260096
-0.861408446050569,-0.9744078641403562
-0.8610553050323685,-0.9733576521540402
-0.8607022713625132,-0.9718724772511044
-0.8603493449317869,-0.9711359921970906
-0.8599965256311257,-0.9698729636301707
-0.8596438133516178,-0.9692071791774911
-0.859291207984505,-0.9684966291237914
-0.8589387094211793,-0.9674954459321794
-0.8585863175531866,-0.9672765158516742
-0.8582340322722224,-0.9658836259973254
-0.8578818534701342,-0.965109537309913
-0.8575297810389209,-0.9649319281300166
-0.8571778148707305,-0.963861305180624
-0.8568259548578624,-0.9638160129495172
-0.8564742008927662,-0.9636373264874503
-0.8561225528680395,-0.9629816240732617
-0.8557710106764316,-0.9626429515713569
-0.8554195742108391,-0.9624107009722209
-0.8550682433643082,-0.9619646949330158
-0.8547170180300342,-0.9619193564885193
-0.8543658981013591,-0.961818114175679
-0.8540148834717745,-0.9618006823682027
-0.8536639740349184,-0.9617198720843924
-0.8533131696845772,-0.9614339376959455
-0.8529624703146838,-0.9601272746375311
-0.8526118758193181,-0.9596499648747072
-0.8522613860927064,-0.9576744667023851
-0.8519110010292222,-0.9576268508130515
-0.851560720523383,-0.9573350310818473
-0.8512105444698544,-0.9569489172230946
-0.8508604727634457,-0.9568379463853716
-0.8505105052991117,-0.9565293865685675
-0.850160641971953,-0.9549694418213983
-0.8498108826772132,-0.9548912568206434
-0.8494612273102818,-0.954867222404223
-0.8491116757666916,-0.9537320382707294
-0.8487622279421184,-0.9533998697321673
-0.8484128837323834,-0.9530516228008442
-0.8480636430334494,-0.952765808892676
-0.8477145057414225,-0.9520797206294441
-0.8473654717525522,-0.951733079846542
-0.8470165409632289,-0.9513050744703014
-0.8466677132699871,-0.9501421247710014
-0.8463189885695015,-0.9496452314270548
-0.8459703667585889,-0.9495733977056692
-0.8456218477342082,-0.9494039263131094
-0.8452734313934579,-0.948790155106072
-0.8449251176335785,-0.9480410403646572
-0.8445769063519504,-0.9477910212970849
-0.8442287974460942,-0.9475805088947664
-0.8438807908136712,-0.9468726627144802
-0.8435328863524817,-0.9465306850148637
-0.8431850839604651,-0.9461222954080485
-0.8428373835357015,-0.9461189299891494
-0.8424897849764079,-0.9460539001172416
-0.8421422881809417,-0.9460074577052151
-0.8417948930477979,-0.9456617849515814
-0.8414475994756093,-0.9454691711992924
-0.8411004073631477,-0.9453842092568422
-0.840753316609321,-0.9452877946804399
-0.8404063271131756,-0.9444040550616551
-0.8400594387738948,-0.9441816885810138
-0.8397126514907982,-0.9440389080196893
-0.8393659651633426,-0.9435126202318862
-0.839019379691121,-0.943392079344321
-0.8386728949738618,-0.9433314057973345
-0.83832651091143,-0.9430053659582083
-0.8379802274038257,-0.9429602506717268
-0.8376340443511848,-0.9427857764971918
-0.8372879616537774,-0.9422074402769951
-0.8369419792120089,-0.941250498775241
-0.8365960969264197,-0.9409940584398875
-0.8362503146976831,-0.9402965058039798
-0.8359046324266081,-0.9398062677675004
-0.835559050014136,-0.9396084581417518
