,gene,logFC,SE,z,PValue,FDR
1939,XLOC_006388,0.29469147664596995,0.11813761023526231,2.4944763658170643,0.012614312666251437,0.12454683400351205
6415,XLOC_030850,0.25160089886251596,0.10087932190771677,2.4940780142503094,0.012628478518261632,0.1245681764106473
3075,XLOC_010235,-0.39001222741236663,0.15642483625436884,-2.493288385344075,0.012656600285987262,0.12472700965592576
2646,XLOC_008707,-0.34090758078816086,0.13678672234547173,-2.492256375053397,0.012693437763093025,0.12497135072828873
9718,XLOC_043434,-0.44078079039737117,0.17688648279170022,-2.4918850973843507,0.012706713666484208,0.1249834765091058
8533,XLOC_038870,0.29696507947393475,0.11921458952729631,2.4910128923938397,0.012737949759151896,0.12517206879802956
6229,XLOC_030164,-0.20058645676547882,0.08057460908672032,-2.489449952522797,0.012794093026402867,0.12554267117508455
3922,XLOC_013271,0.2394798938777648,0.09620410532740967,2.4892897560114227,0.012799859892381176,0.12554267117508455
7311,XLOC_034275,-0.4096400189618453,0.1646131021700563,-2.4885019087888876,0.012828254854534406,0.12564410302341122
502,XLOC_001546,-0.6332561931347438,0.2545007841349958,-2.4882288488307496,0.012838109263169363,0.12564410302341122
5339,XLOC_020564,0.6234836349324497,0.2505967401907854,2.487995791396873,0.01284652532599396,0.12564410302341122
1000,XLOC_003195,-0.49329187562999754,0.19835922578407914,-2.4868612673804384,0.012887564499188294,0.12592679548783137
9883,XLOC_044087,0.20554691407526118,0.08267485293869066,2.486208402785899,0.012911233133978954,0.12603938497770423
2397,XLOC_007864,0.5792852623647993,0.23303380705556406,2.4858421603466136,0.012924527539942986,0.12605058485149284
4713,XLOC_016775,-0.34552793931007886,0.1390333945448769,-2.485215443679253,0.012947305116589071,0.12615416450220168
8022,XLOC_037011,0.31617706460104467,0.12727403670876597,2.4842228059799414,0.012983454505272992,0.12638771801239945
2428,XLOC_007966,-0.2538503892700875,0.1022165511651505,-2.4834568020196985,0.013011411460878941,0.1264096569737779
4397,XLOC_015166,-0.40664820064473167,0.16374696061403674,-2.4833938848076116,0.013013710123991225,0.1264096569737779
3084,XLOC_010244,-0.19636170456611893,0.07907734264225298,-2.4831601316506307,0.013022253378140945,0.1264096569737779
1303,XLOC_004220,0.15960083059784003,0.06428445701438208,2.482728143167379,0.013038054829935104,0.1264447616544267
8334,XLOC_038137,0.28879609818311003,0.11635908571274663,2.481938530318597,0.013066981446064291,0.1266069714900179
3890,XLOC_013171,0.6461909123798495,0.26052503439351554,2.4803409541203507,0.013125680573916254,0.12704432381329916
1385,XLOC_004471,1.1318219794901119,0.45637167755326796,2.4800443041472593,0.013136605902637565,0.12704432381329916
3314,XLOC_011012,-0.29408130372497754,0.11863258099459088,-2.4789252771832246,0.013177890988059462,0.12721474068998148
4251,XLOC_014520,1.259814649891672,0.508310147009835,2.4784369489820484,0.013195943166946925,0.12721474068998148
8076,XLOC_037146,0.3672244331226059,0.14817293379932783,2.4783502877788854,0.013199149081767494,0.12721474068998148
9592,XLOC_042976,0.6734113412522248,0.2717297737036136,2.4782390684457756,0.01320326450063699,0.12721474068998148
8226,XLOC_037701,0.23699124919411063,0.09578197059290072,2.4742782772906975,0.01335056615656771,0.12839192242809652
7005,XLOC_033187,0.597750171888287,0.24160142565756587,2.474116906642385,0.013356598199049151,0.12839192242809652
4705,XLOC_016736,0.9157636603903844,0.3701614356359731,2.4739575013183477,0.013362559142559917,0.12839192242809652
772,XLOC_002554,0.2930686988768346,0.11854201149812699,2.4722770870263595,0.013425541227399931,0.12887774404877805
2302,XLOC_007498,0.6505326344895836,0.26323319938066103,2.4713168248540325,0.013461649611731793,0.12904242120833256
187,XLOC_000577,0.3183483822415079,0.12882550050703406,2.471159677148901,0.013467566943107273,0.12904242120833256
6105,XLOC_029706,-0.3774825579059706,0.15288735103744133,-2.4690241236080217,0.013548208473350244,0.12969534993353826
9424,XLOC_042355,0.8587751516695206,0.34790188986491394,2.468440605490739,0.013570317024782558,0.12976814029859723
2718,XLOC_009002,1.1896494092342909,0.4819977911716067,2.4681636120003243,0.013580823008988782,0.12976814029859723
109,XLOC_000298,0.18453251728951303,0.07479993690695931,2.46701434413034,0.013624489963610938,0.13006562313927386
8332,XLOC_038152,-0.2530464662838214,0.10259365726900226,-2.466492305857948,0.013644365976572545,0.13013564865707106
239,XLOC_000605,0.15766546730315015,0.0639660442771593,2.464830662655946,0.013707801767429181,0.13058887875994224
4293,XLOC_014695,0.8909381041590878,0.36149563132084084,2.464588855206239,0.013717054818188017,0.13058887875994224
7075,XLOC_033378,0.22430029924757092,0.09102511311226452,2.4641584237410763,0.013733539442424867,0.130625975063284
4107,XLOC_013896,0.15949301489410772,0.06473711187002043,2.463702971710242,0.013751001350895279,0.13067229030974387
2404,XLOC_007899,0.18525973328400344,0.0752057062674937,2.4633733592643434,0.013763650830569215,0.1306728313529888
3925,XLOC_013273,-0.6057597168908648,0.2461226108108415,-2.4612111617669448,0.013846884203878956,0.13134288609108952
5395,XLOC_021190,-0.6268149194005089,0.25472053635426334,-2.4607945961951794,0.01386297077743038,0.1313753860798128
4845,XLOC_017507,0.6644645915903944,0.27013634256702207,2.4597378689449667,0.013903852612171905,0.13145471683009852
8757,XLOC_039697,-1.1269506618195781,0.4581673987263138,-2.459691948734139,0.013905631547890549,0.13145471683009852
3630,XLOC_012235,0.1622915310802264,0.06598300081674094,2.459596094014725,0.01390934557959412,0.13145471683009852
7527,XLOC_034890,-0.5650131768154123,0.22975660568690331,-2.4591814242998256,0.013925422656854843,0.13148690710662667
1460,XLOC_004677,0.3584664203252812,0.1458354736764877,2.458019378196561,0.01397056355089337,0.13179321633420046
5046,XLOC_018666,-1.2200996873529497,0.49647112054995185,-2.4575441286522746,0.013989062300547481,0.13184786511605923
5787,XLOC_026136,-1.527502445225983,0.621840087168084,-2.456423245697085,0.014032777528103075,0.13213986606998693
4560,XLOC_016014,-0.5146154377591778,0.20955708669787879,-2.4557291087993876,0.014059909772592286,0.13217272411704664
4326,XLOC_014807,0.2857335400649442,0.11635606939419098,2.4556822996223464,0.01406174110294107,0.13217272411704664
5723,XLOC_025271,-0.5568484532217555,0.2267950834644252,-2.4552933190419095,0.014076967459475813,0.13219610074839866
5894,XLOC_028003,0.4221843441062105,0.17200148537758614,2.4545389429597693,0.014106538430981422,0.13235402287368375
5255,XLOC_019738,0.13658940192979693,0.05569028313930825,2.4526612943971027,0.014180378987135324,0.13292664205013843
2095,XLOC_006806,0.4827127686251193,0.1969410210558557,2.45105243202844,0.014243920329437271,0.13331039114954515
1684,XLOC_005475,1.3976078059987267,0.5702253880402047,2.4509743608612986,0.014247010097797589,0.13331039114954515
6378,XLOC_030731,-0.38285004945419593,0.15623839404719067,-2.4504223292167153,0.014268874348029911,0.1333946928914472
9402,XLOC_042250,0.32222168891991176,0.13160274736537156,2.448441961666049,0.014347554292276608,0.13395385985578137
2925,XLOC_009679,-0.546847345409971,0.22336094724144265,-2.448267488850031,0.014354504400079876,0.13395385985578137
8941,XLOC_040560,-0.471435864302861,0.1926094811476139,-2.447625430970127,0.014380106292029952,0.13407220394644637
3966,XLOC_013399,0.5050476469753338,0.20640749641054115,2.446847405051618,0.01441118383813612,0.13424134173100405
7535,XLOC_034950,0.4473137613041646,0.1829071024145708,2.4455789600247395,0.0144619777526949,0.13459367097732286
8026,XLOC_036993,-0.38380526011496496,0.15706165620889714,-2.44365983002555,0.014539127989995794,0.13519044010052542
3413,XLOC_011385,0.4817114954114095,0.19716490753346153,2.44319083673476,0.014558036904466755,0.13524507516351972
8743,XLOC_039653,1.2952199279031908,0.53027896229257,2.4425255761675517,0.01458489613181638,0.13537340533082165
9794,XLOC_043784,-0.431441434423222,0.17676466279844996,-2.4407674452170274,0.014656089310485116,0.13591263518758182
4992,XLOC_018369,0.9062876234432778,0.371912023229096,2.4368333553040555,0.014816505720324434,0.1372775713033988
8652,XLOC_039297,0.26425417323645434,0.10852120532166694,2.4350464266700724,0.014889879108111927,0.13780584949259775
5736,XLOC_023956,-0.42393022634132377,0.17412901283039492,-2.4345754877404615,0.0149092696403644,0.13780584949259775
10150,XLOC_044935,-0.2510707099309612,0.10313130860760235,-2.4344761384367177,0.014913363108816349,0.13780584949259775
9712,XLOC_043413,0.5458947921866468,0.22447850638671604,2.4318354615484523,0.015022529917110214,0.13857372991386754
8100,XLOC_037272,0.30786685185399554,0.12659935831217284,2.431820002553626,0.01502317106611747,0.13857372991386754
10182,XLOC_045075,0.39498811401260975,0.162465015753785,2.431219497809993,0.015048095163811769,0.13868035836134524
7204,XLOC_033856,1.0570518535616085,0.4348875778981722,2.4306324376299258,0.015072496442192265,0.1387819836562814
6721,XLOC_031953,0.38730740635964483,0.15938535566746598,2.4300062244595706,0.015098563530727143,0.1388987533318755
170,XLOC_000613,-0.22244025689216185,0.09161901060564155,-2.427883202642496,0.015187233307419307,0.13945166317563085
963,XLOC_003108,0.9273832873500196,0.3819799140719614,2.4278325984839855,0.01518935241577257,0.13945166317563085
940,XLOC_003031,-1.2763673395452133,0.5257727391822336,-2.4276027348440037,0.015198981502518888,0.13945166317563085
10300,XLOC_045558,0.15686798496069296,0.06463061948951465,2.4271465475608265,0.015218107304248123,0.1395037981415042
2655,XLOC_008743,0.7165629045260741,0.29527000309691503,2.4268056253952763,0.015232414411244797,0.1395117072775704
7605,XLOC_035392,1.4205546352572012,0.585690159908128,2.4254370868720603,0.015289965628680782,0.13991532039578525
3110,XLOC_010314,-0.3964130035078048,0.16349301851250592,-2.424647896983334,0.01532324042330546,0.14009626949131346
7869,XLOC_009624,-0.49333546053094,0.20352960485204413,-2.4239002521995276,0.015354822328741297,0.14026143600822924
7446,XLOC_034673,0.2988043666921735,0.12334410090985992,2.4225266104176333,0.015412996885524504,0.14066901379163393
684,XLOC_002282,-0.5016434652883669,0.20713061821533668,-2.42187016873985,0.01544086602785795,0.14079953143328816
4407,XLOC_015220,1.0938053307058178,0.45174258351589447,2.421302242956098,0.015465013014228032,0.14087271813566551
892,XLOC_002831,-0.7442914844939126,0.3074259562740884,-2.4210430814447323,0.01547604304468138,0.14087271813566551
8157,XLOC_037481,0.20483181372135778,0.08463767647294221,2.4201020426977387,0.015516152310590088,0.1411140337659889
3227,TRINITY_DN17386_c0_g2_i1.mrna2,1.8086848353057448,0.7476237402912616,2.4192447856205206,0.01555277020090684,0.14132320172925594
1842,XLOC_006126,-0.1769504702635266,0.07318063936520355,-2.4179956857231866,0.015606261848888222,0.14163288369581487
8866,XLOC_040228,0.3081724473281231,0.12745923487892571,2.417811840945522,0.015614148496483782,0.14163288369581487
10359,XLOC_045826,0.7348895393387846,0.30404107473271424,2.417073219415613,0.01564586953751802,0.14179667090901701
521,XLOC_001629,-0.2552315265828182,0.1056224910437418,-2.4164505500738316,0.01567265489426394,0.14179711547955678
9065,XLOC_041043,-1.5816136915128818,0.6545230997787326,-2.416436779767682,0.015673247706953032,0.14179711547955678
2263,XLOC_007326,-1.2261191272435312,0.5077374829259561,-2.414868250769537,0.01574090222385344,0.1422134634237142
7456,XLOC_034715,0.1658465588519795,0.068681070120117,2.414734635932853,0.015746677216329153,0.1422134634237142
6172,TRINITY_DN44104_c4_g1_i1.mrna1,-2.035160987574371,0.8440111327718723,-2.411296378153882,0.015895925203618846,0.14341351804664418
4311,XLOC_014763,1.0211804611466766,0.42354392472143665,2.411037914941888,0.01590719468745181,0.14341351804664418
5999,XLOC_029322,0.42151337942109535,0.1749685002702926,2.409081513357767,0.015992725581082008,0.14399027014006907
1388,XLOC_004476,0.09734532860058542,0.04041002276238433,2.4089402070616828,0.015998918904452118,0.14399027014006907
2741,XLOC_009100,0.21313030151918064,0.08848890758877866,2.4085538778445477,0.016015862118797138,0.14401785199892364
4575,XLOC_016093,-0.8855644659609497,0.3677341722177581,-2.4081647365547316,0.016032944607595308,0.14404465066810068
3648,XLOC_012307,0.6495282158112264,0.2697540066264237,2.40785382183681,0.016046604622947325,0.14404465066810068
6760,XLOC_017866,1.3933999242297794,0.5790206921247797,2.4064769069245973,0.016107222338428723,0.14446382558848303
41,XLOC_000038,0.4806386324489812,0.19983852340501904,2.40513502731831,0.01616649122157962,0.14487018947006194
4054,XLOC_013718,0.23754764607668616,0.09880734741863344,2.404149613188468,0.016210137520373095,0.14513597674625678
6431,XLOC_030904,-0.12469697183124157,0.05187743050778054,-2.4036844271332907,0.016230777658127877,0.14519549979171809
1784,XLOC_005856,1.4678344401254482,0.6113850772093488,2.4008345882849156,0.01635772883999981,0.14620512676371925
5856,XLOC_027364,1.5767723557322295,0.6568515958308933,2.4005001521503044,0.016372683944680364,0.14621285825640976
6909,XLOC_032800,-0.6487344315813747,0.27066560007024293,-2.3968115320639773,0.016538427894161285,0.14756600710035395
4281,XLOC_014628,0.35366169853835683,0.14759351420896233,2.3961872608957866,0.016566624141164502,0.14769060026878356
226,XLOC_000598,0.4152384945491836,0.1733457141470129,2.395435598696277,0.01660063022944357,0.14773539611445383
2126,XLOC_006912,0.33223018477517713,0.13870647732121666,2.3952031022011897,0.016611161051727368,0.14773539611445383
5885,XLOC_027864,-0.5053224824078283,0.21097892455354147,-2.3951325160897263,0.016614359378005938,0.14773539611445383
8892,XLOC_040312,-0.3454253802582863,0.1443789688866134,-2.3924909765047757,0.016734439582051154,0.148647721073676
8061,XLOC_037100,0.5307452089821575,0.22188216508760875,2.3920138365902286,0.01675621066618873,0.148647721073676
8023,XLOC_037010,0.3865529497015133,0.1616116965665304,2.391862457445224,0.016763123033603354,0.148647721073676
6665,XLOC_031735,0.536355023765635,0.22426443741007535,2.39161870673633,0.01677425858892499,0.148647721073676
8537,XLOC_038875,1.5079844493448138,0.6308177090997469,2.390523328041773,0.016824380286533252,0.148964670847573
1623,XLOC_005280,0.2761261366902503,0.11558827286750893,2.388876741905774,0.016899971153304962,0.14950639442271577
4375,TRINITY_DN10155_c0_g2_i3.mrna1,0.5705932133374477,0.23892250739294565,2.388193643050202,0.01693141798202255,0.14953446569037718
1325,XLOC_004279,0.16954362069511159,0.0709927620500342,2.3881817779623904,0.01693196465126657,0.14953446569037718
4863,XLOC_017617,-0.10609252310828693,0.04443707455827759,-2.3874776673057196,0.01696443342693672,0.14969381434636253
10118,XLOC_044784,-0.8884562590480067,0.3722888605397627,-2.386470166633187,0.01701098750319679,0.14984219560825432
2722,XLOC_009023,0.8015234807824764,0.3358699728784743,2.3864100559905856,0.017013768605477698,0.14984219560825432
2619,XLOC_008615,1.7618109079978062,0.7383405022801275,2.386176706488428,0.017024568625048843,0.14984219560825432
4341,XLOC_014916,-0.20524251694666545,0.08605534933742877,-2.385005912205363,0.017078846877509397,0.15000116664924695
8250,XLOC_037759,-0.22730151852804795,0.09531023561669194,-2.384859475557104,0.017085646380869346,0.15000116664924695
9603,XLOC_042998,0.2096879099322987,0.08792491705155117,2.3848519505495442,0.017085995854236282,0.15000116664924695
1075,XLOC_003505,-0.2822357236238863,0.11836108813546677,-2.3845313360152756,0.017100891532543638,0.15000503079729952
680,XLOC_002196,-1.3767558202786212,0.5774670392216301,-2.384128836399659,0.017119607702258257,0.15004237257291717
1363,XLOC_004376,0.37259242486258287,0.15634568313822228,2.383132155514527,0.017166030576362287,0.1503222778826257
6561,XLOC_031403,0.4383707866123236,0.18398926685114958,2.382588909205084,0.017191380085645205,0.15041732811866804
9202,XLOC_041627,0.7163829920907124,0.3010094592560796,2.3799351484208993,0.017315685141169376,0.15117075708980746
2327,XLOC_007576,-0.4740647774197104,0.19919792940132391,-2.3798679978475703,0.017318840746559334,0.15117075708980746
812,XLOC_002607,-1.306552343888173,0.5491204020672895,-2.3793549446885556,0.017342967293932997,0.15117075708980746
10049,XLOC_044551,0.3226775961636634,0.13561954256491196,2.379285389561164,0.01734624042178531,0.15117075708980746
2493,XLOC_008233,1.8730238558802972,0.7872698416495211,2.379138329439698,0.01735316256619963,0.15117075708980746
2121,XLOC_006929,-0.41410161539566315,0.17407352401517057,-2.378889137440419,0.01736489760538214,0.15117075708980746
6214,XLOC_030119,0.13155473606805773,0.055318327456800175,2.378140159259026,0.017400210657457737,0.1513149630400334
3482,XLOC_011687,-0.7845318634641657,0.3299439451628416,-2.3777731792500854,0.017417536117321167,0.1513149630400334
5486,XLOC_022005,0.23860934036508333,0.10035677072443625,2.377610784430945,0.017425207751068702,0.1513149630400334
6967,XLOC_033099,-0.42133058441765675,0.17728310539116926,-2.3765974963491576,0.01747314307325338,0.15160435256785143
10056,XLOC_044548,0.189645310263151,0.07983365949216067,2.3755056635199514,0.017524923456753404,0.1518080327644867
9921,XLOC_044065,1.3633601060040728,0.5739290158340223,2.3754855886191164,0.017525876770921756,0.1518080327644867
6667,XLOC_031736,0.58814925584451,0.24766961385916483,2.3747332047723706,0.01756163867024327,0.15199092950885273
2988,XLOC_009841,-0.7131619312188844,0.3003684053016486,-2.37429076637632,0.017582698266536485,0.1519957185730455
9405,XLOC_042253,-0.6432627492477605,0.27094943390967297,-2.3741062676004945,0.017591486750142396,0.1519957185730455
1783,XLOC_005866,0.2369755171994754,0.09986753535835421,2.3728984233879133,0.01764911682959198,0.15236679312868218
3129,XLOC_010358,0.3364683079969963,0.14182957596862883,2.3723423390296214,0.017675704962278303,0.15246948494892928
197,XLOC_000636,-0.29677698932330315,0.12513790321038806,-2.3715995051023584,0.017711276941571343,0.15264943589924074
2522,XLOC_008264,0.38538971006582207,0.16255945972980865,2.3707615090895438,0.017751481228360493,0.15286897983958245
10048,TRINITY_DN10471_c0_g1_i2.mrna1,0.9352933538438462,0.3946280822196867,2.3700628414051255,0.01778506211363652,0.15303116878375303
2146,XLOC_006974,1.489825967807177,0.6288885590390143,2.368982463417263,0.017837099182079125,0.15335176322488406
7037,XLOC_033251,-0.7933838230004959,0.33496649508790094,-2.368546808815307,0.017858120466435305,0.15340539410612514
160,XLOC_000462,-0.5471918205953382,0.23108567992693285,-2.3679174787825676,0.017888525336448424,0.1535394767711541
4141,XLOC_014011,0.8047075453207753,0.3398819960983843,2.367608624635239,0.017903463613992435,0.15354069580363594
10108,XLOC_044754,0.2590060337154506,0.10945012950678994,2.3664296687687583,0.017960586426781135,0.15390339005013035
6569,XLOC_031446,0.8273899797923476,0.35013805202318027,2.3630393069576217,0.018125746999919548,0.15519049225921216
8468,XLOC_038622,0.26954714267356905,0.11414828434864999,2.3613770825523313,0.01820720661561333,0.15540300877921942
5250,XLOC_019714,0.48108094609022967,0.20373005695599788,2.361364608041781,0.018207819156196344,0.15540300877921942
5245,XLOC_019705,0.12906825459999702,0.05466975830343177,2.3608711398289657,0.018232064590694548,0.15540300877921942
3105,XLOC_010311,0.3237610725507204,0.13713959846360277,2.360813916460806,0.01823487795850806,0.15540300877921942
9375,XLOC_042192,-0.47157917939488175,0.19975668089001883,-2.3607679968136925,0.018237135857529636,0.15540300877921942
7120,XLOC_033586,1.9034658137942613,0.8063137525999154,2.360701163358107,0.01824042253956724,0.15540300877921942
8057,XLOC_037073,0.5925692358841381,0.25107802007645863,2.3601000027947014,0.01827000925090291,0.15552738802019647
1766,XLOC_005777,0.12368159477934598,0.05244028363273266,2.358522612988791,0.018347841895173245,0.15599703854778857
2652,XLOC_008715,0.14621821217854727,0.062007289035606684,2.358081032934432,0.018369682574771014,0.15599703854778857
3042,XLOC_010044,0.9867738580212618,0.41847947076541303,2.3579982459269013,0.01837377977681843,0.15599703854778857
7487,XLOC_034876,0.4593752805327778,0.19483503120950302,2.35776532423894,0.018385311568270734,0.15599703854778857
602,XLOC_001915,-0.4506889567531526,0.19125919680908054,-2.3564302489623072,0.018451532523304445,0.156431007348309
707,XLOC_002299,-0.2766751945527844,0.11745667575765849,-2.355551038441035,0.018495256088549197,0.15655247535347172
6786,XLOC_032324,0.2240660943521025,0.09513465433029555,2.3552520995574673,0.018510143106257097,0.15655247535347172
8684,XLOC_039347,1.2152123432076372,0.5159627948381323,2.3552325000272027,0.01851111951996818,0.15655247535347172
10372,XLOC_045850,0.7996325207215819,0.3395919498891643,2.3546863256993142,0.01853834708804805,0.15665507144354612
6420,XLOC_030865,-0.44506460663172925,0.18910023127695774,-2.3535910222123633,0.01859305515567542,0.1569895307977574
7598,XLOC_035349,0.3634576982911506,0.15457434591092217,2.351345536345361,0.018705654207622338,0.15781184854674551
5316,XLOC_020329,-1.5694923912176346,0.6675773040450739,-2.3510271869752852,0.018721665903388602,0.15781862475992162
2162,XLOC_007044,0.27969658967408567,0.11899089966700306,2.3505712660112557,0.018744617778902635,0.15788384634064337
4783,XLOC_017098,-0.5230264349328305,0.22263049258931197,-2.3493027790117726,0.01880860523565531,0.15829431997598958
2794,XLOC_009236,-0.5693184092993195,0.2424128143432276,-2.348549150925795,0.01884671159390691,0.15847726545034868
9960,XLOC_044235,-0.2154024367184158,0.09173100652002515,-2.348196590118008,0.018864561606486644,0.15847726545034868
9868,XLOC_043974,0.5639450905930008,0.2401843491487952,2.3479676864525194,0.01887615882207102,0.15847726545034868
7203,XLOC_033811,-0.38676959409435613,0.16480037304171943,-2.346897564342557,0.01893045842636908,0.15880466215879704
994,XLOC_003168,0.7959912785653895,0.33933854768225447,2.345714284457685,0.01899065880186771,0.1591809906195325
910,XLOC_002921,-0.3984897962570872,0.16997600419311432,-2.3443885397161837,0.01905830597477547,0.15961908079115825
5302,XLOC_020224,-1.233658646553354,0.5262883305557455,-2.3440737233345943,0.019074400648942533,0.1596250447855457
2997,XLOC_009878,0.6391887971050237,0.2727982814451111,2.3430821987551007,0.019125169029940138,0.15977750130392118
4595,XLOC_016185,0.30272391148394834,0.12920013752396853,2.3430618363528337,0.019126212869273112,0.15977750130392118
5762,XLOC_025769,0.11181205678263663,0.047725492969572084,2.342816172772142,0.019138810265083746,0.15977750130392118
8208,XLOC_037557,0.5087827216619596,0.21721951753865637,2.3422514119681566,0.019167798171083782,0.15989086947052766
3197,XLOC_010596,0.2660022497691099,0.11365820707741593,2.34036992672186,0.019264647673460623,0.16056967783735013
9159,XLOC_041399,-0.5845648458334933,0.24983109968747763,-2.339840182286135,0.019291993326011593,0.16066855115892642
569,XLOC_001824,-0.4714501406874492,0.20152211538522177,-2.339446168408086,0.019312354497209274,0.16070914403972786
7221,XLOC_033824,-0.6153541236022037,0.2632046005802363,-2.3379307285877653,0.01939084190736338,0.1612026510498556
2669,XLOC_008804,1.1178178555847826,0.4781695879454677,2.3377016936348176,0.019402728260698627,0.1612026510498556
834,XLOC_002702,-0.38842951244668206,0.16620310653766726,-2.3370773298912484,0.019435163549023093,0.16132058122278733
7467,XLOC_034809,0.21126352942642868,0.09040602475024083,2.336830205841629,0.019448014561983903,0.16132058122278733
8098,XLOC_037282,1.6007687590508288,0.685127548959424,2.3364536449922158,0.01946761085825668,0.1613291160797981
3125,XLOC_010333,-0.48293832149968874,0.20671843603060475,-2.3362131156419426,0.019480137076995956,0.1613291160797981
8939,XLOC_040552,0.6556530541403027,0.2807545828090432,2.33532449436898,0.019526475522306533,0.16158392064990024
6321,XLOC_030487,-0.39976237854788954,0.17123395304371897,-2.334597615963601,0.019564451218794635,0.1617691715517386
9425,XLOC_042344,-0.5791718437660303,0.24825354811387096,-2.33298516039888,0.01964892418011851,0.16225229262626936
7830,XLOC_036301,0.2798035336862476,0.11993881598083574,2.3328855750164785,0.019654151665338786,0.16225229262626936
2919,XLOC_009655,-0.26686997230327264,0.11442361202500313,-2.3322980946009455,0.01968501470336451,0.16237789950462125
7503,XLOC_034923,0.7957485711029275,0.34138056587300886,2.3309720899547055,0.019754831424947564,0.16260718144421665
5112,XLOC_019012,-0.26517453895585014,0.11376616484231741,-2.330873501127407,0.019760030943584826,0.16260718144421665
1139,XLOC_003697,-0.3275706297452,0.14054257953583701,-2.330757204165821,0.019766165915370965,0.16260718144421665
759,XLOC_002469,0.18174682839988715,0.07798350145542988,2.3305805075162134,0.019775490313443327,0.16260718144421665
2046,XLOC_006713,1.3357288800975917,0.5734528454303618,2.329274134292875,0.0198445477344371,0.1630458209344844
446,XLOC_001310,0.27788919243201515,0.11932338103372765,2.328874609691689,0.01986570937858871,0.16309055871963218
4653,XLOC_016476,0.5851617605527734,0.25142224174192107,2.3274065034923517,0.019943639953735163,0.16360091051376266
1051,XLOC_003424,-0.29277543008443196,0.12583114547089796,-2.326732614479335,0.019979500861893335,0.16365502864112064
3324,XLOC_011061,1.4572504552521168,0.6263499647567413,2.3265754566108683,0.019987872084828058,0.16365502864112064
5476,XLOC_021903,-0.42381445372296905,0.18217657156808778,-2.3263938390923666,0.0199975499968142,0.16365502864112064
5525,XLOC_022578,-0.31808406249944615,0.13678390520909234,-2.325449489201324,0.020047937831069135,0.163938101554771
6722,XLOC_031954,-0.5891630532399702,0.2534184636448137,-2.324862382820415,0.020079319994213675,0.1640654358897286
6374,XLOC_030764,-0.5016559856650437,0.21585584466956687,-2.3240324413405666,0.020123755377816795,0.164299142057911
1808,XLOC_005973,-0.3408626955101947,0.14668949789893151,-2.3237021081430638,0.020141465404288513,0.1643144547958348
7245,TRINITY_DN14485_c0_g2_i1.mrna1,1.7553496965088624,0.755836240960093,2.3223941925292544,0.020211719781886683,0.16468451863434574
2442,XLOC_008010,0.38054395226395576,0.16386744745635667,2.3222669186038747,0.020218567672752864,0.16468451863434574
3990,XLOC_013510,-1.3078783555904054,0.5635154629904636,-2.320927182103854,0.02029077422371887,0.16514303068198488
277,XLOC_000816,-0.18404928577319551,0.07931336018402692,-2.3205332033109545,0.020312050899623246,0.16518663964372288
1924,XLOC_006339,-0.5410140928579145,0.23318614876468116,-2.320095321801796,0.02033572136041357,0.16524963238607018
1694,XLOC_005530,-0.4602692327945347,0.1984157888455261,-2.319720801820217,0.020355985790207937,0.16528487053598417
6766,XLOC_032233,-0.26714762187809027,0.11527089901364639,-2.3175634454491756,0.02047305879303949,0.1661054973380538
4915,XLOC_017959,0.30841731311154075,0.1331043028818591,2.3171100139811878,0.020497739653558465,0.16612211745251543
5304,XLOC_020260,0.4826400562187734,0.2083094647228649,2.3169377198529033,0.020507124646494387,0.16612211745251543
2128,XLOC_006927,-1.125080612350128,0.4858462563042272,-2.31571324827833,0.02057393056708561,0.16653328977741602
5632,TRINITY_DN16558_c0_g1_i2.mrna1,0.3479262168186404,0.15030304583386125,2.314831445287034,0.020622158309966717,0.16659299612588602
8574,XLOC_038976,0.3389414943201727,0.14644322877447286,2.3144907221497633,0.020640819592701424,0.16659299612588602
3939,XLOC_013324,-0.14054993462620533,0.060727607371927665,-2.314432277323293,0.02064402207364099,0.16659299612588602
10172,XLOC_045012,-0.9685954040076841,0.4185073275237715,-2.314404886859877,0.020645523081612164,0.16659299612588602
2536,XLOC_008328,0.06947458783511905,0.030025169825529288,2.31387826409719,0.020674400720476147,0.16669639182313983
118,XLOC_000358,-0.2295204860645374,0.09924028734907676,-2.3127753072419197,0.020734996082868114,0.16691692305656167
9965,XLOC_044262,0.15289140143372965,0.06611440844921425,2.3125277079529964,0.020748620203934733,0.16691692305656167
10292,XLOC_045514,1.0817280177102893,0.46781201116565135,2.3123134761224664,0.020760414581109835,0.16691692305656167
2897,XLOC_009595,-0.43658092088067163,0.18881883088478169,-2.3121683300066387,0.020768408815532307,0.16691692305656167
6782,XLOC_032252,0.2427394148066438,0.10499480025495693,2.3119184399342076,0.020782178335653625,0.16691692305656167
9548,XLOC_042853,-0.15087738502100217,0.06532999340225523,-2.3094657930241547,0.020917747750821437,0.16784518750087038
1326,XLOC_004280,0.2876400311099381,0.12456031478014572,2.309242968899324,0.02093010240205515,0.16784518750087038
7385,XLOC_034500,0.4049787636130568,0.17540755546008205,2.3087874553112897,0.020955378484917856,0.16791811778995566
7560,XLOC_035239,-0.3087270347027681,0.133755389981479,-2.3081464959693756,0.020990989850983407,0.1680306209172
